7209, 2025, -7250
7218, 2030, -7237
7226, 2032, -7135
7235, 2033, -6931
7244, 2032, -6656
7252, 2029, -6325
7261, 2024, -5938
7269, 2019, -5525
7277, 2013, -5102
7285, 2006, -4687
7293, 1999, -4289
7302, 1991, -3906
7310, 1983, -3540
7318, 1975, -3204
7327, 1967, -2840
7336, 1958, -2513
7346, 1949, -2238
7354, 1941, -1986
7363, 1933, -1750
7372, 1926, -1561
7380, 1920, -1373
7389, 1913, -1204
7397, 1908, -1066
7406, 1902, -922
7414, 1897, -814
7422, 1892, -694
7430, 1888, -604
7438, 1884, -512
7447, 1880, -426
7455, 1876, -364
7463, 1873, -297
7471, 1870, -227
7480, 1867, -181
7488, 1865, -147
7496, 1863, -106
7504, 1861, -53
7513, 1858, -2
7521, 1857, 27
7529, 1855, 43
7538, 1854, 53
7546, 1852, 62
7555, 1851, 75
7564, 1850, 89
7573, 1849, 107
7581, 1848, 130
7590, 1848, 155
7599, 1847, 178
7608, 1846, 198
7616, 1845, 217
7625, 1845, 233
7633, 1844, 245
7641, 1844, 257
7650, 1843, 262
9668, 1841, 270
9676, 1841, 275
9684, 1840, 292
9693, 1839, 340
9701, 1838, 425
9709, 1835, 534
9717, 1832, 663
9725, 1828, 816
9733, 1824, 991
9742, 1818, 1173
9750, 1812, 1366
9759, 1805, 1580
9767, 1798, 1799
9776, 1790, 2008
9784, 1782, 2205
9792, 1774, 2391
9800, 1766, 2602
9810, 1757, 2780
9818, 1749, 2948
9827, 1742, 3101
9835, 1734, 3246
9843, 1727, 3386
9852, 1720, 3519
9860, 1713, 3636
9868, 1707, 3746
9877, 1702, 3855
9885, 1696, 3946
9894, 1691, 4041
9902, 1686, 4109
9910, 1682, 4194
9919, 1677, 4257
9927, 1673, 4312
9936, 1670, 4376
9944, 1667, 4424
9953, 1663, 4459
9962, 1660, 4500
9970, 1658, 4557
9980, 1655, 4592
9989, 1653, 4614
9997, 1651, 4630
10005, 1650, 4641
10014, 1649, 4657
10022, 1647, 4675
10030, 1646, 4698
10038, 1644, 4723
10046, 1643, 4748
10055, 1642, 4761
10063, 1641, 4770
10071, 1640, 4775
10079, 1640, 4778
10088, 1640, 4780
10097, 1639, 4781
10105, 1639, 4783
10114, 1638, 4783
12132, 1636, 4786
12140, 1636, 4799
12149, 1634, 4877
12157, 1632, 5006
12165, 1627, 5172
12173, 1622, 5358
12182, 1615, 5554
12190, 1608, 5758
12198, 1601, 5961
12206, 1592, 6175
12215, 1584, 6382
12223, 1575, 6579
12231, 1567, 6770
12239, 1559, 6956
12247, 1551, 7135
12255, 1543, 7307
12263, 1535, 7471
12271, 1527, 7624
12279, 1520, 7772
12287, 1513, 7905
12296, 1507, 8054
12305, 1499, 8185
12313, 1493, 8309
12323, 1487, 8420
12331, 1482, 8510
12339, 1477, 8611
12348, 1473, 8689
12357, 1468, 8772
12365, 1465, 8841
12374, 1461, 8893
12383, 1458, 8949
12391, 1455, 9016
12400, 1452, 9063
12408, 1450, 9094
12417, 1448, 9118
12425, 1447, 9143
12434, 1445, 9173
12443, 1444, 9210
12451, 1442, 9250
12459, 1440, 9277
12467, 1439, 9294
12475, 1438, 9305
12485, 1437, 9312
12493, 1437, 9316
12501, 1436, 9320
12509, 1436, 9322
12518, 1435, 9324
12526, 1435, 9325
12534, 1435, 9327
12542, 1435, 9328
12550, 1434, 9328
12558, 1434, 9330
12567, 1434, 9331
12575, 1434, 9332
12583, 1434, 9333
12592, 1433, 9334
14610, 1434, 9340
14619, 1433, 9354
14627, 1432, 9436
14636, 1429, 9582
14644, 1425, 9780
14652, 1419, 10010
14661, 1414, 10254
14669, 1407, 10524
14677, 1400, 10834
14686, 1391, 11115
14695, 1383, 11430
14704, 1373, 11738
14714, 1364, 11995
14722, 1355, 12268
14732, 1346, 12481
14740, 1337, 12683
14748, 1329, 12868
14757, 1322, 13035
14765, 1315, 13196
14774, 1307, 13358
14784, 1300, 13496
14792, 1294, 13616
14801, 1288, 13733
14811, 1282, 13831
14819, 1277, 13911
14827, 1272, 13988
14836, 1268, 14062
14844, 1264, 14121
14853, 1260, 14185
14862, 1256, 14238
14870, 1253, 14272
14878, 1251, 14304
14886, 1249, 14342
14894, 1246, 14385
14902, 1244, 14414
14910, 1242, 14433
14919, 1240, 14446
14927, 1239, 14458
14935, 1238, 14470
14943, 1237, 14487
14952, 1236, 14505
14960, 1235, 14524
14968, 1234, 14543
14977, 1233, 14564
14986, 1232, 14579
14994, 1231, 14588
15003, 1231, 14593
15011, 1230, 14596
15019, 1230, 14598
15027, 1230, 14599
15035, 1229, 14600
15044, 1229, 14601
15052, 1229, 14601
15061, 1228, 14601
17079, 1227, 14604
17088, 1227, 14615
17096, 1225, 14689
17105, 1222, 14808
17114, 1218, 14953
17122, 1213, 15121
17131, 1206, 15303
17140, 1199, 15478
17149, 1191, 15650
17157, 1183, 15817
17165, 1175, 15976
17173, 1167, 16132
17182, 1159, 16280
17190, 1151, 16421
17198, 1143, 16558
17206, 1135, 16685
17214, 1127, 16804
17223, 1120, 16915
17231, 1113, 17018
17239, 1106, 17111
17247, 1100, 17209
17256, 1094, 17294
17264, 1088, 17369
17272, 1083, 17445
17280, 1078, 17507
17288, 1073, 17574
17297, 1069, 17627
17305, 1064, 17678
17314, 1061, 17735
17323, 1057, 17772
17331, 1055, 17811
17340, 1051, 17855
17348, 1049, 17888
17357, 1046, 17908
17366, 1044, 17932
17374, 1042, 17960
17383, 1040, 17988
17391, 1038, 18006
17399, 1037, 18018
17407, 1035, 18026
17415, 1034, 18036
17425, 1033, 18047
17434, 1032, 18060
17443, 1031, 18075
17451, 1030, 18090
17460, 1029, 18104
17468, 1028, 18118
17476, 1027, 18130
