897,,1.96773
,,1.96775
01:Graph01,,1.96753
mm,,1.96666
,,1.96504
,,1.96219
,,1.95863
,,1.95427
,,1.94947
,,1.94466
,,1.93992
,,1.93521
,,1.93034
,,1.92576
,,1.92077
,,1.91670
,,1.91271
,,1.90911
,,1.90565
,,1.90263
,,1.89983
,,1.89746
,,1.89506
,,1.89276
,,1.89074
,,1.88900
,,1.88734
,,1.88579
,,1.88461
,,1.88329
,,1.88233
,,1.88142
,,1.88062
,,1.87962
,,1.87872
,,1.87812
,,1.87754
,,1.87701
,,1.87661
,,1.87639
,,1.87618
,,1.87593
,,1.87564
,,1.87528
,,1.87490
,,1.87456
,,1.87431
,,1.87413
,,1.87400
,,1.87388
,,1.87386
,,1.87338
,,1.87204
,,1.86982
,,1.86674
,,1.86290
,,1.85803
,,1.85264
,,1.84773
,,1.84279
,,1.83791
,,1.83262
,,1.82826
,,1.82396
,,1.81935
,,1.81571
,,1.81219
,,1.80900
,,1.80598
,,1.80339
,,1.80092
,,1.79860
,,1.79638
,,1.79450
,,1.79271
,,1.79120
,,1.78988
,,1.78861
,,1.78761
,,1.78669
,,1.78593
,,1.78497
,,1.78421
,,1.78361
,,1.78296
,,1.78243
,,1.78211
,,1.78198
,,1.78182
,,1.78164
,,1.78143
,,1.78121
,,1.78100
,,1.78081
,,1.78064
,,1.78031
,,1.78025
,,1.77942
,,1.77763
,,1.77481
,,1.77095
,,1.76620
,,1.76027
,,1.75455
,,1.74935
,,1.74382
,,1.73835
,,1.73380
,,1.72914
,,1.72512
,,1.72134
,,1.71790
,,1.71459
,,1.71162
,,1.70894
,,1.70611
,,1.70402
,,1.70171
,,1.70006
,,1.69825
,,1.69666
,,1.69542
,,1.69416
,,1.69305
,,1.69205
,,1.69139
,,1.69082
,,1.69030
,,1.68988
,,1.68952
,,1.68905
,,1.68857
,,1.68808
,,1.68770
,,1.68748
,,1.68735
,,1.68734
,,1.68734
,,1.68734
,,1.68733
,,1.68726
,,1.68626
,,1.68439
,,1.68151
,,1.67776
,,1.67321
,,1.66781
,,1.66244
,,1.65716
,,1.65227
,,1.64743
,,1.64264
,,1.63844
,,1.63429
,,1.63034
,,1.62677
,,1.62344
,,1.62048
,,1.61753
,,1.61506
,,1.61260
,,1.61029
,,1.60823
,,1.60643
,,1.60482
,,1.60352
,,1.60210
,,1.60108
,,1.60019
,,1.59940
,,1.59857
,,1.59747
,,1.59668
,,1.59592
,,1.59529
,,1.59476
,,1.59443
,,1.59424
,,1.59401
,,1.59374
,,1.59344
,,1.59314
,,1.59286
,,1.59262
,,1.59240
,,1.59221
,,1.59206
,,1.59183
,,1.59178
,,1.59088
,,1.58915
,,1.58601
,,1.58221
,,1.57722
,,1.57164
,,1.56561
,,1.56040
,,1.55524
,,1.55046
,,1.54596
,,1.54167
,,1.53767
,,1.53332
,,1.52948
,,1.52588
,,1.52287
,,1.51977
,,1.51715
,,1.51471
,,1.51252
,,1.51051
,,1.50876
,,1.50711
,,1.50563
,,1.50441
,,1.50304
,,1.50194
,,1.50105
,,1.50039
,,1.49967
,,1.49884
,,1.49819
,,1.49757
,,1.49698
,,1.49651
,,1.49618
,,1.49600
,,1.49588
,,1.49571
,,1.49552
,,1.49530
,,1.49503
,,1.49477
,,1.49454
,,1.49430
,,1.49411
,,1.49394
,,1.49379
,,1.49367
,,1.49340
,,1.49332
,,1.49239
,,1.49042
,,1.48758
,,1.48343
,,1.47868
,,1.47327
,,1.46780
,,1.46258
,,1.45752
,,1.45241
,,1.44746
,,1.44255
,,1.43824
,,1.43412
,,1.43004
,,1.42629
,,1.42315
,,1.42031
,,1.41758
,,1.41517
,,1.41283
,,1.41057
,,1.40881
,,1.40691
,,1.40534
,,1.40393
,,1.40239
,,1.40133
,,1.40030
,,1.39948
,,1.39851
,,1.39777
,,1.39719
,,1.39660
,,1.39601
,,1.39554
,,1.39523
,,1.39477
,,1.39430
,,1.39378
,,1.39331
