time_s,magnetic_raw_mm,magnetic_raw_filtered,magnetic_filtered_mm,posic_encoder_mm,posic_encoder_filtered,keyence_mm
1.157,3861.0,3861.0,3818.7599999999984,-0.6450462152508867,-0.6218877802400441,0.64554
1.162,3863.0,3863.0,3821.130000000001,-0.650476175143793,-0.6270139856416912,0.6486699999999999
1.166,3865.0,3865.0,3823.5200000000004,-0.6562730242186523,-0.6322367180217506,0.65194
1.171,3865.0,3865.0,3826.040000000001,-0.662693584902832,-0.6376349849039211,0.6555
1.177,3871.0,3871.0,3828.8100000000013,-0.668508778436789,-0.6431758255374997,0.65933
1.182,3873.0,3873.0,3831.41,-0.6741221829206717,-0.6487510328467609,0.6628699999999998
1.186,3874.0,3874.0,3833.8199999999997,-0.6798823430773359,-0.6543483461062836,0.6661599999999999
1.191,3878.0,3878.0,3836.4500000000007,-0.6859910479568555,-0.6600124515757688,0.66984
1.197,3882.0,3882.0,3839.380000000001,-0.6917878970317148,-0.6657337504789209,0.6738199999999999
1.202,3882.0,3882.0,3842.119999999999,-0.697016067874547,-0.671413682789535,0.6775199999999999
1.207,3885.0,3885.0,3844.630000000001,-0.7027578835721132,-0.6770549925385886,0.68106
1.213,3888.0,3888.0,3847.5999999999985,-0.7083896325150937,-0.6827053116024387,0.6851499999999999
1.219,3891.0,3891.0,3850.380000000001,-0.7135811144397305,-0.6883083371860996,0.68912
1.224,3893.0,3893.0,3853.1100000000006,-0.7187725963643672,-0.6938298251245991,0.6929399999999999
1.229,3895.0,3895.0,3855.8199999999997,-0.7236338780252461,-0.6992532194870137,0.6967699999999999
1.234,3898.0,3898.0,3858.3600000000006,-0.728440126308832,-0.7045597927274422,0.7004599999999999
1.24,3899.0,3899.0,3861.0099999999984,-0.7333380968879062,-0.709776324709811,0.7042599999999999
1.246,3902.0,3902.0,3863.970000000001,-0.7382177230078827,-0.7149279240220334,0.70865
1.251,3904.0,3904.0,3866.41,-0.7425653598140273,-0.7199729377250954,0.7123299999999999
1.256,3906.0,3906.0,3868.8600000000006,-0.7469496855383673,-0.7248834172062005,0.716
1.262,3911.0,3911.0,3871.470000000001,-0.7505451995215078,-0.7296115095636065,0.71983
1.266,3912.0,3912.0,3873.6100000000006,-0.7539389244545741,-0.7340952184312557,0.72309
1.271,3913.0,3913.0,3875.66,-0.757314304928543,-0.7383611554943278,0.72607
1.275,3916.0,3916.0,3877.7299999999996,-0.7606346520252187,-0.7424451980450876,0.7290299999999998
1.279,3917.0,3917.0,3879.790000000001,-0.7638999657446015,-0.746372480617831,0.7322799999999998
1.284,3919.0,3919.0,3881.8199999999997,-0.7671652794639843,-0.7501686097144129,0.7352599999999998
1.288,3922.0,3922.0,3883.9000000000015,-0.7703939042651718,-0.753855935774216,0.7383899999999999
1.292,3923.0,3923.0,3885.9799999999996,-0.7739894182483125,-0.7574887262337195,0.7415099999999999
1.297,3924.0,3924.0,3888.290000000001,-0.7774565210177695,-0.7611014104179613,0.74519
1.302,3927.0,3927.0,3890.5099999999984,-0.7814005797237655,-0.7647324998577543,0.74874
1.308,3930.0,3930.0,3893.0800000000017,-0.7848676824932226,-0.7683783479868997,0.7527199999999998
1.313,3933.0,3933.0,3895.41,-0.7886649855264374,-0.7720214926367936,0.75627
1.319,3934.0,3934.0,3898.029999999999,-0.7925173219369452,-0.7757006319065242,0.76027
1.324,3936.0,3936.0,3900.5099999999984,-0.7959110468700117,-0.7793686545842496,0.7642599999999999
1.329,3939.0,3939.0,3902.8100000000013,-0.7996900054441289,-0.7830204941181885,0.76783
1.335,3941.0,3941.0,3905.4000000000015,-0.8033038638863671,-0.7866811639405477,0.7719799999999999
1.341,3944.0,3944.0,3907.9799999999996,-0.8064957997693593,-0.7902907622053655,0.77613
