time_s,magnetic_raw_mm,magnetic_raw_filtered,magnetic_filtered_mm,posic_encoder_mm,keyence_mm
0.0,0.0,0.0,0.0,0.0,0.0
0.006,0.0,0.0,-0.01807745290422602,-0.00023437500000000888,1.0000000000065512e-05
0.011,-0.002296609398927174,-0.00022750942474515694,-0.03407640895410857,-0.0010937500000001155,-9.000000000014552e-05
0.016,0.0,-0.0004099432363955914,-0.048042449221016525,-0.00031250000000004885,-0.000300000000000189
0.022,0.0018372875191392524,-0.00014671513734040002,-0.062468858308729835,0.0014062499999998312,-3.999999999981796e-05
0.027,0.003215253158495912,0.0003828737325100328,-0.07457974897099184,0.0034570312499999645,0.00045999999999990493
0.031,0.005971184437205679,0.0012170540543721242,-0.08433865635070603,0.006074218749999916,0.0012099999999999334
0.036,0.0073491500765623385,0.002295478234038661,-0.09405654076619019,0.009570312499999845,0.0022500000000000853
0.042,0.01056440323505825,0.003615257011135918,-0.10469972093043012,0.013085937499999978,0.003890000000000171
0.047,0.011942368874413134,0.005128571678967915,-0.11364728523980716,0.01667968749999993,0.005739999999999856
0.052,0.013779656393554163,0.006660572022059174,-0.12173792540748352,0.020078124999999947,0.007839999999999847
0.057,0.015616943912695191,0.008253057800625532,-0.12873006175520985,0.023867187499999942,0.010139999999999816
0.062,0.017454231431834444,0.009894045255794424,-0.13582703456708067,0.02726562499999996,0.01291999999999982
0.066,0.019291518950975473,0.011573924927160289,-0.1416568535949443,0.030976562499999916,0.015919999999999934
0.071,0.020669484590332132,0.013239489356734248,-0.14761429962263595,0.034628906249999813,0.019120000000000026
0.076,0.02296609398925753,0.014939076656145033,-0.15291537822264,0.038691406250000004,0.022240000000000038
0.082,0.024344059628612413,0.016665945998198803,-0.15848994325084664,0.04263671874999997,0.02585000000000015
0.087,0.02664066902753781,0.018414692091224736,-0.1633716759942727,0.04687499999999989,0.029380000000000184
0.093,0.02893727842646321,0.02027198434418748,-0.1680756425593657,0.05070312499999985,0.03310999999999975
0.098,0.03031524406581987,0.022125313132151707,-0.1720229633397663,0.0549218749999999,0.03650999999999982
0.104,0.032611853464745266,0.02397546372199147,-0.17595660979875305,0.058886718749999956,0.04029000000000016
0.109,0.03536778474345681,0.025959571453364173,-0.17927035368714783,0.0629687499999999,0.043950000000000156
0.115,0.03674575038281169,0.027960092116169028,-0.18235163411157096,0.0667578124999999,0.047779999999999934
0.121,0.03858303790195272,0.029882770106225472,-0.18492240653668013,0.07048828124999995,0.051369999999999916
0.126,0.04087964730087812,0.03183403187846094,-0.1871513209265352,0.07435546874999988,0.05493999999999977
0.132,0.042257612940233,0.03376271234734583,-0.18923893399515102,0.07791015624999986,0.058640000000000025
0.137,0.04317625669980352,0.035536779809361346,-0.19097101470710598,0.08148437499999983,0.06206999999999985
0.142,0.045472866098728915,0.03727787094592055,-0.1925070968121796,0.08517578124999992,0.06552999999999987
0.147,0.046850831738085574,0.03903802112114256,-0.19386997084605717,0.08878906249999996,0.06925999999999988
0.153,0.0486881192572266,0.04076795235221488,-0.19501861384451047,0.09234374999999995,0.07284999999999986
0.158,0.050984728656152,0.042564655578297236,-0.19595302580753948,0.09566406249999992,0.07633000000000001
0.163,0.05144405053593637,0.04427839585254282,-0.19668688105655008,0.0989843749999999,0.07967999999999975
0.168,0.05374065993486177,0.04592561032221433,-0.19730222552000765,0.1021679687499999,0.08302999999999994
0.173,0.05511862557421843,0.04761048327239591,-0.19774892001940625,0.10535156249999988,0.0862400000000001
0.178,0.057415234973143825,0.049325553565602344,-0.19805887130470357,0.1083789062499999,0.08945999999999987
0.182,0.05833387873271434,0.05101933642737477,-0.19825486991158225,0.11181640624999989,0.09255999999999975
