8987,,2.53341
,,2.53345
01:Graph01,,2.53343
mm,,2.53335
,,2.53322
,,2.53303
,,2.53275
,,2.53240
,,2.53185
,,2.53128
,,2.53051
,,2.52963
,,2.52876
,,2.52774
,,2.52672
,,2.52562
,,2.52463
,,2.52349
,,2.52231
,,2.52112
,,2.51983
,,2.51858
,,2.51702
,,2.51581
,,2.51426
,,2.51306
,,2.51175
,,2.51042
,,2.50920
,,2.50789
,,2.50684
,,2.50557
,,2.50453
,,2.50332
,,2.50218
,,2.50098
,,2.49963
,,2.49827
,,2.49681
,,2.49542
,,2.49398
,,2.49251
,,2.49116
,,2.48983
,,2.48864
,,2.48730
,,2.48623
,,2.48493
,,2.48365
,,2.48232
,,2.48109
,,2.47986
,,2.47840
,,2.47711
,,2.47567
,,2.47441
,,2.47295
,,2.47163
,,2.47032
,,2.46898
,,2.46781
,,2.46635
,,2.46518
,,2.46380
,,2.46255
,,2.46133
,,2.45993
,,2.45875
,,2.45743
,,2.45630
,,2.45505
,,2.45385
,,2.45279
,,2.45179
,,2.45087
,,2.44976
,,2.44904
,,2.44847
,,2.44785
,,2.44713
,,2.44652
,,2.44601
,,2.44551
,,2.44503
,,2.44463
,,2.44433
,,2.44411
,,2.44378
,,2.44332
,,2.44276
,,2.44222
,,2.44177
,,2.44143
,,2.44125
,,2.44118
,,2.44118
,,2.44120
,,2.44121
,,2.44123
,,2.44123
,,2.44122
,,2.44116
,,2.44104
,,2.44090
,,2.44071
,,2.44049
,,2.44026
,,2.44006
,,2.43987
,,2.43968
,,2.43953
,,2.43940
,,2.43929
,,2.43917
,,2.43908
,,2.43879
,,2.43880
,,2.43880
,,2.43855
,,2.43816
,,2.43751
,,2.43656
,,2.43547
,,2.43397
,,2.43279
,,2.43133
,,2.43009
,,2.42867
,,2.42741
,,2.42618
,,2.42476
,,2.42362
,,2.42226
,,2.42111
,,2.41980
,,2.41853
,,2.41722
,,2.41585
,,2.41473
,,2.41317
,,2.41200
,,2.41064
,,2.40940
,,2.40817
,,2.40681
,,2.40571
,,2.40436
,,2.40314
,,2.40167
,,2.40031
,,2.39895
,,2.39764
,,2.39646
,,2.39515
,,2.39401
,,2.39264
,,2.39146
,,2.39014
,,2.38882
,,2.38766
,,2.38622
,,2.38507
,,2.38366
,,2.38253
,,2.38119
,,2.37987
,,2.37873
,,2.37742
,,2.37641
,,2.37508
,,2.37395
,,2.37271
,,2.37131
,,2.37013
,,2.36876
,,2.36767
,,2.36627
,,2.36509
,,2.36370
,,2.36244
,,2.36136
,,2.36000
,,2.35876
,,2.35738
,,2.35612
,,2.35482
,,2.35336
,,2.35209
,,2.35072
,,2.34956
,,2.34802
,,2.34678
,,2.34542
,,2.34428
,,2.34302
,,2.34160
,,2.34046
,,2.33907
,,2.33794
,,2.33654
,,2.33523
,,2.33363
,,2.33240
,,2.33104
,,2.32973
,,2.32851
,,2.32714
,,2.32606
,,2.32470
,,2.32357
,,2.32238
,,2.32109
,,2.31999
,,2.31865
,,2.31754
,,2.31629
,,2.31497
,,2.31391
,,2.31252
,,2.31142
,,2.31007
,,2.30887
,,2.30772
,,2.30642
,,2.30537
,,2.30405
,,2.30293
,,2.30169
,,2.30039
,,2.29911
,,2.29765
,,2.29642
,,2.29491
,,2.29338
,,2.29162
,,2.29018
,,2.28876
,,2.28722
,,2.28583
,,2.28427
,,2.28285
,,2.28136
,,2.28014
,,2.27875
,,2.27742
,,2.27607
,,2.27464
,,2.27338
,,2.27178
,,2.27062
,,2.26920
,,2.26800
,,2.26675
,,2.26532
,,2.26400
,,2.26262
,,2.26146
,,2.26002
,,2.25884
,,2.25737
,,2.25606
,,2.25460
