keyence_time_s,keyence_displacement_mm,time_ms,arduino_displacement_mm,arduino_time_s
0.0,0.0,200090.0,-0.0,0.0
0.00019999999999997797,0.0,200092.0,-4.558107137953016e-06,0.0019999999999997797
0.00039999999999995595,0.0,200094.0,-4.1022964230919e-05,0.0040000000000000036
0.0005999999999999339,-1.0000000000065512e-05,200097.0,-0.00011851078555658034,0.006999999999999673
0.0007999999999999119,-1.0000000000065512e-05,200100.0,-0.0002917188567508333,0.009999999999999787
0.0009999999999998899,-2.0000000000131024e-05,200102.0,-0.00043757828512624997,0.01200000000000001
0.0011999999999998678,-3.0000000000196536e-05,200104.0,-0.0006518093205514219,0.01399999999999979
0.0013999999999998458,-4.000000000026205e-05,200106.0,-0.0008751565702507236,0.016000000000000014
0.0015999999999998238,-5.000000000032756e-05,200108.0,-0.0011258524627706379,0.017999999999999794
0.0018000000000000238,-5.999999999994898e-05,200111.0,-0.0015862212835777711,0.020999999999999908
0.0020000000000000018,-8.000000000008001e-05,200114.0,-0.002105845497165859,0.02400000000000002
0.0021999999999999797,-0.00010000000000021103,200117.0,-0.0026072372822039114,0.02699999999999969
0.0023999999999999577,-0.00012000000000034206,200119.0,-0.003003792603097466,0.028999999999999915
0.0025999999999999357,-0.000140000000000029,200122.0,-0.0036464857093747582,0.03200000000000003
0.0027999999999999137,-0.00016000000000016001,200124.0,-0.004188900458645506,0.03399999999999981
0.0029999999999998916,-0.00018000000000029104,200127.0,-0.004977452993298215,0.03699999999999992
0.0031999999999998696,-0.00021000000000004349,200130.0,-0.005715866349445875,0.040000000000000036
0.0033999999999998476,-0.0002300000000001745,200132.0,-0.006422372955636746,0.041999999999999815
0.0035999999999998256,-0.00025000000000030553,200135.0,-0.007188134954605019,0.04499999999999993
0.0038000000000000256,-0.000280000000000058,200137.0,-0.007785246989516992,0.04699999999999971
0.0040000000000000036,-0.000300000000000189,200139.0,-0.008468963060025203,0.04899999999999993
0.0041999999999999815,-0.00032999999999994145,200142.0,-0.009462630415828954,0.052000000000000046
0.0043999999999999595,-0.000360000000000138,200145.0,-0.010447181557360352,0.054999999999999716
0.0045999999999999375,-0.000380000000000269,200148.0,-0.011686986698547841,0.05799999999999983
0.0047999999999999154,-0.00041000000000002146,200150.0,-0.012607724340163884,0.06000000000000005
0.004999999999999893,-0.000440000000000218,200153.0,-0.013446416053319865,0.06299999999999972
0.005199999999999871,-0.00046999999999997044,200155.0,-0.014239526695110527,0.06499999999999995
0.005399999999999849,-0.000500000000000167,200156.0,-0.01501440490835293,0.06599999999999984
0.005599999999999827,-0.0005300000000003635,200158.0,-0.01584398040723478,0.06800000000000006
0.005800000000000027,-0.0005700000000001815,200160.0,-0.016668997798980456,0.06999999999999984
0.006000000000000005,-0.000600000000000378,200163.0,-0.017749269190384,0.07299999999999995
0.006199999999999983,-0.000640000000000196,200165.0,-0.018688239260546524,0.07499999999999973
0.006399999999999961,-0.0006699999999999484,200167.0,-0.019709255259172664,0.07699999999999996
0.006599999999999939,-0.0007100000000002105,200169.0,-0.02062543479365253,0.07899999999999974
0.006799999999999917,-0.0007500000000000284,200172.0,-0.021760403470695522,0.08199999999999985
0.006999999999999895,-0.0007900000000002905,200174.0,-0.022831558647824934,0.08399999999999963
