time_s,magnetic_raw_mm,posic_encoder_mm,posic_encoder_filtered,keyence_mm
0.159,-17752.0,215,39.651704575458005,0.0007900000000002905
0.163,-17760.0,382,90.93637389346371,0.0019100000000000783
0.168,-17769.0,579,168.11919524613896,0.003370000000000317
0.172,-17777.0,792,270.6259683340861,0.005300000000000082
0.176,-17787.0,1018,396.31218305131034,0.007620000000000182
0.181,-17794.0,1269,544.3497818610995,0.010250000000000092
0.185,-17803.0,1512,711.9944405189426,0.01338000000000017
0.19,-17811.0,1768,895.8567996092336,0.016650000000000276
0.194,-15000.0,2031,1094.7049688076668,0.020230000000000192
0.199,-17827.0,2295,1306.3623695987746,0.02412000000000014
0.203,-17834.0,2568,1529.2817873903143,0.028260000000000174
0.207,-17840.0,2844,1762.4206779330748,0.03247000000000022
0.212,-17847.0,3131,2005.1411788252433,0.036390000000000144
0.216,-17855.0,3427,2257.526184083338,0.04009000000000018
0.22,-17863.0,3729,2519.1468483465587,0.04370000000000007
0.225,-17873.0,4039,2789.560228644786,0.04700000000000015
0.229,-17881.0,4348,3067.717698440981,0.050530000000000186
0.234,-17888.0,4655,3351.787759975919,0.05372000000000021
0.238,-17895.0,4958,3640.0045939331603,0.05700000000000016
0.242,-17904.0,5252,3930.258794098204,0.06027000000000027
0.247,-17911.0,5545,4221.156072754204,0.06349000000000027
0.251,-17919.0,5839,4512.569019103649,0.06671000000000027
0.256,-17929.0,6119,4803.107644477257,0.06991000000000014
0.26,-17937.0,6392,5090.864848173801,0.0730900000000001
0.264,-17945.0,6666,5375.797324066835,0.07629000000000019
0.269,-17952.0,6924,5656.978777516578,0.07961000000000018
0.273,-17961.0,7171,5932.477679132949,0.08276000000000017
0.278,-17968.0,7416,6202.132070890142,0.08577000000000012
0.282,-17976.0,7650,6465.812082915698,0.08893000000000018
0.286,-17985.0,7880,6723.215449626451,0.09204000000000012
0.291,-17992.0,8107,6974.892297638262,0.09518000000000026
0.295,-18002.0,8363,7224.552843846233,0.09832000000000019
0.3,-18011.0,8589,7472.497507600118,0.10213000000000028
0.305,-18021.0,8795,7714.113091556874,0.10524000000000022
0.309,-18028.0,9001,7948.672289676534,0.10835000000000017
0.314,-18035.0,9200,8176.879715722631,0.11155000000000026
0.318,-18043.0,9397,8399.102254546731,0.11463000000000023
0.322,-18051.0,9605,8617.41723863864,0.11757000000000017
0.327,-18059.0,9807,8833.094173463089,0.12102000000000013
0.332,-18069.0,9985,9043.683830778478,0.12420000000000009
0.336,-18078.0,10160,9247.519428540503,0.12726000000000015
0.341,-18085.0,10361,9448.217577035783,0.1302700000000001
0.346,-18095.0,10537,9646.4989508297,0.13370000000000015
0.35,-18103.0,10707,9839.771418179791,0.13675000000000015
0.354,-18112.0,10875,10028.23487004249,0.1397600000000001
0.359,-18119.0,11043,10212.643972773152,0.14265000000000017
0.363,-18127.0,11206,10393.306683899991,0.1456900000000001
0.368,-18134.0,11372,10570.767135981381,0.14872000000000019
0.372,-18143.0,11529,10745.0654018648,0.1518600000000001
0.376,-18152.0,11689,10916.233614910512,0.15476000000000023
0.381,-18160.0,11851,11085.387236966744,0.1577900000000001
0.385,-18169.0,12005,11252.331032537877,0.16093000000000024
0.39,-18176.0,12162,11417.007510603033,0.16397000000000017
0.394,-18183.0,12313,11579.56869698294,0.16703000000000023
0.398,-18192.0,12463,11739.740244466206,0.1700600000000001
0.403,-18197.0,12611,11897.698413964847,0.17296000000000022
0.407,-18206.0,12768,12054.575176234746,0.17601000000000022
0.412,-18216.0,12915,12210.485723371014,0.17918000000000012
0.416,-18222.0,13063,12364.72991945807,0.18220000000000014
0.42,-18231.0,13215,12518.133228443714,0.1852600000000002
0.425,-18239.0,13360,12670.565062691692,0.1883100000000002
0.429,-18245.0,13506,12821.623517885379,0.1913400000000003
0.433,-18253.0,13653,12971.778822966273,0.19440000000000013
0.438,-18260.0,13799,13121.209915774403,0.1974600000000002
0.442,-18267.0,13945,13269.961218670163,0.20047000000000015
0.447,-18275.0,14089,13417.969289595996,0.20350000000000024
0.451,-18283.0,14238,13565.678571925935,0.20656000000000008
0.456,-18292.0,14382,13713.148263555455,0.2095800000000001
0.46,-18299.0,14527,13860.029581006398,0.2126100000000002
0.464,-18305.0,14672,14006.53815988784,0.21567000000000025
0.469,-18310.0,14814,14152.450660001221,0.21870000000000012
0.473,-18318.0,14958,14297.786117082665,0.22172000000000014
0.477,-18325.0,15102,14442.856984920058,0.2247800000000002
0.482,-18332.0,15246,14587.715685615944,0.2276600000000002
0.486,-18337.0,15392,14732.602381427945,0.2306600000000001
0.49,-18346.0,15539,14877.808715318517,0.23370000000000024
0.495,-18354.0,15683,15023.073232204992,0.23674000000000017
0.499,-18359.0,15834,15168.780657212823,0.2397600000000002
0.504,-18366.0,15980,15315.04136492543,0.24278000000000022
0.508,-18371.0,16131,15461.745735457129,0.24583000000000022
0.513,-18377.0,16277,15608.805867510644,0.24897000000000014
0.517,-18385.0,16424,15755.755022641975,0.25182000000000015
0.522,-18392.0,16582,15903.803946435326,0.2551300000000001
0.526,-18399.0,16733,16053.130998444512,0.25799000000000016
0.53,-18404.0,16888,16203.1857582519,0.26097000000000015
0.535,-18410.0,17041,16354.022174118974,0.2641300000000002
0.539,-18414.0,17196,16505.48537937962,0.26702000000000026
0.544,-18422.0,17350,16657.550253713416,0.2701300000000002
0.548,-18426.0,17504,16809.99852744228,0.2729900000000003
0.552,-18434.0,17661,16963.05142857426,0.27600000000000025
0.557,-18441.0,17819,17116.98541719611,0.27895000000000025
0.561,-18446.0,17982,17272.220305720402,0.28192000000000017
0.565,-18450.0,18146,17429.092730656565,0.2849200000000003
0.57,-18457.0,18312,17587.575442416608,0.2879100000000001
0.574,-18460.0,18478,17747.5475270965,0.29088000000000025
0.578,-18464.0,18651,17909.407342911265,0.2938900000000002
0.583,-18472.0,18824,18073.474322814727,0.29690000000000016
0.587,-18477.0,18999,18239.509295785883,0.2998400000000001
0.592,-18484.0,19176,18407.518603241573,0.3028200000000001
0.596,-18490.0,19357,18577.705456552012,0.30583000000000027
0.6,-18494.0,19544,18750.629058269675,0.30881000000000025
0.605,-18499.0,19771,18930.304092576807,0.31193000000000026
0.61,-18505.0,20004,19119.94982891142,0.3156500000000002
0.616,-18513.0,20201,19314.618913094426,0.31932000000000027
0.62,-18517.0,20401,19510.047002665266,0.3223300000000002
0.624,-18521.0,20597,19705.984655475295,0.3253800000000002
0.629,-18525.0,20804,19903.02435586034,0.3282600000000002
0.633,-18530.0,21015,20102.433706815,0.3313900000000001
0.638,-18536.0,21220,20303.54509175368,0.33472000000000013
0.643,-18541.0,21432,20506.12035606431,0.3378800000000002
0.648,-18547.0,21622,20708.383518998628,0.3411700000000002
0.652,-18550.0,21822,20909.207657933664,0.3442200000000002
0.657,-18555.0,22025,21110.16570275811,0.3475300000000001
0.661,-18560.0,22211,21309.844238699876,0.3508100000000003
0.666,-18566.0,22404,21507.506138414392,0.35401000000000016
0.671,-18572.0,22604,21704.937835173383,0.35733000000000015
0.676,-18576.0,22795,21901.986811894192,0.36077000000000026
0.681,-18582.0,22959,22095.162621109735,0.3642500000000002
0.685,-18585.0,23152,22285.43076573603,0.36731000000000025
0.691,-18591.0,23337,22475.447657489673,0.3710300000000002
0.696,-18596.0,23519,22664.17338123304,0.3746600000000002
0.701,-18601.0,23700,22851.467498667564,0.3782700000000001
0.706,-18605.0,23883,23037.71271191087,0.3820300000000001
0.712,-18609.0,24034,23220.14494119955,0.3858200000000003
0.716,-18614.0,24200,23397.83556512784,0.38902000000000014
0.722,-18619.0,24371,23573.70528423535,0.39266000000000023
0.727,-18624.0,24524,23746.827046448667,0.39658000000000015
0.732,-18629.0,24670,23915.268715011644,0.40007000000000015
0.737,-18633.0,24839,24081.542550662605,0.40344000000000024
0.743,-18637.0,24989,24246.47431094543,0.40751000000000026
0.748,-18640.0,25140,24408.54675916453,0.4112800000000001
0.753,-18645.0,25290,24568.326400397425,0.4149200000000002
0.759,-18650.0,25430,24725.177805181927,0.41854000000000013
0.764,-18655.0,25581,24879.78019751026,0.4221800000000002
0.769,-18658.0,25723,25032.77729237831,0.4260900000000001
0.775,-18661.0,25862,25183.298383389763,0.4298400000000002
0.78,-18666.0,25979,25329.357452724355,0.43347000000000024
0.784,-18670.0,26096,25469.65915456665,0.4365300000000001
0.789,-18673.0,26210,25605.046985620575,0.4397200000000001
0.793,-18677.0,26340,25737.78233450397,0.4427700000000001
0.798,-18681.0,26454,25868.39072784147,0.4463800000000002
0.803,-18684.0,26582,25997.095445227842,0.4494100000000001
0.808,-18688.0,26711,26125.75960270461,0.4531700000000001
0.813,-18691.0,26851,26255.579994389933,0.4566300000000001
0.819,-18696.0,26980,26386.32753981433,0.46052000000000026
0.824,-18699.0,27102,26516.03540819013,0.46413000000000015
0.829,-18704.0,27221,26643.918955165624,0.4676100000000001
0.834,-18707.0,27341,26770.141500535345,0.47093000000000007
0.838,-18709.0,27464,26895.428385203773,0.4742700000000002
0.843,-18712.0,27585,27020.064051392936,0.4777400000000003
0.848,-18716.0,27708,27144.177522646558,0.48109000000000024
0.853,-18720.0,27829,27267.872259543918,0.48458000000000023
0.858,-18722.0,27949,27390.934034864033,0.48792000000000013
0.863,-18727.0,28082,27514.677013108274,0.4912900000000002
0.868,-18730.0,28211,27639.857798622474,0.4950600000000003
0.873,-18733.0,28337,27765.498081649635,0.49870000000000014
0.879,-18737.0,28465,27891.40776044471,0.5022100000000003
0.884,-18740.0,28601,28018.52409238201,0.5061300000000002
0.889,-18744.0,28725,28146.211754962133,0.5097700000000003
0.894,-18745.0,28837,28271.98003626501,0.5132700000000001
0.899,-18750.0,28952,28395.317647708976,0.5164800000000003
0.903,-18753.0,29066,28516.904295409015,0.5195600000000002
0.908,-18756.0,29177,28636.690638719407,0.5226400000000002
0.912,-18758.0,29290,28754.934302209505,0.5257300000000003
0.916,-18761.0,29416,28873.426879073195,0.5286800000000003
0.921,-18763.0,29561,28995.28907469395,0.5322100000000001
0.927,-18768.0,29695,29120.64578420981,0.5360100000000001
0.932,-18772.0,29829,29247.714957366086,0.5395500000000002
0.937,-18772.0,29965,29376.3554363385,0.5430900000000001
0.942,-18777.0,30104,29506.75121992079,0.5466400000000002
0.947,-18779.0,30228,29637.365777877247,0.5503200000000001
0.951,-18782.0,30350,29766.47169121946,0.5534400000000002
0.956,-18784.0,30473,29894.268799028523,0.5565600000000002
0.96,-18786.0,30597,30021.214536529544,0.5595300000000001
0.964,-18788.0,30725,30147.972898506523,0.5626500000000001
0.969,-18790.0,30853,30274.977261699463,0.5657400000000001
0.973,-18792.0,30982,30402.277949961663,0.5688200000000001
0.977,-18797.0,31113,30530.113443019978,0.5719300000000003
0.982,-18798.0,31249,30659.071224192565,0.5750100000000002
0.986,-18801.0,31384,30789.32519133624,0.5781000000000003
0.99,-18802.0,31541,30922.698862578345,0.5811800000000003
0.995,-18805.0,31712,31062.14041670991,0.5847100000000003
1.001,-18809.0,31875,31207.04202527592,0.5883400000000001
1.006,-18811.0,32049,31356.61909712495,0.5918600000000003
1.011,-18814.0,32227,31511.431247421813,0.5955100000000002
1.016,-18816.0,32422,31672.52159588397,0.5991500000000001
1.022,-18820.0,32582,31836.863128795154,0.6029300000000002
1.026,-18822.0,32744,32000.542615969924,0.6060400000000001
1.03,-18824.0,32912,32164.48373153773,0.6092700000000002
1.035,-18826.0,33090,32330.219650860112,0.6122300000000003
1.039,-18830.0,33264,32497.989155076462,0.6156100000000002
1.044,-18831.0,33442,32667.389337423785,0.6186900000000002
1.048,-18834.0,33629,32839.384938896204,0.6216300000000001
1.053,-18835.0,33819,33014.6504966934,0.6248900000000002
1.057,-18838.0,34035,33195.41097843729,0.6279900000000003
1.062,-18842.0,34279,33385.92710646427,0.6315100000000002
1.067,-18844.0,34515,33586.24729368564,0.6353300000000002
1.072,-18846.0,34779,33796.41036113906,0.6387100000000001
1.078,-18848.0,35052,34018.13151241054,0.6423700000000001
1.083,-18852.0,35334,34250.903923676946,0.6461900000000003
1.088,-18852.0,35642,34496.005260291015,0.6500100000000002
1.094,-18855.0,35974,34755.94599608988,0.6539800000000002
1.099,-18860.0,36300,35029.56919219659,0.6579600000000001
1.105,-18861.0,36625,35313.470550377264,0.6617600000000001
1.11,-18864.0,36932,35603.73149546795,0.6656100000000003
1.115,-18866.0,37230,35896.41731989872,0.6687200000000002
1.119,-18869.0,37574,36194.71292873505,0.6721200000000003
1.125,-18872.0,37910,36501.271276587795,0.6759600000000001
1.13,-18874.0,38192,36808.313380081105,0.6796300000000002
1.134,-18877.0,38514,37114.35650998682,0.6827200000000002
1.14,-18878.0,38841,37424.056432292426,0.6865500000000002
1.145,-18881.0,39185,37738.868029955076,0.6903600000000001
1.151,-19096.0,39496,38056.19353452593,0.6945800000000002
1.157,-18887.0,39791,38370.68077908999,0.6985100000000002
1.162,-18889.0,40106,38683.28835046784,0.7022800000000002
1.168,-18892.0,40346,38988.94018668924,0.7063500000000003
1.172,-18893.0,40567,39279.70246351472,0.7095900000000002
1.177,-18895.0,40793,39557.13831059141,0.7126800000000002
1.181,-18897.0,41011,39823.59085534027,0.7159200000000001
1.186,-18898.0,41214,40078.957726334775,0.7190200000000002
1.19,-18900.0,41414,40323.65215051398,0.7219500000000001
1.194,-18902.0,41611,40559.19424180075,0.7250100000000002
1.199,-18905.0,41807,40787.00106584212,0.7279600000000002
1.203,-18908.0,42010,41009.19956200934,0.7312000000000001
1.208,-18910.0,42198,41226.10838244206,0.7342900000000001
1.212,-18910.0,42385,41437.19054047219,0.7372600000000002
1.216,-18913.0,42567,41643.006072418895,0.7403500000000003
1.22,-18914.0,42749,41844.10311982423,0.7434300000000003
1.225,-18916.0,42924,42040.72309658923,0.7463700000000002
1.229,-18918.0,43100,42233.15864933621,0.7494700000000001
1.233,-18920.0,43273,42422.04069638923,0.7525600000000001
1.238,-18922.0,43445,42607.677028169186,0.7555200000000002
1.242,-18923.0,43615,42790.41351688032,0.7586400000000002
1.246,-18924.0,43786,42970.725634682865,0.7617600000000002
1.251,-18928.0,43959,43149.390902881336,0.7650000000000001
1.255,-18929.0,44123,43326.04216354218,0.7680900000000002
1.26,-18933.0,44284,43499.889686507035,0.7712000000000001
1.264,-18933.0,44450,43671.687092461674,0.7741600000000002
1.269,-18936.0,44608,43841.54337408427,0.7774300000000003
1.273,-18938.0,44766,44009.05061384295,0.7804200000000001
1.277,-18938.0,44921,44174.37702930761,0.7835400000000001
1.282,-18942.0,45078,44337.855636069326,0.7866600000000001
1.286,-18945.0,45233,44499.852533731486,0.7898000000000003
1.29,-18945.0,45384,44660.066908851884,0.7929400000000002
1.295,-18946.0,45536,44818.55473659198,0.7959100000000001
1.299,-18948.0,45687,44975.65809149127,0.7990500000000003
1.303,-18950.0,45838,45131.55221092997,0.8020500000000002
1.308,-18952.0,45993,45286.87292903281,0.8051900000000001
1.312,-18954.0,46148,45442.1301044269,0.8083200000000001
1.316,-18955.0,46298,45596.84101070955,0.8114600000000001
1.321,-18956.0,46450,45750.816688655985,0.8145900000000001
1.325,-18958.0,46603,45904.49999590947,0.8175800000000002
1.329,-18959.0,46753,46057.75073245458,0.8207100000000003
1.334,-18963.0,46904,46210.456475593935,0.8238500000000002
1.338,-18965.0,47053,46362.626139707034,0.8269700000000002
1.342,-18968.0,47204,46514.365936177426,0.8299700000000001
1.347,-18968.0,47356,46666.05822264715,0.8331300000000001
1.351,-18970.0,47509,46817.910538454664,0.8362700000000001
1.355,-18971.0,47670,46970.782746168865,0.8394100000000002
1.36,-18973.0,47836,47125.76059963231,0.8427000000000002
1.365,-18975.0,48001,47282.82316763775,0.8461300000000003
1.37,-18977.0,48170,47441.85460282416,0.8494100000000002
1.374,-18980.0,48336,47602.563883890725,0.8528500000000001
1.379,-18981.0,48503,47764.42045899346,0.8561400000000001
1.384,-18984.0,48681,47928.38577707777,0.8595700000000002
1.389,-18986.0,48863,48095.52798824656,0.8631400000000002
1.394,-18988.0,49054,48266.5054875609,0.8668400000000003
1.399,-18989.0,49234,48440.36027700424,0.8705300000000002
1.404,-18991.0,49421,48616.12603686015,0.8742200000000002
1.409,-18994.0,49634,48796.69323838646,0.8777600000000001
1.415,-18994.0,49834,48982.39841075408,0.8820000000000001
1.42,-18997.0,50051,49172.61983923755,0.8856800000000002
1.426,-19000.0,50244,49365.76929223041,0.8897600000000001
1.431,-19002.0,50435,49558.691008291345,0.8932700000000002
1.436,-19004.0,50651,49753.70856119323,0.8967700000000003
1.442,-19005.0,50832,49949.41607864578,0.9006900000000002
1.446,-19007.0,51009,50141.81339656128,0.9039300000000001
1.451,-19010.0,51196,50332.1507317745,0.9070000000000003
1.455,-19010.0,51398,50523.31280058978,0.9102200000000003
1.46,-19014.0,51635,50720.089360424136,0.9137100000000002
1.466,-19014.0,51843,50921.96241170129,0.9176500000000001
1.471,-19017.0,52074,51127.32782608192,0.9211400000000001
1.476,-19019.0,52325,51339.7533910298,0.9247900000000002
1.482,-19021.0,52575,51559.72250502024,0.9287200000000002
1.487,-19024.0,52817,51784.84902357796,0.9326400000000001
1.492,-19024.0,53086,52015.99332930808,0.9361600000000001
1.498,-19029.0,53329,52252.06220314946,0.9402200000000003
1.503,-19029.0,53599,52492.17902154894,0.9437300000000002
1.508,-19031.0,53847,52736.0370958932,0.9476800000000001
1.514,-19035.0,54085,52979.725163095165,0.9513500000000001
1.519,-19036.0,54337,53223.67315876065,0.9548600000000003
1.524,-19038.0,54571,53467.43333150021,0.9586600000000001
1.529,-19040.0,54795,53708.26912501299,0.9623200000000003
1.534,-19042.0,55017,53945.57117776526,0.9659900000000001
1.54,-19043.0,55277,54183.605891327396,0.9696600000000002
1.546,-19046.0,55453,54417.67120011431,0.9738900000000001
1.55,-19049.0,55642,54641.52006221734,0.9769600000000003
1.555,-19050.0,55831,54858.46444628961,0.9803400000000002
1.56,-19050.0,56041,55071.95263812721,0.9838400000000003
1.566,-19052.0,56226,55282.27314779004,0.9879000000000002
1.57,-19057.0,56416,55488.07231304994,0.9912700000000001
1.576,-19057.0,56618,55691.93000541305,0.9951900000000002
1.582,-19061.0,56787,55892.15055509868,0.9991100000000002
1.586,-19062.0,56956,56086.18549106825,1.0024600000000001
1.592,-19063.0,57135,56276.25097819784,1.00608
1.597,-19066.0,57290,56461.746584431894,1.0100000000000002
1.602,-19068.0,57447,56641.39833370886,1.0133600000000003
1.607,-19067.0,57610,56817.15655352859,1.01686
1.612,-19072.0,57743,56987.41513842906,1.0205000000000002
1.617,-19073.0,57885,57151.18338430222,1.0235900000000002
1.621,-19076.0,58040,57311.92658827047,1.0269500000000003
1.627,-19077.0,58191,57471.135659459054,1.0307500000000003
1.632,-19079.0,58353,57629.80799224711,1.0342700000000002
1.637,-19081.0,58506,57788.248055012795,1.0381900000000002
1.643,-19084.0,58657,57945.412171615564,1.0419900000000002
1.648,-19085.0,58820,58102.543772394005,1.0457900000000002
1.654,-19088.0,58967,58259.25304687951,1.0498700000000003
1.659,-19090.0,59098,58412.45364735825,1.0534100000000002
1.664,-19091.0,59218,58560.166028827734,1.0568000000000002
1.668,-19092.0,59347,58703.27942576153,1.0597800000000002
1.673,-19093.0,59481,58844.09190268953,1.0631700000000002
1.677,-19096.0,59620,58984.04996428197,1.06657
1.683,-19098.0,59757,59123.62008226788,1.07024
1.688,-19098.0,59902,59263.47349756559,1.0739400000000003
1.693,-19101.0,60051,59404.74283964237,1.0774800000000002
1.699,-19104.0,60196,59547.14757608628,1.08156
1.704,-19106.0,60348,59690.75994488244,1.0856600000000003
1.709,-19108.0,60478,59833.854734570625,1.0891900000000003
1.714,-19110.0,60618,59975.345733081915,1.0927200000000001
1.719,-19112.0,60776,60118.324462689234,1.09627
1.725,-19115.0,60926,60263.486796428944,1.1004
1.731,-19118.0,61077,60409.70666252999,1.1043900000000002
1.736,-19119.0,61238,60557.864230913656,1.1084
1.742,-19121.0,61395,60708.16997075479,1.1125700000000003
1.748,-19123.0,61543,60858.910451363525,1.1166300000000002
1.753,-19124.0,61675,61007.52295969633,1.12054
1.758,-19126.0,61823,61154.42910314417,1.1240300000000003
1.763,-19129.0,61985,61302.93885289006,1.1279700000000001
1.769,-19132.0,62127,61452.14011319748,1.1318900000000003
1.774,-19132.0,62268,61599.81555086987,1.1355300000000002
1.779,-19134.0,62397,61744.97965027587,1.1391900000000001
1.783,-19136.0,62547,61889.021542311166,1.1422600000000003
1.788,-19137.0,62697,62034.243892561295,1.1460500000000002
1.793,-19140.0,62855,62181.20532656344,1.14969
1.798,-19142.0,63037,62332.73130767541,1.1534600000000002
1.804,-19144.0,63224,62490.79031096542,1.15796
1.81,-19148.0,63418,62655.27673069212,1.1620300000000001
1.816,-19149.0,63603,62824.718999908466,1.1664000000000003
1.822,-19152.0,63782,62996.64928655435,1.1705
1.827,-19153.0,63972,63171.06996469279,1.1745800000000002
1.832,-19155.0,64139,63346.298864003285,1.1783700000000001
1.837,-19157.0,64322,63521.48241232769,1.18202
1.842,-19159.0,64526,63700.29493246248,1.18568
1.848,-19161.0,64745,63885.583703843105,1.1899200000000003
1.854,-19164.0,64968,64077.94781078923,1.1939900000000003
1.86,-19167.0,65213,64278.56108547094,1.1981900000000003
1.866,-19170.0,65421,64484.3032026876,1.2027
1.871,-19170.0,65652,64692.77111907518,1.2063200000000003
1.876,-19173.0,65890,64906.39667730672,1.2103900000000003
1.882,-19175.0,66102,65122.2758122281,1.2143000000000002
1.886,-19177.0,66300,65335.999503799954,1.21761
1.891,-19178.0,66554,65552.15545561578,1.2207700000000001
1.896,-19180.0,66779,65772.93647861358,1.22466
1.901,-19182.0,67041,65998.21872971833,1.22784
1.906,-19182.0,67300,66230.47854504947,1.2317300000000002
1.911,-19185.0,67622,66474.27727589429,1.2351900000000002
1.917,-19188.0,67947,66733.86692870034,1.23936
1.925,-19191.0,68449,67023.95027762101,1.2450800000000002
1.931,-19194.0,68791,67340.16979180809,1.2493600000000002
1.936,-19197.0,69146,67662.78492099284,1.2532200000000002
1.941,-19197.0,69486,67990.33039893143,1.25692
1.946,-19201.0,69854,68323.11721490418,1.2603300000000002
1.951,-19202.0,70239,68664.56476470173,1.2641500000000003
1.957,-19203.0,70582,69010.48054925835,1.2679900000000002
1.962,-19205.0,70944,69357.70084042252,1.2715400000000003
1.967,-19208.0,71299,69707.15593918586,1.2753800000000002
1.972,-19209.0,71660,70058.30400808662,1.27922
1.978,-19211.0,72022,70411.50306736519,1.2831800000000002
1.984,-19215.0,72376,70765.65331953035,1.28729
1.99,-19218.0,72643,71111.15530633117,1.2913900000000003
1.994,-19219.0,72893,71439.4199065934,1.2945200000000003
1.999,-19221.0,73135,71751.38572144501,1.2976400000000001
2.003,-19223.0,73372,72048.99414852465,1.3007500000000003
2.007,-19223.0,73601,72333.80194343285,1.30384
2.012,-19226.0,73829,72607.45368016744,1.3069200000000003
2.016,-19227.0,74043,72870.67372020871,1.31
2.02,-19227.0,74258,73124.2410362922,1.3131000000000002
2.025,-19231.0,74475,73370.36527696603,1.3161800000000001
2.029,-19232.0,74691,73610.62017481006,1.3192700000000002
2.034,-19232.0,74914,73846.76298039204,1.3226200000000001
2.039,-19235.0,75148,74081.3915447607,1.3259500000000002
2.044,-19237.0,75354,74313.12180498942,1.3295400000000002
2.049,-19240.0,75554,74539.15984347554,1.3328600000000002
2.054,-19241.0,75767,74761.32688160897,1.3363
2.059,-19244.0,75970,74980.68705611327,1.3397400000000002
2.064,-19245.0,76168,75196.31053298489,1.3431600000000001
2.069,-19248.0,76378,75409.63109274938,1.3465600000000002
2.074,-19250.0,76568,75620.31249855872,1.3502200000000002
2.079,-19250.0,76742,75825.31136197351,1.3536100000000002
2.084,-19252.0,76934,76025.95167076174,1.3567300000000002
2.089,-19254.0,77107,76222.99790628786,1.3602500000000002
2.094,-19255.0,77282,76415.47807516846,1.36349
2.099,-19259.0,77449,76603.70245648004,1.3667200000000002
2.103,-19260.0,77618,76787.9198548365,1.36993
2.108,-19262.0,77786,76969.02322234362,1.3732900000000003
2.113,-19263.0,77935,77145.64826703168,1.3765100000000001
2.117,-19265.0,78086,77316.99818865908,1.3794700000000002
2.122,-19267.0,78263,77486.89189710356,1.3823000000000003
2.127,-19269.0,78410,77655.22165386505,1.3859400000000002
2.131,-19271.0,78559,77819.5235500176,1.38891
2.136,-19273.0,78707,77980.69467408047,1.3918700000000002
2.14,-19275.0,78878,78141.5347044237,1.3948500000000001
2.145,-19276.0,79035,78303.00080803751,1.3983800000000002
2.15,-19280.0,79197,78464.07737470842,1.4015300000000002
2.155,-19280.0,79355,78624.94064514869,1.4049300000000002
2.16,-19283.0,79540,78787.91133204772,1.4080800000000002
2.165,-19285.0,79696,78952.37377430848,1.4119200000000003
2.17,-19288.0,79853,79115.25864690576,1.4152
2.175,-19290.0,80003,79276.28412890146,1.4184800000000002
2.179,-19290.0,80154,79435.22423551281,1.42165
2.184,-19292.0,80313,79593.38370316222,1.4249400000000003
2.189,-19294.0,80468,79751.3134497123,1.4282400000000002
2.194,-19297.0,80626,79908.95992578956,1.4315300000000002
2.198,-19300.0,80789,80067.17176016107,1.4348100000000001
2.203,-19300.0,80946,80225.73787727104,1.4382300000000003
2.208,-19301.0,81103,80383.99370530619,1.4415300000000002
2.213,-19304.0,81260,80542.00072071001,1.44469
2.218,-19307.0,81408,80698.91665122393,1.4479800000000003
2.222,-19309.0,81575,80855.9483012963,1.451
2.227,-19311.0,81737,81014.45962831908,1.4544400000000002
2.232,-19313.0,81897,81173.46402704807,1.4577300000000002
2.237,-19315.0,82084,81335.34038642308,1.4611500000000002
2.242,-19318.0,82263,81501.40189572333,1.4648600000000003
2.248,-19319.0,82429,81668.73903971881,1.4685700000000002
