time_s,magnetic_raw_mm,magnetic_raw_filtered,magnetic_filtered_mm,posic_encoder_mm,keyence_mm
0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,-0.03254001953125041,-3.9062500000019984e-05,1.0000000000065512e-05
0.01,-0.0041357421875005684,-0.0004096997627946955,-0.06288809570312637,-0.0004296874999999978,-4.999999999988347e-05
0.015,0.0008271484374997584,-0.0006562872523083039,-0.09017572265625162,-0.00023437500000000888,-0.00026999999999999247
0.02,0.006617187499999844,0.0002112001219754467,-0.11655348632812768,0.0005468750000000022,-8.000000000008001e-05
0.026,0.01158007812500017,0.0019720347678904896,-0.1418145996093756,0.0016406250000000067,0.00042999999999993044
0.03,0.018197265625000014,0.004531160999154023,-0.1626670117187512,0.0029101562500000178,0.0012099999999999334
0.035,0.022333007812500583,0.007648476261028143,-0.1812282226562516,0.004609375000000027,0.0021899999999999142
0.04,0.029777343750000185,0.011295328547933296,-0.20055868164062574,0.006367187500000038,0.003570000000000073
0.045,0.03639453125000003,0.01561262247684192,-0.21707683593750104,0.0087890625,0.005279999999999951
0.051,0.04301171874999987,0.020385585936301517,-0.23593582031250193,0.011074218750000031,0.007759999999999989
0.056,0.0479746093750002,0.025360058877937894,-0.2514200390625021,0.013066406250000051,0.01036999999999999
0.061,0.05459179687500004,0.030496116962512393,-0.26300838867187615,0.015703124999999984,0.012809999999999988
0.067,0.062036132812499645,0.036007565772279544,-0.2766315234375014,0.01830078125000001,0.016610000000000014
0.072,0.06948046874999925,0.041901970463646014,-0.2883274023437501,0.02054687500000002,0.02021000000000006
0.077,0.0719619140625003,0.04761181766824092,-0.29731850585937636,0.022929687500000018,0.023370000000000113
0.082,0.08023339843749966,0.053255613040799094,-0.30590430664062573,0.02542968750000002,0.02662999999999993
0.087,0.0868505859374995,0.0592561429528497,-0.3135388867187512,0.027832031250000056,0.02994999999999992
0.092,0.09098632812500007,0.06513302912752042,-0.3202305175781266,0.030214843750000053,0.03315000000000001
0.096,0.09760351562499991,0.07091076864783963,-0.32611154296875,0.03335937499999997,0.03631999999999991
0.103,0.10670214843750081,0.07710064479441625,-0.3324640429687502,0.03589843750000005,0.04031000000000007
0.107,0.11166503906249936,0.08345712253453418,-0.3367486718750019,0.03833984375000005,0.04353000000000007
0.112,0.1182822265624992,0.08970137384402037,-0.3403550390625014,0.04066406250000004,0.04662999999999995
0.116,0.12407226562499929,0.09593757368909027,-0.3432169726562506,0.04298828125000004,0.049570000000000114
0.121,0.12903515624999962,0.10200343737192476,-0.3456653320312526,0.04542968750000004,0.0525199999999999
0.125,0.1348251953124997,0.10793271297550353,-0.3476918457031264,0.04800781249999997,0.05549000000000004
0.13,0.14144238281249955,0.11391634210324886,-0.3493709570312511,0.050664062499999996,0.058580000000000076
0.134,0.14723242187499963,0.11994355588952627,-0.35062822265625115,0.05339843750000001,0.06179000000000001
0.139,0.15302246093749972,0.12592377911223995,-0.35146364257812657,0.05597656250000005,0.06501000000000001
0.144,0.15963964843749956,0.13194826179303573,-0.35187721679687733,0.05878906249999999,0.06797999999999993
0.148,0.16294824218750037,0.13776241510912468,-0.35200956054687715,0.061855468749999976,0.07109999999999994
0.153,0.17039257812499997,0.14348985080348314,-0.35180277343750177,0.06515625000000003,0.0746
