4890, 2076, 1
4893, 2076, 1
4897, 2076, -6
4900, 2075, -28
4904, 2074, -59
4907, 2072, -111
4910, 2070, -176
4914, 2067, -269
4918, 2064, -349
4921, 2060, -447
4924, 2056, -551
4928, 2052, -671
4931, 2048, -798
4934, 2044, -935
4938, 2040, -1072
4941, 2036, -1240
4945, 2031, -1407
4949, 2027, -1592
4952, 2022, -1756
4956, 2018, -1921
4959, 2014, -2095
4963, 2009, -2273
4966, 2005, -2457
4970, 2001, -2627
4973, 1997, -2834
4978, 1993, -3038
4982, 1990, -3193
4985, 1986, -3347
4989, 1983, -3482
4992, 1979, -3619
4995, 1976, -3748
4998, 1973, -3869
5001, 1970, -3995
5004, 1968, -4113
5008, 1966, -4223
5011, 1963, -4337
5014, 1961, -4443
5017, 1959, -4543
5020, 1956, -4647
5023, 1953, -4753
5027, 1952, -4853
5030, 1949, -4958
5034, 1946, -5052
5037, 1944, -5135
5041, 1942, -5220
5044, 1939, -5307
5047, 1937, -5389
5050, 1935, -5458
5054, 1933, -5535
5057, 1932, -5607
5060, 1930, -5687
5064, 1929, -5771
5068, 1926, -5841
5071, 1925, -5921
5076, 1923, -5972
5079, 1921, -6031
5082, 1919, -6099
5086, 1918, -6156
5089, 1916, -6202
5092, 1915, -6251
5096, 1914, -6310
5100, 1912, -6370
5104, 1911, -6431
5108, 1909, -6468
5111, 1908, -6507
5114, 1906, -6549
5118, 1906, -6597
5121, 1904, -6642
5124, 1903, -6681
5128, 1902, -6716
5131, 1900, -6744
5134, 1900, -6772
5137, 1899, -6804
5141, 1898, -6843
5144, 1897, -6880
5147, 1896, -6912
5150, 1895, -6940
5153, 1893, -6963
5156, 1893, -6991
5161, 1893, -7014
5164, 1892, -7048
5168, 1891, -7083
5171, 1890, -7116
5174, 1889, -7143
5178, 1888, -7168
5181, 1887, -7189
5184, 1887, -7206
5188, 1887, -7223
5191, 1886, -7242
5194, 1886, -7265
5198, 1885, -7289
5202, 1884, -7314
5205, 1883, -7341
5208, 1881, -7363
5211, 1880, -7382
5215, 1880, -7398
5218, 1879, -7412
5221, 1879, -7423
5225, 1879, -7434
5228, 1879, -7444
5231, 1879, -7455
5234, 1879, -7467
5237, 1878, -7481
5240, 1878, -7497
5243, 1877, -7515
5247, 1876, -7536
5250, 1875, -7556
5253, 1874, -7573
5256, 1873, -7591
5260, 1872, -7602
5263, 1872, -7612
5266, 1872, -7620
5269, 1873, -7627
5272, 1873, -7633
5275, 1873, -7639
5279, 1872, -7645
5282, 1872, -7649
5285, 1872, -7654
5288, 1872, -7660
5291, 1871, -7665
5294, 1871, -7672
5297, 1871, -7680
5301, 1871, -7690
5304, 1871, -7700
5307, 1871, -7711
5310, 1870, -7724
5313, 1870, -7738
5316, 1870, -7753
5320, 1869, -7768
5323, 1868, -7784
5326, 1867, -7796
5329, 1867, -7806
5332, 1867, -7814
5336, 1866, -7820
5339, 1866, -7826
5342, 1866, -7831
5345, 1866, -7835
5348, 1866, -7839
5351, 1866, -7841
5355, 1866, -7845
5358, 1867, -7847
5361, 1867, -7849
5364, 1866, -7850
5367, 1866, -7851
5370, 1866, -7852
5374, 1866, -7854
5377, 1866, -7855
5380, 1866, -7858
5383, 1866, -7859
5386, 1866, -7862
5389, 1866, -7864
5393, 1865, -7867
5396, 1865, -7870
5399, 1865, -7873
5402, 1864, -7877
5405, 1864, -7881
5408, 1864, -7886
5412, 1864, -7892
5416, 1864, -7897
5420, 1864, -7903
5423, 1864, -7909
5426, 1864, -7917
5430, 1863, -7924
5434, 1863, -7932
5437, 1862, -7940
5440, 1862, -7947
5444, 1862, -7954
5447, 1862, -7961
5450, 1861, -7968
5453, 1861, -7975
5456, 1861, -7982
5460, 1861, -7989
5463, 1861, -7998
5467, 1861, -8004
5471, 1860, -8010
5474, 1860, -8016
5478, 1860, -8023
5482, 1860, -8029
5485, 1860, -8034
5488, 1860, -8039
5492, 1859, -8042
5496, 1859, -8043
5500, 1859, -8044
5504, 1859, -8044
5507, 1859, -8044
5510, 1859, -8045
5513, 1859, -8045
5516, 1859, -8045
5520, 1859, -8045
5523, 1859, -8046
5526, 1859, -8046
5530, 1859, -8046
5533, 1859, -8046
5537, 1859, -8046
5540, 1859, -8046
5543, 1859, -8046
5546, 1859, -8046
5549, 1859, -8046
5553, 1859, -8047
5556, 1859, -8047
5559, 1859, -8047
5562, 1859, -8047
5565, 1859, -8047
5568, 1859, -8046
5572, 1859, -8046
5576, 1859, -8047
5580, 1859, -8047
5583, 1859, -8048
5586, 1859, -8048
5590, 1859, -8049
5593, 1859, -8049
5596, 1859, -8049
5599, 1859, -8048
5603, 1859, -8048
5607, 1859, -8048
5610, 1859, -8047
5613, 1859, -8047
5616, 1859, -8046
5620, 1859, -8046
5623, 1859, -8047
5628, 1859, -8047
5631, 1860, -8047
5635, 1859, -8047
5639, 1860, -8047
5642, 1860, -8046
5646, 1860, -8046
5649, 1860, -8046
5652, 1860, -8047
5655, 1859, -8047
5659, 1859, -8047
5662, 1859, -8046
5665, 1859, -8046
5668, 1859, -8046
5672, 1859, -8046
5675, 1859, -8046
5678, 1859, -8046
5681, 1859, -8046
5684, 1860, -8046
5688, 1859, -8046
5691, 1859, -8046
5694, 1859, -8047
5697, 1859, -8048
5701, 1859, -8048
5705, 1859, -8048
5709, 1859, -8048
5712, 1859, -8048
5716, 1859, -8048
5719, 1859, -8049
5723, 1859, -8049
5726, 1859, -8049
5729, 1859, -8049
5733, 1859, -8049
5736, 1859, -8049
5739, 1859, -8049
5742, 1859, -8049
5747, 1859, -8049
5751, 1859, -8049
5755, 1859, -8049
5758, 1859, -8049
5762, 1859, -8050
5766, 1859, -8050
5770, 1859, -8050
5773, 1859, -8050
5776, 1859, -8050
5779, 1859, -8050
5782, 1859, -8050
5786, 1859, -8050
5790, 1859, -8051
5793, 1859, -8051
5796, 1859, -8051
5799, 1859, -8051
5802, 1859, -8051
5806, 1858, -8051
5809, 1859, 0
7822, 1859, -4
7825, 1859, -4
7829, 1858, -13
7832, 1857, -40
7836, 1855, -80
7840, 1852, -136
7843, 1848, -198
7846, 1844, -267
7850, 1840, -355
7853, 1836, -449
7857, 1831, -540
7860, 1827, -639
7864, 1823, -734
7867, 1818, -823
7871, 1814, -920
7874, 1810, -1024
7878, 1806, -1120
7881, 1801, -1209
7884, 1798, -1295
7888, 1794, -1391
7891, 1790, -1479
7895, 1787, -1571
7898, 1784, -1650
7901, 1780, -1733
7904, 1777, -1808
7907, 1773, -1890
7910, 1770, -1964
7914, 1767, -2037
7917, 1764, -2110
7920, 1761, -2184
7924, 1759, -2257
7927, 1756, -2324
7930, 1753, -2415
7935, 1750, -2477
7938, 1748, -2542
7942, 1745, -2606
7945, 1742, -2658
7948, 1739, -2710
7951, 1737, -2764
7954, 1734, -2816
7958, 1732, -2868
7961, 1730, -2920
7964, 1727, -2969
7968, 1726, -3014
7971, 1723, -3061
7974, 1721, -3113
7977, 1719, -3157
7980, 1718, -3196
7984, 1715, -3238
7987, 1713, -3281
7990, 1712, -3320
7993, 1710, -3354
7996, 1709, -3388
7999, 1707, -3432
8003, 1706, -3470
8006, 1704, -3503
8009, 1703, -3533
8012, 1701, -3565
8015, 1700, -3600
8018, 1699, -3635
8021, 1697, -3664
8025, 1696, -3690
8028, 1694, -3717
8031, 1693, -3745
8034, 1692, -3777
8037, 1690, -3807
8040, 1689, -3833
8044, 1688, -3853
