time_s,magnetic_raw_mm,magnetic_raw_filtered,magnetic_filtered_mm,keyence_mm
16.94,-0.025722025267969073,-0.026197029437054414,-0.33254126426645314,-0.025760000000000005
16.945,-0.025722025267969073,-0.026102918592336422,-0.33252303183790755,-0.025760000000000005
16.949,-0.025722025267969073,-0.026027453586265677,-0.3325047994093602,-0.025760000000000005
16.954,-0.02618134714775433,-0.026012442071740666,-0.3325002413022222,-0.025760000000000005
16.96,-0.025722025267969073,-0.026000404733874282,-0.33249568319508604,-0.025760000000000005
16.964,-0.025722025267969073,-0.025945250424936468,-0.3324774507665387,-0.02577000000000007
16.969,-0.025262703388183816,-0.025855521753252172,-0.3324455440165819,-0.02577000000000007
16.974,-0.02618134714775433,-0.02582907258119318,-0.33243186969517247,-0.02577000000000007
16.979,-0.025262703388183816,-0.025807863687191863,-0.3324136372666251,-0.02577000000000007
16.984,-0.025262703388183816,-0.02569985306415848,-0.33237717240953035,-0.025779999999999914
16.989,-0.025262703388183816,-0.02561324219218783,-0.3323361494453021,-0.02577000000000007
16.994,-0.02618134714775433,-0.025634794986498052,-0.33232703323102797,-0.025779999999999914
16.999,-0.025262703388183816,-0.025652077604227563,-0.3323179170167547,-0.025779999999999914
17.004,-0.02618134714775433,-0.02566593607989829,-0.3323088008024806,-0.025779999999999914
17.01,-0.025722025267969073,-0.025722550711244987,-0.3323179170167547,-0.02578999999999998
17.015,-0.027099990907324845,-0.025858952261930912,-0.33234526565957356,-0.02578999999999998
17.02,-0.025722025267969073,-0.025968329070538018,-0.3323817305166683,-0.02578999999999998
17.025,-0.02618134714775433,-0.025965031680816136,-0.3323817305166683,-0.025800000000000045
17.03,-0.02618134714775433,-0.026007889475850483,-0.3323954048380777,-0.025800000000000045
17.035,-0.025722025267969073,-0.025996754127214448,-0.3323954048380777,-0.025800000000000045
17.04,-0.025262703388183816,-0.025896821214719343,-0.3323680561952589,-0.025800000000000045
17.044,-0.025262703388183816,-0.02577118576099078,-0.3323361494453021,-0.025800000000000045
17.049,-0.02618134714775433,-0.025761445771689345,-0.33232703323102797,-0.025800000000000045
17.054,-0.025722025267969073,-0.025799137415916752,-0.33233159133816415,-0.025800000000000045
17.059,-0.025722025267969073,-0.025783859467103484,-0.3323224751238909,-0.025800000000000045
17.063,-0.026640669027539587,-0.025862612252501298,-0.3323407075524374,-0.025800000000000045
17.068,-0.025722025267969073,-0.025925762035567672,-0.33235893998098476,-0.025800000000000045
17.073,-0.025262703388183816,-0.02583989452743742,-0.33232703323102797,-0.02581000000000011
17.079,-0.026640669027539587,-0.025862043405619754,-0.3323361494453021,-0.025800000000000045
17.083,-0.026640669027539587,-0.026016309662143453,-0.33237717240953035,-0.02581000000000011
17.089,-0.02618134714775433,-0.02609450982258525,-0.3324136372666251,-0.02581000000000011
17.094,-0.02618134714775433,-0.02611171458531491,-0.33243186969517247,-0.025819999999999954
17.1,-0.025722025267969073,-0.026080008746164125,-0.3324273115880345,-0.025819999999999954
17.106,-0.02618134714775433,-0.02605458466936233,-0.3324273115880345,-0.02583000000000002
17.111,-0.025722025267969073,-0.02603419777223119,-0.3324273115880345,-0.02583000000000002
17.115,-0.02618134714775433,-0.02601785005672215,-0.3324273115880345,-0.02583000000000002
17.121,-0.02618134714775433,-0.02605024313945151,-0.3324409859094457,-0.025819999999999954
17.125,-0.025722025267969073,-0.02603071641381752,-0.3324409859094457,-0.02583000000000002
17.13,-0.025262703388183816,-0.025924054677264042,-0.3324136372666251,-0.02583000000000002
17.135,-0.026640669027539587,-0.025929529211709504,-0.3324136372666251,-0.025840000000000085
17.14,-0.025722025267969073,-0.025979420981547974,-0.3324273115880345,-0.025840000000000085
17.144,-0.02618134714775433,-0.025973925991925665,-0.3324273115880345,-0.025840000000000085
17.149,-0.025722025267969073,-0.025969519704568997,-0.3324273115880345,-0.025840000000000085
17.153,-0.026640669027539587,-0.026011488303815212,-0.33243642780230864,-0.02583000000000002
17.157,-0.02618134714775433,-0.026090643702409617,-0.33246377644512926,-0.02583000000000002
17.162,-0.02618134714775433,-0.026108614445438376,-0.3324728926594034,-0.02583000000000002
17.167,-0.025262703388183816,-0.026032020940752878,-0.332454660230856,-0.025840000000000085
17.171,-0.025262703388183816,-0.02587959885808344,-0.33241819537376127,-0.02584999999999993
17.175,-0.02618134714775433,-0.025848379377000852,-0.33240452105235185,-0.025859999999999994
17.18,-0.02618134714775433,-0.025914349067813914,-0.33241819537376127,-0.02588999999999997
17.185,-0.025722025267969073,-0.025921746539284567,-0.33241819537376127,-0.0259100000000001
17.19,-0.025722025267969073,-0.02588217649174615,-0.33240452105235185,-0.02593000000000001
17.195,-0.02618134714775433,-0.025895948198449984,-0.33240452105235185,-0.025959999999999983
17.2,-0.025722025267969073,-0.025906991367099928,-0.33240452105235185,-0.025980000000000114
17.204,-0.025722025267969073,-0.025870344708046566,-0.33239084673094155,-0.026000000000000023
17.209,-0.026640669027539587,-0.025931962487879136,-0.33240452105235185,-0.026019999999999932
17.213,-0.02618134714775433,-0.026026874046527974,-0.33243186969517247,-0.026019999999999932
17.219,-0.02618134714775433,-0.02605747923904789,-0.3324455440165819,-0.026019999999999932
17.224,-0.025262703388183816,-0.025991016966426108,-0.33243186969517247,-0.026019999999999932
17.229,-0.02618134714775433,-0.025937722621636114,-0.33241819537376127,-0.026019999999999932
17.233,-0.025262703388183816,-0.02589498729113127,-0.33240452105235185,-0.02601000000000009
17.239,-0.026640669027539587,-0.025906220840845935,-0.33240452105235185,-0.026000000000000023
17.244,-0.025722025267969073,-0.025960730613248877,-0.33241819537376127,-0.025989999999999958
17.25,-0.02618134714775433,-0.02595893867817471,-0.33241819537376127,-0.025980000000000114
17.255,-0.026640669027539587,-0.026048505542563542,-0.3324455440165819,-0.02597000000000005
17.261,-0.02618134714775433,-0.02612032685056577,-0.3324728926594034,-0.025959999999999983
17.265,-0.025722025267969073,-0.026086914694690957,-0.3324728926594034,-0.025959999999999983
17.27,-0.025722025267969073,-0.026014620482529442,-0.332454660230856,-0.025959999999999983
17.275,-0.025262703388183816,-0.025911147774175355,-0.3324273115880345,-0.025959999999999983
17.279,-0.02618134714775433,-0.025873677621337472,-0.3324136372666251,-0.02597000000000005
17.284,-0.02618134714775433,-0.025934635063207572,-0.3324273115880345,-0.025980000000000114
17.288,-0.02618134714775433,-0.02598351522929862,-0.33243642780230864,-0.025989999999999958
17.294,-0.02618134714775433,-0.02602271094624127,-0.332454660230856,-0.025980000000000114
17.298,-0.02618134714775433,-0.026054140958647255,-0.33246377644512926,-0.025980000000000114
17.303,-0.025262703388183816,-0.025988340087353835,-0.3324455440165819,-0.02597000000000005
17.309,-0.025262703388183816,-0.025844572332959663,-0.3323954048380777,-0.02597000000000005
17.313,-0.026640669027539587,-0.025865794414583615,-0.3323954048380777,-0.02597000000000005
17.318,-0.02618134714775433,-0.02597381561242403,-0.3324273115880345,-0.025959999999999983
17.324,-0.025722025267969073,-0.025969431194155707,-0.3324273115880345,-0.025949999999999918
17.329,-0.025722025267969073,-0.025920413559749476,-0.3324090791594889,-0.02593000000000001
17.334,-0.025262703388183816,-0.02583560572563887,-0.3323817305166683,-0.025919999999999943
17.339,-0.02618134714775433,-0.02581310244354064,-0.3323680561952589,-0.025900000000000034
17.345,-0.025262703388183816,-0.025795057654704207,-0.33235893998098476,-0.02588999999999997
17.35,-0.02618134714775433,-0.025780588014109998,-0.33234526565957356,-0.02587000000000006
17.355,-0.02618134714775433,-0.02585998896056557,-0.33236349808812093,-0.02584999999999993
17.361,-0.026640669027539587,-0.025969160371850764,-0.3323999629452157,-0.02584999999999993
17.365,-0.02618134714775433,-0.02605670204932775,-0.3324273115880345,-0.02583000000000002
17.369,-0.025722025267969073,-0.02603589564342152,-0.3324273115880345,-0.025819999999999954
17.374,-0.02618134714775433,-0.02601921153488197,-0.3324273115880345,-0.02581000000000011
17.378,-0.02618134714775433,-0.02605133487290586,-0.33243642780230864,-0.025800000000000045
17.383,-0.02618134714775433,-0.026077093731050743,-0.33245010212371984,-0.025800000000000045
17.387,-0.025262703388183816,-0.026006745310619656,-0.33243642780230864,-0.02578999999999998
17.392,-0.02618134714775433,-0.02595033476632152,-0.33241819537376127,-0.02578999999999998
17.397,-0.025722025267969073,-0.02595060252250812,-0.33241819537376127,-0.02578999999999998
17.401,-0.025722025267969073,-0.025905315344188377,-0.33240452105235185,-0.02578999999999998
17.405,-0.025262703388183816,-0.025823498864496672,-0.3323817305166683,-0.025800000000000045
17.41,-0.025722025267969073,-0.025757892385720252,-0.33235893998098476,-0.02578999999999998
17.414,-0.026640669027539587,-0.025841789934307288,-0.33237717240953035,-0.02578999999999998
17.419,-0.02618134714775433,-0.02595456705233293,-0.3324090791594889,-0.02578999999999998
17.424,-0.02618134714775433,-0.025999498166067007,-0.33241819537376127,-0.02578999999999998
17.428,-0.025722025267969073,-0.025990025357053588,-0.33241819537376127,-0.025779999999999914
17.433,-0.025262703388183816,-0.02589142559126532,-0.33239084673094155,-0.025779999999999914
17.438,-0.025262703388183816,-0.025766859152745646,-0.33235893998098476,-0.025779999999999914
17.442,-0.025262703388183816,-0.0256669726086681,-0.3323224751238909,-0.02578999999999998
17.447,-0.025262703388183816,-0.02558687622150054,-0.3322905683739332,-0.02578999999999998
17.452,-0.027099990907324845,-0.025704656579381945,-0.3323088008024806,-0.025779999999999914
17.456,-0.026640669027539587,-0.0259356071990911,-0.33236349808812093,-0.02578999999999998
17.46,-0.02618134714775433,-0.026029796644391815,-0.33239084673094155,-0.02578999999999998
17.465,-0.025722025267969073,-0.026014320908300286,-0.33239084673094155,-0.025779999999999914
17.47,-0.025722025267969073,-0.025956409438445346,-0.33237717240953035,-0.02578999999999998
17.475,-0.025722025267969073,-0.0259099717570361,-0.3323680561952589,-0.025800000000000045
17.479,-0.025262703388183816,-0.025827232719238643,-0.33234526565957356,-0.025800000000000045
17.484,-0.026640669027539587,-0.02585189023532944,-0.3323498237667115,-0.025800000000000045
17.488,-0.02618134714775433,-0.025962666217527304,-0.33237717240953035,-0.025800000000000045
17.492,-0.02618134714775433,-0.026005992673181388,-0.33239084673094155,-0.02578999999999998
17.497,-0.026640669027539587,-0.026086236901042708,-0.33241819537376127,-0.025800000000000045
