time_s,magnetic_raw_mm,magnetic_raw_filtered,magnetic_filtered_mm,posic_encoder_mm,keyence_mm
0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,-0.02033827404403965,0.0,0.0
0.011,-0.0004593218797852572,-4.550188494901379e-05,-0.03904018762599559,0.0,1.0000000000065512e-05
0.016,0.0,-8.198864727908657e-05,-0.056051043460230154,0.0,1.0000000000065512e-05
0.021,0.0004593218797852572,-2.0242650478216633e-05,-0.07150758476084373,0.0,1.0000000000065512e-05
0.026,0.0,2.926983702930596e-05,-0.08607073706266011,0.0,1.0000000000065512e-05
0.031,-0.0004593218797852572,-2.203117404714824e-05,-0.10052905290033198,1.9531249999982236e-05,0.0
0.036,0.0,-6.316810278178047e-05,-0.11372477306113282,0.0,0.0
0.042,0.0004593218797852572,-5.150951864736435e-06,-0.12661054193663723,0.0,0.0
0.047,0.0,4.137147240296482e-05,-0.13779613685014436,0.0,-1.0000000000065512e-05
0.052,0.0004593218797852572,7.867657831619175e-05,-0.14922331144189904,0.0,-1.0000000000065512e-05
0.057,0.0004593218797852572,0.00015409244451409894,-0.1589411958573832,-1.9531249999982236e-05,-1.0000000000065512e-05
0.062,0.0004593218797852572,0.00021456644001918512,-0.1680391777022736,0.0,-2.999999999997449e-05
0.067,-0.0004593218797852572,0.0001720551733134191,-0.1767861852976358,0.0,-4.0000000000040004e-05
0.072,0.0,9.246462398529941e-05,-0.18419310939480393,0.0,-4.999999999988347e-05
0.076,0.0,7.414494505165084e-05,-0.1909527822785586,0.0,-4.999999999988347e-05
0.081,0.0004593218797852572,0.00010495676228227742,-0.19741162009128832,-1.9531249999982236e-05,-5.999999999994898e-05
0.085,0.0004593218797852572,0.00017516583141742413,-0.20331436883333964,-1.9531249999982236e-05,-4.999999999988347e-05
0.089,0.0009186437595705144,0.0002769665185329901,-0.20901200275423815,-1.9531249999982236e-05,-7.00000000000145e-05
0.094,0.0004593218797852572,0.0003585978065551419,-0.21453642860394062,0.0,-7.00000000000145e-05
0.098,0.0,0.0003330520151144776,-0.21965062481133923,0.0,-8.000000000008001e-05
0.103,0.0004593218797852572,0.00031256751822223783,-0.2248149601972429,0.0,-8.000000000008001e-05
0.108,0.0004593218797852572,0.00034164342498604536,-0.23007501583301515,1.9531249999982236e-05,-7.00000000000145e-05
0.113,0.0,0.0003194567433700617,-0.2342912649344795,1.9531249999982236e-05,-7.00000000000145e-05
0.117,0.0,0.00025616394316726267,-0.23848928160739913,0.0,-8.999999999992347e-05
0.121,0.0,0.00020541111477802111,-0.24233176592365258,0.0,-8.999999999992347e-05
0.126,0.0004593218797852572,0.000210215644241823,-0.24594178677593348,0.0,-8.000000000008001e-05
0.13,0.0,0.00021406826979458862,-0.2493102279499686,0.0,-8.999999999992347e-05
0.135,0.0004593218797852572,0.00021715758868869677,-0.2524598799814406,0.0,-8.999999999992347e-05
0.139,-0.0004593218797852572,0.00017413294714130104,-0.2557098103699218,0.0,-9.999999999998899e-05
