4255, 2078, -3, 2078
4263, 2079, -3, 2080
4272, 2078, -5, 2078
4280, 2078, -20, 2078
4288, 2078, -34, 2078
4297, 2078, -68, 2076
4305, 2076, -107, 2074
4313, 2075, -151, 2072
4321, 2074, -230, 2070
4329, 2072, -288, 2069
4338, 2069, -374, 2064
4346, 2067, -456, 2062
4354, 2065, -534, 2061
4362, 2062, -636, 2056
4370, 2059, -715, 2056
4379, 2057, -826, 2050
4387, 2054, -919, 2050
4395, 2051, -1013, 2047
4403, 2049, -1125, 2044
4411, 2046, -1215, 2041
4419, 2043, -1341, 2036
4428, 2041, -1442, 2037
4436, 2038, -1556, 2032
4444, 2035, -1679, 2030
4452, 2032, -1779, 2026
4460, 2029, -1917, 2023
4469, 2026, -2021, 2021
4477, 2023, -2154, 2016
4485, 2020, -2279, 2014
4493, 2016, -2393, 2010
4501, 2014, -2538, 2009
4510, 2011, -2650, 2009
4518, 2008, -2797, 2002
4526, 2006, -2926, 2001
4534, 2003, -3049, 1998
4542, 2000, -3195, 1994
4550, 1997, -3304, 1993
4559, 1994, -3448, 1987
4567, 1991, -3562, 1986
4575, 1988, -3684, 1983
4583, 1986, -3817, 1981
4591, 1983, -3924, 1979
4600, 1980, -4058, 1975
4608, 1978, -4164, 1974
4616, 1975, -4284, 1967
4624, 1972, -4403, 1966
4632, 1969, -4505, 1964
4640, 1966, -4634, 1961
4649, 1963, -4733, 1959
4657, 1960, -4851, 1954
4665, 1958, -4961, 1953
4673, 1955, -5057, 1949
4681, 1952, -5178, 1946
4690, 1949, -5269, 1945
4698, 1946, -5382, 1939
4706, 1943, -5482, 1938
4714, 1940, -5576, 1935
4722, 1937, -5686, 1932
4731, 1934, -5774, 1930
4739, 1932, -5882, 1925
4747, 1929, -5971, 1925
4755, 1926, -6065, 1921
4764, 1923, -6163, 1918
4772, 1921, -6247, 1916
4780, 1918, -6351, 1910
4789, 1915, -6430, 1910
4797, 1912, -6528, 1906
4805, 1909, -6615, 1905
4813, 1906, -6694, 1900
4822, 1903, -6793, 1898
4830, 1901, -6865, 1898
4838, 1898, -6963, 1890
4846, 1895, -7046, 1890
4855, 1892, -7129, 1886
