time_s,magnetic_raw_mm,magnetic_raw_filtered,magnetic_filtered_mm,posic_encoder_mm,keyence_mm
0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,-0.01731169090525775,-0.0001953125000000444,9.999999999843467e-06
0.011,-0.0004593218797852572,-4.550188494901379e-05,-0.03372087659744505,-0.0009570312499999067,-8.000000000008001e-05
0.017,0.0,-8.198864727908657e-05,-0.05024857307518804,-0.00011718750000000444,-0.00041000000000002146
0.022,0.0009186437595705144,2.5259234470797158e-05,-0.06338047973607441,0.0015820312500000044,-8.000000000008001e-05
0.026,0.0022966093989253977,0.0003387679090533735,-0.07531816232714128,0.003964843750000058,0.00036999999999998145
0.031,0.0036745750382811693,0.0008631735623163927,-0.0865630126334258,0.00691406250000004,0.0013499999999999623
0.036,0.0036745750382811693,0.001420186289707668,-0.09707400769069974,0.009960937499999933,0.0024699999999999722
0.041,0.0041338969180664265,0.0019123420005789323,-0.10605803685717241,0.013320312499999987,0.0038799999999998835
0.045,0.005511862557422198,0.002488996234068433,-0.11455434856001556,0.01691406250000005,0.005549999999999944
0.05,0.006430506316991824,0.0031789094908203277,-0.12243531579940292,0.020703125000000044,0.00749999999999984
0.054,0.006430506316991824,0.00382313651851692,-0.12981489125374956,0.024863281250000036,0.009669999999999845
0.059,0.008267793836132853,0.004521732733101144,-0.13713976942245676,0.02904296875000001,0.012240000000000029
0.063,0.008267793836132853,0.0052639261657406455,-0.14359860723518825,0.03326171875000006,0.015149999999999997
0.067,0.009186437595703367,0.005950075288627952,-0.14961075054851936,0.03798828124999998,0.018399999999999972
0.072,0.010105081355272993,0.006682287726480999,-0.1557961019330465,0.04314453125000006,0.021539999999999893
0.077,0.011023725114843508,0.007451437122597939,-0.1618036871392423,0.04787109375000009,0.025150000000000006
0.082,0.011942368874414022,0.008250205292066458,-0.16688141848954707,0.05330078125000004,0.028179999999999872
0.087,0.01240169075419928,0.00902722209032838,-0.17216426466100376,0.05890625000000005,0.03176000000000001
0.091,0.01423897827333942,0.009877800807179057,-0.17689557986891824,0.06468750000000001,0.035250000000000004
0.096,0.01423897827333942,0.010741865002859159,-0.18139898971999724,0.07119140625000003,0.03866999999999998
0.102,0.014698300153124677,0.011480237193753347,-0.18602546846376544,0.07822265625000002,0.0424199999999999
0.107,0.01607626579248045,0.012254325933492643,-0.1905060877791609,0.08373046875000001,0.04650999999999983
0.112,0.016994909552050963,0.013102556717383635,-0.19370132088199998,0.08912109374999999,0.04957999999999996
0.116,0.017913553311621477,0.013964738167503656,-0.19674613644932837,0.09539062500000006,0.05278999999999989
0.122,0.017913553311621477,0.014747102519302335,-0.20007355465913435,0.10095703125000005,0.05638999999999994
0.127,0.018832197071191104,0.015465463643551341,-0.20289958108389872,0.10615234374999999,0.05972999999999984
0.131,0.020210162710546875,0.01626900792129213,-0.2053017035449498,0.11093750000000002,0.06289999999999996
0.135,0.02112880647011739,0.017140858324800404,-0.20750782739912133,0.11619140625000002,0.06606999999999985
0.141,0.022506772109472273,0.01806748161034103,-0.20978232286034437,0.12181640625000001,0.06948999999999983
0.146,0.022506772109472273,0.018947022056536006,-0.21198844671451678,0.1265234375,0.07318999999999987
0.151,0.023884737748828044,0.019788808014736668,-0.2138208057834774,0.13136718749999998,0.07647000000000004
0.156,0.0243440596286133,0.020645821528990183,-0.21554377028115734,0.1362890625,0.07987999999999995
0.161,0.02480338150839856,0.021424041849219408,-0.21722571181460548,0.14087890625000005,0.08355999999999986
0.166,0.025722025267969073,0.022184581868718686,-0.21872532906258613,0.14576171875000005,0.08709999999999996
0.172,0.027099990907323956,0.023021948290928133,-0.22019303956060998,0.15021484375,0.09088999999999992
0.177,0.028477956546679728,0.02396642166564591,-0.22135535688047359,0.1541796875,0.09453999999999985
0.182,0.028937278426464985,0.02490577751285876,-0.22233079180773085,0.15853515625000003,0.09780999999999995
0.188,0.0298559221860355,0.025795527864689773,-0.22331078484212608,0.16226562500000002,0.10158999999999985
0.193,0.03031524406581987,0.026645500877135953,-0.22409022116250465,0.16615234375,0.10497000000000001
0.198,0.0321525315849609,0.02755458125936655,-0.22479216966155935,0.17037109375000004,0.10851999999999995
0.204,0.032611853464746154,0.028511058283641765,-0.22544397898211077,0.17390625000000004,0.11260000000000003
0.209,0.033989819104101926,0.029460039541076333,-0.22589978969578262,0.17765625000000002,0.11599000000000004
0.215,0.03490846286367155,0.03044851202558263,-0.22631913555235972,0.18156250000000002,0.11992999999999987
0.22,0.035827106623242067,0.03142314959933017,-0.2266336449447932,0.18507812499999998,0.12392000000000003
0.226,0.03720507226259784,0.032432195207711,-0.2268433178730831,0.18849609375000004,0.12761999999999984
0.231,0.03858303790195272,0.0335143335971831,-0.2269481543372276,0.19205078124999997,0.13131999999999988
0.237,0.03858303790195272,0.034518577506591576,-0.22700285162286793,0.19583984375000008,0.13532999999999995
0.243,0.03996100354130849,0.03546035988536045,-0.22700285162286793,0.19882812500000002,0.13961
0.248,0.04087964730087901,0.03644305977879258,-0.22693903812295346,0.20185546875000004,0.14305999999999996
0.253,0.04179829106044952,0.03741306846389554,-0.22681596923026248,0.20500000000000002,0.14666
0.259,0.043176256699804405,0.03841840228846739,-0.2266199706233829,0.20806640625,0.15052
0.264,0.04363557857958966,0.0394065605264298,-0.22637383283800006,0.21085937500000002,0.15423999999999993
0.269,0.045013544218945434,0.04038094611415592,-0.22610490451693366,0.21371093750000003,0.15782999999999991
0.275,0.04547286609873069,0.04134428777663828,-0.22579039512450017,0.21632812500000004,0.16144999999999987
0.28,0.046391509858301205,0.04225327172158335,-0.22546676951779343,0.21884765625000002,0.16476999999999986
0.284,0.04731015361787083,0.043164169530391816,-0.22512035337540226,0.22144531250000005,0.16806999999999994
0.29,0.0486881192572266,0.04412210390114113,-0.22470100751882516,0.22439453125000003,0.17164999999999986
0.295,0.04960676301679712,0.04511775565125366,-0.22419049951951298,0.22699218750000005,0.17550999999999983
0.3,0.050066084896582375,0.04605264820393105,-0.22371645637729376,0.22955078125000006,0.17891999999999997
0.305,0.05144405053593726,0.04698432144245395,-0.22320594837798158,0.23234375000000007,0.18262
0.311,0.05236269429550777,0.047958915082751005,-0.2226225106644808,0.23486328125,0.18633999999999995
0.316,0.053740659934863544,0.04896792546205575,-0.2220390729509809,0.23734375000000008,0.18991000000000002
0.321,0.05465930369443317,0.0500045337173112,-0.22143284470179658,0.24000000000000005,0.19347000000000003
0.327,0.05603726933378894,0.05106327198194442,-0.22074457052415308,0.24246093749999997,0.19713999999999987
0.332,0.0564965912135742,0.05209425383290829,-0.220069970667919,0.24486328125,0.20069999999999988
0.337,0.05741523497314471,0.053057476662327074,-0.21940448702595816,0.24728515624999997,0.20423999999999998
0.342,0.05833387873271523,0.05401186720311934,-0.21870709663403876,0.24974609375,0.20791999999999988
0.348,0.059252522492284854,0.05495917536443849,-0.21800970624212201,0.25201171875,0.21146999999999982
0.353,0.06017116625185537,0.05590080435231558,-0.21733054827874998,0.25429687500000003,0.21489000000000003
0.358,0.06154913189121114,0.056883381245634225,-0.21662859977969617,0.25654296875000004,0.21814
0.363,0.06154913189121114,0.05780778941523886,-0.2159084188520941,0.25873046875000005,0.22151999999999994
0.367,0.06384574129013654,0.058776557388242584,-0.2152201446744506,0.26072265625,0.22476999999999991
0.372,0.0643050631699218,0.05982639820343027,-0.2145227542825312,0.2630078125,0.22773999999999983
0.377,0.06522370692949231,0.060804743539228656,-0.2137296436407432,0.26513671875,0.23124999999999996
0.382,0.06706099444863245,0.06186226418922823,-0.21294564921322667,0.26751953125,0.23448000000000002
0.387,0.0675203163284177,0.06293777155205676,-0.21210239939293452,0.27015625,0.23787000000000003
0.393,0.06797963820820296,0.06389119633101276,-0.21115431310849608,0.27220703125,0.24192999999999998
0.397,0.06889828196777348,0.06479222818841932,-0.2104341321808958,0.27421875,0.2448999999999999
0.401,0.07073556948691362,0.06578775319770741,-0.20969571882474636,0.27656250000000004,0.24785999999999997
0.407,0.07119489136669888,0.06681354789015591,-0.20879777171881386,0.27871093750000003,0.25137999999999994
0.411,0.07211353512626939,0.06777261127386973,-0.2080046610770241,0.280859375,0.25461999999999985
0.416,0.07395082264541042,0.06881467023467217,-0.20715685314959398,0.28326171875000006,0.25786
0.421,0.07441014452519568,0.06987777927642927,-0.2062133249722935,0.28572265625000004,0.26136000000000004
0.427,0.07578811016455056,0.07091226593837605,-0.20521965761648797,0.28798828125000003,0.26515
0.432,0.07670675392412107,0.07196930295325002,-0.20435817536764844,0.29041015625,0.2683899999999999
0.437,0.07716607580390633,0.0729534187319197,-0.20341920529748414,0.29310546875000004,0.27188999999999997
0.443,0.07808471956347685,0.07387906089312972,-0.20241186362027008,0.29537109375000004,0.2757999999999998
0.448,0.07900336332304647,0.0748033164865307,-0.20156861379997704,0.2975,0.27903999999999995
0.452,0.0808406508421875,0.0758174639976469,-0.2007527126225046,0.29964843750000003,0.28213
0.457,0.08175929460175801,0.07690369346846099,-0.19989578848080036,0.30177734375,0.2850999999999999
0.461,0.0831372602411129,0.07800222167807443,-0.19902974812482555,0.3039453125,0.28820999999999986
0.466,0.08359658212089816,0.07906511003724653,-0.19816370776884806,0.306328125,0.29118999999999984
0.471,0.08497454776025393,0.08009941973964464,-0.1972156214844114,0.30857421875,0.29457999999999984
0.475,0.08681183527939496,0.08124731862521846,-0.1963085581642039,0.3108984375,0.29755
0.48,0.08681183527939496,0.08234979602827004,-0.19537414620117666,0.31337890625000003,0.30081
0.485,0.08727115715917932,0.08327934548673142,-0.19440782748819263,0.31580078125,0.30420999999999987
0.489,0.08910844467832035,0.08425223612376975,-0.19350076416798512,0.31853515625,0.3073299999999999
0.495,0.09048641031767612,0.08535088467954231,-0.1923703535980792,0.32115234375,0.31111999999999984
0.5,0.0909457321974605,0.08641386954112767,-0.1913584538137263,0.32406250000000003,0.31465999999999994
0.505,0.09186437595703101,0.08740275474131852,-0.1903146472794175,0.32693359375,0.31831999999999994
0.511,0.0941609853559573,0.08851422891574344,-0.1891796786023754,0.32992187500000003,0.32213
0.517,0.09553895099531218,0.08976950584270064,-0.18804926803246946,0.33283203125,0.32579
0.522,0.09599827287509743,0.09095808686716944,-0.18696443853392974,0.33576171875,0.32935000000000003
0.527,0.09783556039423846,0.09213868809016468,-0.18584770228543324,0.33880859375000005,0.33302999999999994
0.532,0.09829488227402372,0.0933128905206674,-0.18476743089403147,0.34199218750000004,0.33657000000000004
0.538,0.0996728479133786,0.0944364600431626,-0.18364157843126172,0.34500000000000003,0.34026
0.543,0.10105081355273438,0.09561043214106421,-0.18256586514699613,0.3480859375,0.3437999999999999
0.548,0.10242877919209015,0.09682482073581519,-0.1814810356484582,0.35146484375,0.34721
0.553,0.10426606671123029,0.09811712013915438,-0.18027769536436455,0.354609375,0.3510099999999998
0.558,0.1051847104708008,0.09942639228159778,-0.1791700753301413,0.35806640624999997,0.35441999999999996
0.564,0.10656267611015657,0.10070377253126021,-0.1780031999031415,0.36189453125000004,0.35795
0.569,0.10656267611015657,0.10186457574272029,-0.17677251097622637,0.3655078125,0.3618899999999998
0.575,0.10839996362929671,0.10297740078460409,-0.17562842608491103,0.3691796875,0.36556999999999995
0.58,0.11023725114843774,0.10423376093657422,-0.17446155065791036,0.37294921875,0.3691
0.585,0.11207453866757788,0.10560521811042835,-0.17326732658809085,0.3765625,0.3727499999999999
0.59,0.1129931824271484,0.10697796478283007,-0.1721597065538676,0.37996093750000004,0.37600999999999996
0.595,0.11391182618671891,0.1082607417002342,-0.17113869055524233,0.38345703125,0.37900999999999985
0.599,0.1152897918260738,0.1095168761272241,-0.17009488402093442,0.38763671875000005,0.38212999999999986
0.604,0.11666775746542957,0.11079714852826761,-0.16886875320115635,0.39173828125,0.38568
0.609,0.11666775746542957,0.11196027087969697,-0.16774745884552367,0.39570312500000004,0.38907999999999987
0.614,0.1185050449845706,0.11307495557880087,-0.16668997798980545,0.39966796875,0.39220999999999995
0.619,0.11988301062392548,0.11428730505593516,-0.16562793902694928,0.40384765625,0.3953199999999999
0.623,0.12126097626328125,0.11553246745964985,-0.16449752845704335,0.407734375,0.39857999999999993
0.628,0.12217962002285176,0.11675843979944969,-0.16344916381559838,0.41208984375,0.40154999999999985
0.633,0.1240169075419919,0.11801452601770283,-0.1622686140671874,0.41611328125,0.40496999999999983
0.637,0.12493555130156242,0.11929475976143086,-0.16114276160441765,0.42048828125000004,0.40822
0.643,0.1263135169409182,0.12054885488447581,-0.15993030510605077,0.4244140625,0.4116199999999999
0.647,0.1286101263398436,0.1219184957913301,-0.1587771040004613,0.42878906250000004,0.41474999999999995
0.652,0.12815080446005833,0.12319878227719466,-0.15748715968077054,0.433046875,0.41828999999999983
