time_s,magnetic_raw_mm,magnetic_raw_filtered,magnetic_filtered_mm,posic_encoder_mm,posic_encoder_filtered,keyence_mm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,-0.015488448050569481,-1.8344459097652255e-05,-1.8172604094181317e-06,0.0
0.009,-0.002296609398926286,-0.00022750942474506896,-0.02878444656837864,-0.00025682242736713157,-2.871611936935226e-05,-2.999999999997449e-05
0.015,0.0004593218797852572,-0.000364441351446419,-0.04503865661791728,1.8344459097541232e-05,-4.665108462612609e-05,-0.00017999999999984695
0.02,0.0036745750382811693,0.00011728104973495688,-0.057924425493421694,0.0008071562002969213,4.4368443160046514e-05,7.00000000000145e-05
0.025,0.006889828196777081,0.0011405879366458923,-0.06992136347726507,0.0019078237461562786,0.00030453242582551606,0.0005900000000000905
0.03,0.009186437595702479,0.0025071733792066658,-0.08117077189068755,0.0032102803420899217,0.0007512121804892032,0.0013700000000000934
0.035,0.01240169075419928,0.0041490248483737014,-0.09123963055569906,0.004714525988097629,0.0013874337460680064,0.0024100000000000232
0.041,0.015157622032909934,0.006057106774538586,-0.10063844747161266,0.006182082715910253,0.002191999238095149,0.003810000000000091
0.045,0.018832197071191104,0.008224173772566342,-0.10885215653198,0.007796395116503985,0.003142458850462611,0.005380000000000162
0.05,0.0211288064701165,0.010553412189172747,-0.11643228870034328,0.0093740185989023,0.004220810675321104,0.00719000000000003
0.055,0.0243440596286133,0.012967189707330901,-0.12291391704875654,0.011061708835886752,0.00540898493639107,0.009160000000000057
0.059,0.027559312787109214,0.015539760672877871,-0.12909926843328545,0.012694365695578136,0.0066906746958967905,0.011380000000000168
0.064,0.03031524406581987,0.018194162033906336,-0.13441402135469982,0.014418744850757781,0.008050986589798815,0.013870000000000049
0.068,0.032611853464746154,0.02082317726251836,-0.13954644999064403,0.01632656859691406,0.00950160240731372,0.01654
0.073,0.035827106623242067,0.023477337905550837,-0.1446241813409488,0.018216047883972575,0.011040985904882047,0.01941000000000015
0.078,0.039501681661523236,0.026288167648542013,-0.14898173176365237,0.019995460416445288,0.012638829042730766,0.02205999999999997
0.082,0.04042032542109375,0.028997116789002162,-0.15267379854439334,0.022031695376285132,0.014298087508681119,0.02465000000000006
0.088,0.04409490045937492,0.031624370559374684,-0.156570980146288,0.024122963713417933,0.016037486734584022,0.027760000000000007
0.092,0.048228797377441346,0.03450462816021344,-0.159852817284726,0.026214232050550734,0.01784660050499667,0.030769999999999964
0.097,0.05144405053593726,0.03754226097979161,-0.1627654477450884,0.028360533764976603,0.019717068312540314,0.03378999999999999
0.103,0.05465930369443317,0.04061508506972606,-0.16538180124156643,0.03058021331579297,0.021649455128328304,0.036860000000000115
0.108,0.05787455685292908,0.04371612811188682,-0.16763350616710415,0.032689826112023423,0.023627858644121744,0.04011000000000009
0.112,0.06154913189121025,0.0468853010730712,-0.16942484227183474,0.03483612782644918,0.025635892697233296,0.04313000000000011
0.118,0.06522370692949231,0.05015460750569317,-0.17097004059118248,0.037037462918167896,0.027676772999349078,0.04639000000000015
0.122,0.06843896008798822,0.053458706445075894,-0.17216426466100376,0.03905535341891009,0.029731271020006493,0.049449999999999994
0.127,0.07073556948691362,0.05665419892382003,-0.1730667698740742,0.04123834405153126,0.03179487146985555,0.05242000000000013
0.132,0.07441014452519479,0.05980810462907033,-0.1737823926945392,0.043421334684152324,0.03388212626146197,0.055540000000000145
0.137,0.0776253976836907,0.06301966676658101,-0.1742655520510299,0.045677703153164106,0.035995617887946765,0.05876999999999999
0.142,0.08038132896240224,0.06618645830767746,-0.17454359658637042,0.04787903824488282,0.03813196540125333,0.06201000000000012
0.147,0.0831372602411129,0.06927184760249763,-0.17463931683624256,0.05011706225479695,0.04028482318742177,0.06515000000000004
0.152,0.08773047903896458,0.072473970121196,-0.17451168983641363,0.05244680856019923,0.04246364094913278,0.06844000000000006
0.157,0.0909457321974605,0.07581519982054574,-0.17413792505120274,0.054886621620187426,0.04468326519555506,0.07183000000000006
0.162,0.09324234159638678,0.0790404664771195,-0.17361830083761642,0.057106301171003904,0.04692470752414838,0.07522000000000006
0.167,0.0973762385144532,0.08226374919581654,-0.1729801658384753,0.059362669640015686,0.04916547259372095,0.07841000000000009
0.171,0.10151013543251963,0.08566744858681326,-0.17215514844673052,0.06149062689534379,0.051396608285086944,0.08147000000000015
0.176,0.10380674483144503,0.08903381181261648,-0.17125264323366007,0.06376533982345312,0.053621839692262536,0.08437000000000006
0.181,0.10702199798994094,0.09227923238165449,-0.17016781373512035,0.06631521963802733,0.055884133598970966,0.08752000000000004
0.186,0.11069657302822211,0.09556417787654548,-0.16884140455833574,0.06875503269801564,0.058192502290950555,0.09097
0.191,0.11437114806650328,0.09892631925274027,-0.16746941431018225,0.07101140116702731,0.06050874097237896,0.09416000000000002
0.195,0.11712707934521482,0.10225935820174305,-0.16608374974062112,0.07352459206340622,0.06283855943256902,0.09718000000000004
0.2,0.12126097626328125,0.10561456256632935,-0.16444283117140124,0.07581764945061331,0.06518290168026934,0.10047000000000006
0.204,0.1240169075419919,0.1089875407934984,-0.16289763285205439,0.07811070683782029,0.06751708304548401,0.10340000000000016
0.209,0.12723216070048782,0.1122837676427411,-0.16125671428283628,0.08091740907976164,0.06989399995828907,0.1063400000000001
0.214,0.1318253794983395,0.1157004571246174,-0.1590916133928948,0.08398093374907029,0.07238151031759925,0.11009000000000002
0.22,0.13458131077705016,0.11916824053183875,-0.15680800171739762,0.08671425815462108,0.0749504336053136,0.11367000000000016
0.225,0.1396338514546871,0.12272249669615351,-0.15464745893459408,0.08948427147836718,0.07755556360811187,0.11702000000000012
0.23,0.14193046085361338,0.12630059120042714,-0.1524094283304649,0.09240104047489445,0.08020789942559547,0.12037000000000009
0.235,0.14560503589189455,0.12976129538640294,-0.15006200315505414,0.09539118730781254,0.08291989546667036,0.1238300000000001
0.24,0.14882028905039046,0.13321887113987702,-0.14764620637259362,0.09817954509065624,0.08566701064582101,0.12717
0.245,0.15203554220888638,0.1366284364008294,-0.14544008251842122,0.10144485881003901,0.08846954584236452,0.13028000000000017
0.25,0.1552507953673823,0.13999950331315397,-0.1427599155220305,0.10461845023393357,0.09135468335884844,0.13394000000000017
0.255,0.15938469228544871,0.143430703184243,-0.1401481201326904,0.10753521923046089,0.0942715295509143,0.1374200000000001
0.26,0.16214062356416026,0.14686462020520114,-0.13781892738582702,0.11091059970442968,0.09723379195874493,0.14036000000000004
0.265,0.16535587672265617,0.15020971226713029,-0.1351068536394795,0.11432266909659372,0.10028153846409893,0.14389000000000007
0.27,0.16903045176093734,0.15357458170531016,-0.1323902217859949,0.11767970511146486,0.10339601515389842,0.14739999999999998
0.275,0.1727050267992185,0.1570008119852181,-0.12977386828951953,0.12087164099445696,0.10654219389500541,0.15060000000000007
0.279,0.17546095807792916,0.1603852421370335,-0.12730793232855486,0.12408192133654689,0.10969925559226716,0.15356000000000014
0.284,0.17867621123642508,0.16369065198283256,-0.12482376393904282,0.12789756882885933,0.11292683089916733,0.15669
0.289,0.18189146439492188,0.1669781994127809,-0.12190657537154248,0.13134632713921873,0.11623457359655984,0.16009000000000007
0.293,0.18372875191406202,0.17011491778737872,-0.11943608130344074,0.13512528571333593,0.11960296589074303,0.16305000000000014
0.298,0.18786264883212844,0.17322169408751642,-0.11665563595004258,0.1390876888784296,0.12307087478962508,0.16642
0.303,0.19107790199062435,0.17644096628212044,-0.11388886491805383,0.14316015879810934,0.12664765959758748,0.16967
0.308,0.19429315514912116,0.1796594421997491,-0.11099446688623793,0.14732435101327734,0.13033173899210038,0.17307000000000006
0.313,0.19658976454804655,0.18278627583395923,-0.10826416071134393,0.1515619210648359,0.13411821043148436,0.1761600000000001
0.317,0.20072366146611298,0.18593062770624316,-0.10541990185803041,0.15554266868902733,0.13796861474899513,0.1794
0.322,0.20439823650439415,0.18922553264678915,-0.10272150243309319,0.15945003847682815,0.14183757446914347,0.18255
0.326,0.20761348966289006,0.19255015835502268,-0.10001398679388274,0.16337575272372656,0.14571596149640756,0.18556000000000017
0.331,0.2103694209416016,0.19580761259367063,-0.09721986711907338,0.1677233895298711,0.14964552228261543,0.18867000000000012
0.336,0.21358467410009752,0.19901120380117432,-0.09417960965888206,0.17196095958142965,0.15364701138438658,0.19206000000000012
0.341,0.21771857101816394,0.20230810931842044,-0.09114846841296398,0.17623521855118357,0.15769890886508628,0.19533
0.346,0.22093382417665985,0.20567984112133325,-0.08789397991734749,0.1805094775209375,0.16179486201714552,0.19888000000000017
0.351,0.22323043357558525,0.20892956661086562,-0.08484004813574586,0.18476539203159376,0.16592432499056325,0.20223999999999998
0.356,0.22736433049365168,0.21217246222309505,-0.08155821099730876,0.188911239787664,0.17006793778370494,0.20579999999999998
0.361,0.23103890553193285,0.21554638679156496,-0.07840400085869881,0.1936991436121523,0.17427559749623528,0.20921999999999996
0.367,0.23425415869042965,0.21893437625685397,-0.07461621382808481,0.1975331355635625,0.17850372131849496,0.2133100000000001
0.372,0.23792873372871082,0.22233364399221925,-0.07152581718939022,0.20101858279211715,0.1826192292819425,0.21669000000000005
0.376,0.24114398688720673,0.2257419554751177,-0.06869067455035083,0.20468747461164838,0.18662807821253546,0.21969000000000016
0.381,0.24435924004570264,0.22911201701586437,-0.06561395223306565,0.20817292184020308,0.19055140007570076,0.22311000000000014
0.386,0.24849313696376907,0.23254241070598183,-0.06254634613005372,0.2120619471689062,0.19442794716249043,0.22621000000000002
0.391,0.251708390122265,0.23602118315661483,-0.059223486027386585,0.21565746115204687,0.19827789035131882,0.22972000000000015
0.396,0.2558422870403314,0.2395387492602741,-0.05590518403185474,0.21925297513518743,0.202077424408972,0.23314000000000012
0.401,0.2595168620786126,0.24313292485683033,-0.052682602286195035,0.22255497777276562,0.20580746054632698,0.23657000000000017
0.406,0.2622727933573241,0.2466520259318364,-0.04948736918335506,0.22589366932853905,0.20945632648729343,0.23982000000000014
0.41,0.26548804651582003,0.2500654248416652,-0.046428879294616365,0.22945249439348436,0.21306554583276324,0.24294000000000016
0.416,0.26962194343388646,0.25353056962588527,-0.04305588001344418,0.2329012527038437,0.2166538771806541,0.24635000000000007
0.421,0.27283719659238237,0.25703720806300767,-0.03966009019658934,0.23627663317781245,0.22020728638969922,0.24991000000000008
0.425,0.27651177163066354,0.26053161728187063,-0.03651043816511734,0.23957863581539057,0.223718154372708,0.2530300000000001
0.43,0.2792677029093751,0.26397071832796565,-0.033224042919542285,0.24286229399387105,0.22718582336569298,0.25645000000000007
0.435,0.282482956067871,0.26731996732302615,-0.02995132199537842,0.24636608568152346,0.23063884209159882,0.25977000000000006
0.44,0.28615753110615216,0.27068817009632734,-0.026546415964249448,0.24966808831910153,0.23408193041485376,0.2633700000000001
0.445,0.2902914280242186,0.2741625751747674,-0.02317797479021433,0.2527866463657031,0.23747889334134276,0.26680000000000015
0.45,0.29304735930292924,0.2776311373128191,-0.020019206544468204,0.2563821603488437,0.24086794569435918,0.26996
0.455,0.29626261246142516,0.28100401038106704,-0.01635904651368314,0.2595740962318359,0.2442579238086302,0.27383
0.46,0.2999371874997063,0.2843911566760405,-0.013145580982296678,0.2626926542784375,0.24760139549580779,0.2771300000000001
0.465,0.3031524406582031,0.2877897482953516,-0.009986812736550554,0.26660002406623823,0.2509784480607519,0.2802800000000001
0.471,0.3068270156964843,0.29119751761860546,-0.00594832981341753,0.26949844860366795,0.2543606211216338,0.28457
