time_s,magnetic_raw_mm,magnetic_filtered_mm,posic_encoder_mm,keyence_mm
0.0,0.0,0.0,0.0,0.0
0.005,0.0,-0.017931593475851493,-3.9062500000019984e-05,1.0000000000065512e-05
0.01,-0.002296609398926286,-0.034655288560472286,-0.0004296874999999978,-4.999999999988347e-05
0.015,0.0004593218797852572,-0.049692484004507875,-0.00023437500000000888,-0.00026999999999999247
0.02,0.0036745750382811693,-0.06422828766350452,0.0005468750000000022,-8.000000000008001e-05
0.026,0.006430506316991824,-0.07814874685904272,0.0016406250000000067,0.00042999999999993044
0.03,0.010105081355272993,-0.08963973495071098,0.0029101562500000178,0.0012099999999999334
0.035,0.01240169075419928,-0.09986812736550732,0.004609375000000027,0.0021899999999999142
0.04,0.016535587672265706,-0.1105204237440196,0.006367187500000038,0.003570000000000073
0.045,0.020210162710546875,-0.11962296369604708,0.0087890625,0.005279999999999951
0.051,0.023884737748828044,-0.1300154479677662,0.011074218750000031,0.007759999999999989
0.056,0.0266406690275387,-0.1385482245277032,0.013066406250000051,0.01036999999999999
0.061,0.03031524406581987,-0.1449341326262461,0.015703124999999984,0.012809999999999988
0.067,0.034449140983886295,-0.15244133508042168,0.01830078125000001,0.016610000000000014
0.072,0.03858303790195272,-0.15888649857174197,0.02054687500000002,0.02021000000000006
0.077,0.03996100354130849,-0.16384116102935575,0.022929687500000018,0.023370000000000113
0.082,0.04455422233916018,-0.16857247623726934,0.02542968750000002,0.02662999999999993
0.087,0.048228797377441346,-0.17277960912446133,0.027832031250000056,0.02994999999999992
0.092,0.050525406776366744,-0.176467117798067,0.030214843750000053,0.03315000000000001
0.096,0.05419998181464791,-0.1797079319722732,0.03335937499999997,0.03631999999999991
0.103,0.059252522492284854,-0.18320855825327342,0.03589843750000005,0.04031000000000007
0.107,0.06200845377099551,-0.1855696577500936,0.03833984375000005,0.04353000000000007
0.112,0.06568302880927668,-0.18755699246170376,0.04066406250000004,0.04662999999999995
0.116,0.06889828196777348,-0.1891340975310074,0.04298828125000004,0.049570000000000114
0.121,0.07165421324648413,-0.19048329724347646,0.04542968750000004,0.0525199999999999
0.125,0.07486946640498005,-0.19160003349197208,0.04800781249999997,0.05549000000000004
0.13,0.07854404144326121,-0.19252532924072696,0.050664062499999996,0.058580000000000076
0.134,0.08175929460175713,-0.19321816152550841,0.05339843750000001,0.06179000000000001
0.139,0.08497454776025393,-0.19367853034631644,0.05597656250000005,0.06501000000000001
0.144,0.0886491227985351,-0.1939064357031528,0.05878906249999999,0.06797999999999993
0.148,0.09048641031767524,-0.1939793654173405,0.061855468749999976,0.07109999999999994
0.153,0.09462030723574166,-0.19386541273892188,0.06515625000000003,0.0746
0.159,0.09783556039423758,-0.19352355470366867,0.06826171875000003,0.07824000000000009
0.164,0.10242877919208926,-0.1929993723829453,0.07203124999999999,0.08149000000000006
0.169,0.10610335423037043,-0.1921150995984222,0.07542968750000001,0.08542000000000005
0.175,0.10977792926865249,-0.191135106564027,0.07894531249999998,0.08906999999999998
0.18,0.1129931824271484,-0.19003660274407785,0.08250000000000002,0.09245999999999999
0.185,0.11620843558564431,-0.18881503003143774,0.08630859375000005,0.09600000000000009
0.19,0.11942368874414022,-0.1873883424976448,0.08994140625000002,0.09966999999999993
0.195,0.12309826378242139,-0.18597988739239835,0.09449218750000005,0.10291000000000006
0.201,0.1263135169409173,-0.18410194725207063,0.09816406250000004,0.1071200000000001
0.206,0.12998809197919936,-0.1825248421827652,0.1016796875,0.11024999999999996
0.21,0.13366266701748053,-0.18093862089918744,0.10617187500000003,0.11335000000000006
0.216,0.13687792017597644,-0.17886012404484397,0.10994140624999998,0.11698000000000008
0.22,0.14101181709404287,-0.17706422983297632,0.1139453125,0.1201000000000001
0.225,0.14422707025253878,-0.17513159240700826,0.11849609375000003,0.12322000000000011
