4686, 2077, -1, 2077
4694, 2077, -1, 2077
4703, 2077, -5, 2077
4711, 2077, -18, 2078
4720, 2077, -30, 2077
4728, 2076, -62, 2075
4736, 2076, -99, 2075
4745, 2075, -150, 2071
4753, 2073, -224, 2070
4762, 2071, -281, 2068
4770, 2069, -370, 2063
4778, 2067, -447, 2064
4787, 2064, -535, 2058
4796, 2062, -638, 2057
4804, 2059, -720, 2055
4812, 2057, -834, 2052
4821, 2054, -921, 2049
4830, 2051, -1037, 2045
4838, 2049, -1132, 2044
4847, 2045, -1240, 2038
4855, 2042, -1348, 2038
4864, 2040, -1443, 2035
4872, 2037, -1572, 2032
4881, 2034, -1666, 2030
4890, 2032, -1796, 2025
4898, 2029, -1902, 2023
4907, 2026, -2024, 2020
4915, 2023, -2157, 2018
4925, 2020, -2279, 2015
4934, 2017, -2422, 2013
4942, 2015, -2531, 2010
4951, 2012, -2686, 2005
4960, 2009, -2803, 2004
4969, 2006, -2947, 1999
4977, 2003, -3073, 1997
4985, 1999, -3195, 1994
4993, 1997, -3335, 1991
5002, 1994, -3445, 1990
5010, 1991, -3586, 1984
5018, 1988, -3696, 1984
5027, 1985, -3823, 1980
5035, 1983, -3958, 1977
5044, 1979, -4073, 1973
5053, 1976, -4211, 1970
5062, 1973, -4313, 1969
5071, 1970, -4443, 1964
5079, 1967, -4541, 1963
5087, 1964, -4657, 1957
5096, 1962, -4771, 1957
5104, 1959, -4881, 1954
5113, 1956, -5009, 1950
5122, 1953, -5106, 1948
5131, 1950, -5236, 1945
5140, 1948, -5340, 1944
5149, 1944, -5455, 1936
5158, 1942, -5549, 1937
5166, 1939, -5650, 1934
5175, 1935, -5764, 1928
5183, 1932, -5850, 1926
5192, 1929, -5963, 1922
5200, 1926, -6046, 1921
5208, 1922, -6151, 1916
5217, 1920, -6243, 1916
5225, 1917, -6328, 1913
5233, 1915, -6431, 1909
5242, 1912, -6510, 1907
5250, 1909, -6611, 1900
5258, 1906, -6699, 1902
5268, 1902, -6796, 1894
5276, 1899, -6882, 1896
5285, 1896, -6969, 1892
5294, 1894, -7071, 1888
5302, 1891, -7146, 1886
5311, 1888, -7247, 1880
5319, 1885, -7321, 1880
5328, 1881, -7409, 1875
