keyence_time_s,keyence_displacement_mm,time_ms,arduino_displacement_mm,arduino_time_s
0.0,0.0,13733.0,0.0,0.0
0.00019999999999953388,0.0,13735.0,-5.4697285641225335e-05,0.0019999999999997797
0.00039999999999995595,0.0,13738.0,-0.0002005567140157538,0.004999999999999893
0.0005999999999994898,0.0,13740.0,-0.0004102296423047491,0.006999999999999673
0.0007999999999999119,-1.0000000000065512e-05,13744.0,-0.0008022268560625712,0.01100000000000012
0.0009999999999994458,-1.0000000000065512e-05,13746.0,-0.0011486429984532975,0.0129999999999999
0.0011999999999998678,-2.0000000000020002e-05,13748.0,-0.0014813848194337176,0.01499999999999968
0.0013999999999994017,-3.0000000000085514e-05,13750.0,-0.0018733820331919837,0.017000000000000348
0.0015999999999998238,-4.0000000000040004e-05,13753.0,-0.0023428670682732466,0.020000000000000462
0.0017999999999993577,-4.999999999999449e-05,13755.0,-0.002926304781773581,0.02200000000000024
0.0019999999999997797,-6.0000000000060005e-05,13757.0,-0.003537091138094084,0.02400000000000002
0.0021999999999993136,-7.00000000000145e-05,13760.0,-0.004275504494242632,0.027000000000000135
0.0023999999999997357,-8.000000000008001e-05,13763.0,-0.005073173243168583,0.03000000000000025
0.0025999999999992696,-9.00000000000345e-05,13765.0,-0.005766005527949147,0.03200000000000003
0.0027999999999996916,-9.999999999998899e-05,13767.0,-0.006445163491320294,0.03399999999999981
0.0029999999999992255,-0.0001100000000000545,13769.0,-0.0073339943829804355,0.036000000000000476
0.0031999999999996476,-0.00012000000000000899,13772.0,-0.00824561581032457,0.0389999999999997
0.0034000000000000696,-0.000140000000000029,13774.0,-0.009125330487711025,0.04100000000000037
0.0035999999999996035,-0.00014999999999998348,13776.0,-0.0100460681293284,0.04300000000000015
0.0038000000000000256,-0.000160000000000049,13779.0,-0.010994154413765944,0.04600000000000026
0.0039999999999995595,-0.000180000000000069,13781.0,-0.011882985305425642,0.04800000000000004
0.0041999999999999815,-0.000200000000000089,13783.0,-0.012767258089949607,0.04999999999999982
0.004399999999999515,-0.00021999999999999797,13785.0,-0.013729018695797457,0.05200000000000049
0.0045999999999999375,-0.00024000000000001798,13787.0,-0.014863987372840004,0.05400000000000027
0.004799999999999471,-0.00026999999999999247,13789.0,-0.016012630371293746,0.05600000000000005
0.004999999999999893,-0.00029000000000001247,13793.0,-0.01771736244042632,0.0600000000000005
0.005199999999999427,-0.0003300000000000525,13795.0,-0.019048329724348,0.06200000000000028
0.005399999999999849,-0.00036000000000002697,13797.0,-0.020160507865707,0.06400000000000006
0.005599999999999383,-0.00040000000000006697,13799.0,-0.021372964364073876,0.06599999999999984
0.005799999999999805,-0.00043999999999999595,13801.0,-0.022489700612570385,0.06799999999999962
0.005999999999999339,-0.00048000000000003595,13803.0,-0.02361099496820307,0.07000000000000028
0.006199999999999761,-0.000520000000000076,13806.0,-0.02487814875221117,0.0730000000000004
0.006399999999999295,-0.0005600000000000049,13809.0,-0.026760646999676396,0.07599999999999962
0.006599999999999717,-0.0006000000000000449,13811.0,-0.02799589403372682,0.07800000000000029
0.006799999999999251,-0.0006500000000000394,13813.0,-0.029609463960125648,0.08000000000000007
0.006999999999999673,-0.0006900000000000794,13815.0,-0.030867501529859176,0.08199999999999985
0.007200000000000095,-0.0007400000000000739,13818.0,-0.03250842009907817,0.08499999999999996
0.007399999999999629,-0.0007800000000000029,13820.0,-0.03402171166846868,0.08699999999999974
0.007600000000000051,-0.0008200000000000429,13823.0,-0.035776582916105415,0.08999999999999986
0.007799999999999585,-0.0008700000000000374,13826.0,-0.03743117580673472,0.09299999999999997
0.008000000000000007,-0.0009100000000000774,13828.0,-0.03937748755411308,0.09499999999999975
0.008199999999999541,-0.0009600000000000719,13830.0,-0.04072668726658213,0.09700000000000042
0.008399999999999963,-0.0010100000000000664,13832.0,-0.04209867751473473,0.0990000000000002
0.008599999999999497,-0.0010499999999999954,13835.0,-0.04422275544044574,0.10200000000000031
0.008799999999999919,-0.0010999999999999899,13838.0,-0.04634227525901968,0.10500000000000043
0.008999999999999453,-0.0011499999999999844,13841.0,-0.04810170461379348,0.10799999999999965
0.009199999999999875,-0.0012000000000000899,13844.0,-0.050522059503390615,0.11099999999999977
0.009399999999999409,-0.0012600000000000389,13847.0,-0.052258698322480424,0.11399999999999988
0.009599999999999831,-0.0013100000000000334,13849.0,-0.053817570963238026,0.11599999999999966
0.009799999999999365,-0.0013699999999999823,13851.0,-0.05548583817527719,0.11800000000000033
0.009999999999999787,-0.0014399999999999968,13854.0,-0.0573865688512889,0.12100000000000044
0.01019999999999932,-0.0015000000000000568,13857.0,-0.059556227848367005,0.12399999999999967
0.010399999999999743,-0.0015700000000000713,13860.0,-0.062113325952066756,0.12699999999999978
0.010599999999999277,-0.0016400000000000858,13862.0,-0.06407787012799204,0.12900000000000045
0.010799999999999699,-0.0017099999999999893,13864.0,-0.06559571980451961,0.13100000000000023
0.010999999999999233,-0.0017900000000000693,13867.0,-0.06786565715860515,0.13400000000000034
0.011199999999999655,-0.0018700000000000383,13871.0,-0.07039540661948473,0.1379999999999999
0.011400000000000077,-0.0019400000000000528,13873.0,-0.07251492643805868,0.13999999999999968
0.01159999999999961,-0.0020200000000000218,13877.0,-0.07493528132765626,0.14400000000000013
0.011800000000000033,-0.0020999999999999908,13879.0,-0.07667192014674651,0.1459999999999999
0.011999999999999567,-0.0021800000000000708,13881.0,-0.07828093196600783,0.1479999999999997
0.012199999999999989,-0.0022600000000000398,13883.0,-0.07980789785680864,0.15000000000000036
0.012399999999999523,-0.0023400000000000087,13885.0,-0.08129839889051604,0.15200000000000014
