index,magnetic_mm,keyence_calibrated_mm
0,0.0,-0.0
1,43.819486392229294,0.0011076719591419416
2,87.63897278445859,0.002431590495724307
3,131.45845917668788,0.0036708288459298545
4,175.27794556891718,0.004914308726275243
5,219.09743196114647,0.006032898530083175
6,262.91691835337576,0.007120735926240385
7,306.73640474560506,0.008301362436772708
8,350.55589113783435,0.009483661735036054
9,394.37537753006364,0.010623503232514701
10,438.19486392229294,0.011756393324688193
11,482.0143503145223,0.012894743970926187
12,525.8338367067515,0.014039105225393984
13,569.6533230989809,0.015183466479861785
14,613.4728094912101,0.01634314754115982
15,657.2922958834395,0.01750525621529726
16,701.1117822756687,0.018668883841967007
17,744.9312686678979,0.01986176374099127
18,788.7507550601273,0.021054643640015535
19,832.5702414523565,0.022249470992068636
20,876.3897278445859,0.023472316983987666
21,920.2092142368151,0.024695162975906692
22,964.0287006290446,0.025918008967825725
23,1007.8481870212738,0.027108024005770236
24,1051.667673413503,0.028295679546759725
25,1095.4871598057323,0.029483335087749217
26,1139.3066461979618,0.030593774635362826
27,1183.1261325901908,0.031668351184886645
28,1226.9456189824202,0.032742927734410475
29,1270.7651053746497,0.033817460057082076
30,1314.584591766879,0.03489190367074918
31,1358.4040781591082,0.035966347284416285
32,1402.2235645513374,0.037040790898083396
33,1446.0430509435669,0.038030952007306724
34,1489.8625373357959,0.03901157717836627
35,1533.6820237280253,0.039992202349425826
36,1577.5015101202546,0.0409767168683401
37,1621.320996512484,0.041967051115791826
38,1665.140482904713,0.04295738536324354
39,1708.9599692969425,0.04394771961069527
40,1752.7794556891718,0.044889257056458555
41,1796.598942081401,0.04582260772507986
42,1840.4184284736302,0.046755958393701155
43,1884.2379148658597,0.04768482951479626
44,1928.0574012580892,0.04860205661009833
45,1971.8768876503182,0.04951928370540039
46,2015.6963740425476,0.05043651080070245
47,2059.5158604347766,0.05135105665899242
48,2103.335346827006,0.05226427666388599
49,2147.1548332192356,0.05317749666877956
50,2190.9743196114646,0.05409043529334976
51,2234.793806003694,0.05499734431757892
52,2278.6132923959235,0.05590425334180808
53,2322.432778788153,0.05681116236603724
54,2366.2522651803815,0.0577164630893622
55,2410.071751572611,0.05861951415808024
56,2453.8912379648405,0.059522565226798274
57,2497.71072435707,0.06042561629551631
58,2541.5302107492994,0.06129317519688799
59,2585.3496971415284,0.0621516281090063
60,2629.169183533758,0.06301008102112461
61,2672.988669925987,0.06388365499700602
62,2716.8081563182163,0.06482398767427133
63,2760.6276427104453,0.06576432035153665
64,2804.447129102675,0.06670465302880198
65,2848.2666154949043,0.06762042203837516
66,2892.0861018871337,0.06851837191706936
67,2935.9055882793627,0.06941632179576356
68,2979.7250746715918,0.07031427167445774
69,3023.544561063821,0.07121188643765185
70,3067.3640474560507,0.07210949522637655
71,3111.18353384828,0.07300710401510124
72,3155.003020240509,0.07390503165858917
73,3198.8225066327386,0.07480344731651821
74,3242.641993024968,0.07570186297444727
75,3286.461479417197,0.07660027863237631
76,3330.280965809426,0.07752928707407054
77,3374.1004522016556,0.07846542093059117
78,3417.919938593885,0.07940155478711179
79,3461.7394249861145,0.08032893547294638
80,3505.5589113783435,0.0812274277727263
81,3549.378397770573,0.08212592007250624
82,3593.197884162802,0.08302441237228615
83,3637.0173705550314,0.08389940897027476
84,3680.8368569472605,0.08476288626997996
85,3724.65634333949,0.0856263635696852
86,3768.4758297317194,0.08649501416730293
87,3812.295316123949,0.08739915962028165
88,3856.1148025161783,0.08830330507326037
89,3899.934288908407,0.08920745052623906
90,3943.7537753006363,0.09013609324191876
91,3987.573261692866,0.09108113465707487
92,4031.3927480850953,0.09202617607223099
93,4075.2122344773243,0.09296787345833298
94,4119.031720869553,0.09387400396832211
95,4162.851207261782,0.09478013447831127
96,4206.670693654012,0.09568626498830042
97,4250.490180046241,0.09659922132648642
98,4294.309666438471,0.09751696931108793
99,4338.1291528307,0.09843471729568942
100,4381.948639222929,0.09935186782562072
101,4425.768125615159,0.1002636858782766
102,4469.587612007388,0.10117550393093244
103,4513.407098399618,0.10208732198358833
104,4557.226584791847,0.10300691792644304
105,4601.046071184076,0.10393119692059528
106,4644.865557576306,0.10485547591474756
107,4688.685043968534,0.10578030664224446
108,4732.504530360763,0.10670799090400761
109,4776.324016752993,0.10763567516577079
110,4820.143503145222,0.10856335942753395
111,4863.962989537452,0.10949319817912054
