time_s,keyence_mm,magnetic_raw_mm,magnetic_raw_filtered,error_raw,error_filtered
0.0,0.0,0.0,0.0,0.0,0.0
0.005,1.0000000000065512e-05,0.0,0.0,-1.0000000000065512e-05,-1.0000000000065512e-05
0.01,-4.999999999988347e-05,-0.0022966093989262,-0.000227509424745,-0.0022466093989263166,-0.00017750942474511653
0.015,-0.0002699999999999,0.0004593218797852,-0.0003644413514464,0.0007293218797851,-9.444135144650001e-05
0.02,-8.000000000008001e-05,0.0036745750382811,0.0001172810497349,0.00375457503828118,0.00019728104973498002
0.026,0.0004299999999999,0.0064305063169918,0.0010950860516968,0.0060005063169919,0.0006650860516968999
0.03,0.0012099999999999,0.0101050813552729,0.0025161885018256,0.008895081355273,0.0013061885018257001
0.035,0.0021899999999999,0.0124016907541992,0.0042472576075046,0.0102116907541993,0.0020572576075047005
0.04,0.00357,0.0165355876722657,0.0062723826899903,0.012965587672265699,0.0027023826899903003
0.045,0.0052799999999999,0.0202101627105468,0.0086698091652248,0.0149301627105469,0.0033898091652248994
0.051,0.0077599999999999,0.023884737748828,0.011320272430284,0.0161247377488281,0.0035602724302841006
0.056,0.0103699999999999,0.0266406690275387,0.0140826354583745,0.0162706690275388,0.0037126354583745993
0.061,0.0128099999999999,0.0303152440658198,0.0169347279573009,0.0175052440658199,0.004124727957300999
0.067,0.01661,0.0344491409838862,0.019995277808901,0.017839140983886198,0.0033852778089010008
0.072,0.02021,0.0385830379019527,0.0232684860026273,0.018373037901952702,0.0030584860026273003
0.077,0.0233700000000001,0.0399610035413084,0.0264392080065609,0.016591003541308304,0.003069208006560801
0.082,0.0266299999999999,0.0445542223391601,0.0295732509208912,0.0179242223391602,0.0029432509208912987
0.087,0.0299499999999999,0.0482287973774413,0.0329053912646976,0.018278797377441397,0.002955391264697703
0.092,0.03315,0.0505254067763667,0.0361688712915617,0.017375406776366703,0.0030188712915616978
0.096,0.0363199999999999,0.0541999818146479,0.0393772944198251,0.017879981814647998,0.0030572944198251975
0.103,0.04031,0.0592525224922848,0.0428145801818294,0.0189425224922848,0.002504580181829398
0.107,0.04353,0.0620084537709955,0.0463443810882156,0.018478453770995502,0.0028143810882155992
0.112,0.0466299999999999,0.0656830288092766,0.049811861795781,0.019053028809276694,0.003181861795781102
0.116,0.0495700000000001,0.0688982819677734,0.0532748714633215,0.019328281967773295,0.0037048714633214005
0.121,0.0525199999999999,0.0716542132464841,0.0566432921518029,0.019134213246484205,0.004123292151803001
0.125,0.05549,0.07486946640498,0.0599358644308868,0.019379466404980006,0.004445864430886799
0.13,0.05858,0.0785440414432612,0.0632586196393716,0.0199640414432612,0.004678619639371599
0.134,0.06179,0.0817592946017571,0.0666055777434663,0.0199692946017571,0.004815577743466304
0.139,0.06501,0.0849745477602539,0.06992644162673,0.0199645477602539,0.004916441626729995
0.144,0.0679799999999999,0.0886491227985351,0.0732718831269762,0.020669122798535194,0.005291883126976302
0.148,0.0710999999999999,0.0904864103176752,0.0765005271156859,0.019386410317675296,0.005400527115686005
0.153,0.0746,0.0946203072357416,0.0796810161430635,0.020020307235741594,0.005081016143063499
0.159,0.07824,0.0978355603942375,0.0829593966309287,0.0195955603942375,0.004719396630928699
0.164,0.08149,0.1024287791920892,0.0863617755859606,0.020938779192089196,0.004871775585960594
0.169,0.08542,0.1061033542303704,0.0899090875287599,0.020683354230370404,0.0044890875287599
0.175,0.0890699999999999,0.1097779292686524,0.0934816136448166,0.020707929268652503,0.004411613644816695
0.18,0.0924599999999999,0.1129931824271484,0.0970288564569351,0.020533182427148494,0.004568856456935194
0.185,0.096,0.1162084355856443,0.1005103233690226,0.020208435585644294,0.004510323369022601
0.19,0.0996699999999999,0.1194236887441402,0.1039390463204112,0.019753688744140296,0.004269046320411307
0.195,0.10291,0.1230982637824213,0.1073709771647412,0.020188263782421292,0.004460977164741198
0.201,0.1071200000000001,0.1263135169409173,0.1108054803338762,0.0191935169409172,0.0036854803338760983
0.206,0.1102499999999999,0.1299880919791993,0.1142420461824784,0.0197380919791994,0.00399204618247849
0.21,0.11335,0.1336626670174805,0.117725767924332,0.020312667017480496,0.004375767924331989
0.216,0.11698,0.1368779201759764,0.1212018008492327,0.019897920175976386,0.004221800849232696
0.22,0.1201000000000001,0.1410118170940428,0.1247171701994079,0.020911817094042717,0.0046171701994078
0.225,0.1232200000000001,0.1442270702525387,0.128264082392292,0.021007070252538604,0.005044082392291913
0.23,0.1265899999999999,0.1469830015312494,0.13169978230458,0.02039300153124951,0.0051097823045800905
0.235,0.1298099999999999,0.1506575765695306,0.1350918059050271,0.020847576569530707,0.005281805905027193
0.239,0.13277,0.1538728297280274,0.1384943085070553,0.021102829728027406,0.005724308507055298
0.244,0.1357399999999999,0.156628761006738,0.1418142101743773,0.020888761006738116,0.006074210174377398
0.249,0.1392299999999999,0.1598440141652339,0.1450678763291212,0.02061401416523398,0.005837876329121278
0.253,0.14232,0.1630592673237298,0.1483139318569267,0.0207392673237298,0.005993931856926704
0.258,0.1456999999999999,0.1658151986024414,0.151508382738621,0.020115198602441486,0.005808382738621082
0.263,0.1491,0.1694897736407226,0.1547069550995976,0.020389773640722586,0.005606955099597577
0.269,0.1526,0.1727050267992185,0.1579543342511372,0.020105026799218495,0.005354334251137183
0.274,0.1560999999999999,0.1768389237172849,0.1612863521666665,0.020738923717285,0.005186352166666602
0.278,0.15921,0.178676211236425,0.1645497340215218,0.019466211236425,0.005339734021521797
0.283,0.16232,0.1818914643949218,0.1676670746583408,0.0195714643949218,0.005347074658340806
0.289,0.16662,0.1878626488321284,0.1710768256559005,0.021242648832128397,0.004456825655900498
0.294,0.1697299999999999,0.1906185801108399,0.1746755509302605,0.020888580110839994,0.004945550930260584
0.299,0.17314,0.1938338332693359,0.1781527983870408,0.02069383326933591,0.005012798387040801
0.304,0.17652,0.197508408307617,0.181623639753372,0.020988408307617,0.005103639753371997
0.309,0.18015,0.2011829833458982,0.185134846129555,0.021032983345898204,0.004984846129554993
0.314,0.18351,0.2053168802639646,0.1887239220282597,0.0218068802639646,0.005213922028259682
0.319,0.1867499999999999,0.20761348966289,0.192238933789962,0.020863489662890117,0.005488933789962125
0.325,0.1906399999999999,0.2122067084607417,0.1957400573571251,0.021566708460741796,0.0051000573571252095
0.329,0.1937299999999999,0.2140439959798827,0.1991845424621641,0.020313995979882787,0.0054545424621642025
0.334,0.1971099999999999,0.2186372147777344,0.2025836106771429,0.021527214777734505,0.005473610677142998
0.339,0.2005099999999999,0.2218524679362303,0.2060827659397999,0.021342467936230403,0.005572765939799995
0.344,0.2037299999999999,0.2250677210947262,0.2095256727133305,0.021337721094726286,0.005795672713330591
0.35,0.20764,0.2296609398925779,0.2130599809607168,0.022020939892577918,0.005419980960716803
0.355,0.21144,0.2319575492915033,0.2165765778711875,0.020517549291503318,0.005136577871187514
0.36,0.2145300000000001,0.236550768089355,0.220078972527371,0.02202076808935488,0.005548972527370882
0.366,0.21859,0.2397660212478509,0.2236609825400426,0.021176021247850896,0.005070982540042596
0.371,0.2222699999999999,0.2425219525265625,0.2271248264690089,0.02025195252656259,0.004854826469008977
0.376,0.2254199999999999,0.2461965275648436,0.2305394180146895,0.02077652756484369,0.005119418014689597
0.382,0.2294799999999999,0.2503304244829101,0.2340510210271161,0.02085042448291019,0.004571021027116207
0.387,0.2326099999999999,0.2530863557616207,0.2375494112080732,0.020476355761620796,0.004939411208073313
0.392,0.23642,0.2572202526796872,0.2410372063677015,0.020800252679687187,0.004617206367701521
0.398,0.24021,0.2604355058381831,0.2445620075439089,0.020225505838183083,0.004352007543908881
0.403,0.24373,0.2641100808764642,0.2480709809845618,0.0203800808764642,0.0043409809845617875
0.409,0.2477,0.2687032996743159,0.2517037682360635,0.021003299674315884,0.004003768236063493
0.414,0.25142,0.2732965184721676,0.255526842289247,0.02187651847216765,0.004106842289247015
0.419,0.25482,0.2760524497508783,0.2593204947738595,0.02123244975087829,0.004500494773859498
0.424,0.25824,0.2797270247891594,0.2629995511081477,0.02148702478915937,0.004759551108147686
0.429,0.26126,0.282482956067871,0.2665867158096937,0.021222956067871,0.005326715809693683
0.434,0.2648299999999999,0.2852388873465816,0.2700091912628664,0.020408887346581694,0.005179191262866478
0.438,0.26783,0.2893727842646481,0.273436112403031,0.021542784264648063,0.005606112403030994
0.443,0.2709999999999999,0.2907507499040038,0.2767300927675806,0.019750749904003884,0.005730092767580686
0.447,0.2741899999999999,0.2948846468220703,0.2799174714278429,0.020694646822070395,0.005727471427843023
0.452,0.27779,0.2990185437401367,0.2832923803006389,0.02122854374013672,0.005502380300638932
0.457,0.28095,0.3008558312592768,0.2865901552837274,0.019905831259276807,0.0056401552837274105
0.461,0.28397,0.3049897281773432,0.2898260786335372,0.02101972817734321,0.0058560786335372095
0.466,0.28729,0.3091236250954097,0.2932399142134771,0.021833625095409703,0.0059499142134771255
0.471,0.29031,0.3118795563741212,0.2966599072670018,0.021569556374121168,0.0063499072670017975
0.475,0.2936099999999999,0.3155541314124024,0.3000393359513639,0.02194413141240248,0.006429335951363968
0.48,0.2967999999999999,0.3178507408113278,0.3033407352522266,0.021050740811327906,0.006540735252226704
0.484,0.29986,0.3210659939698237,0.3065340629619911,0.0212059939698237,0.0066740629619910785
0.489,0.3029299999999999,0.3229032814889647,0.3095952290261515,0.019973281488964767,0.006665229026151576
0.494,0.3062499999999999,0.3270371784070311,0.3126414219197446,0.020787178407031204,0.0063914219197446775
0.499,0.30973,0.3302524315655271,0.3158121138773273,0.020522431565527077,0.006082113877327322
0.504,0.31348,0.3339270066038082,0.3190371364681786,0.020447006603808215,0.005557136468178625
0.509,0.3170900000000001,0.3376015816420894,0.3223512272469031,0.020511581642089327,0.005261227246903033
0.514,0.3204599999999999,0.3403575129208001,0.3256457356881767,0.019897512920800164,0.0051857356881767624
0.519,0.3241099999999999,0.3449507317186517,0.3290155453390425,0.020840731718651806,0.004905545339042583
0.524,0.3271999999999999,0.347247341117578,0.3324002351603541,0.02004734111757811,0.005200235160354227
0.528,0.3307,0.3509219161558592,0.3357058532282787,0.02022191615585922,0.005005853228278678
0.534,0.3344899999999999,0.3550558130739256,0.3391300732809087,0.020565813073925687,0.0046400732809088185
0.539,0.33813,0.3587303881122068,0.3426493971392969,0.020600388112206824,0.004519397139296888
0.544,0.3414999999999999,0.3614863193909174,0.3461084765781972,0.019986319390917495,0.004608476578197296
0.549,0.3451599999999999,0.3651608944291986,0.3495192476048629,0.020000894429198668,0.0043592476048630036
0.554,0.34857,0.3688354694674798,0.3529822851588329,0.020265469467479813,0.004412285158832907
0.559,0.3519700000000001,0.3725100445057618,0.3564872338635543,0.02054004450576169,0.004517233863554182
0.564,0.3554999999999999,0.3757252976642578,0.3599802881305382,0.020225297664257846,0.004480288130538246
0.568,0.3586100000000001,0.3789405508227537,0.3634183026764312,0.02033055082275359,0.00480830267643112
0.573,0.3623,0.3816964821014643,0.3667666804356146,0.019396482101464274,0.004466680435614601
0.578,0.36555,0.3853710571397455,0.3700886827028785,0.019821057139745524,0.004538682702878494
0.583,0.36952,0.3899642759375972,0.3735715426980992,0.02044427593759718,0.004051542698099209
0.589,0.37379,0.3940981728556636,0.3772288921508824,0.02030817285566361,0.003438892150882389
0.594,0.37707,0.3968541041343751,0.3808441525611872,0.01978410413437509,0.003774152561187183
0.599,0.3807199999999999,0.4000693572928711,0.3843346591076952,0.019349357292871183,0.003614659107695317
0.604,0.38398,0.4037439323311522,0.3878161325886333,0.0197639323311522,0.003836132588633301
0.609,0.38765,0.4069591854896481,0.3912903626923591,0.019309185489648106,0.0036403626923591226
0.615,0.3915900000000001,0.4106337605279293,0.3947587845227989,0.01904376052792922,0.0031687845227987843
0.62,0.39568,0.4161456230853515,0.3984500582767138,0.020465623085351548,0.002770058276713838
0.625,0.39893,0.4189015543640622,0.402229027344862,0.019971554364062172,0.0032990273448619822
0.63,0.4026099999999999,0.4221168075225581,0.4058508075495226,0.01950680752255818,0.003240807549522662
0.635,0.40585,0.4248727388012696,0.409346542147294,0.01902273880126959,0.0034965421472940017
0.64,0.4099299999999999,0.4308439232384762,0.4130142154045502,0.020913923238476295,0.0030842154045502834
0.646,0.41374,0.4340591763969721,0.4168652636263211,0.020319176396972116,0.0031252636263210953
0.651,0.4172599999999999,0.4377337514352533,0.4206358459745105,0.020473751435253373,0.0033758459745105718
0.656,0.4209400000000001,0.4409490045937501,0.4243419048593678,0.02000900459374999,0.0034019048593676993
0.661,0.4241999999999999,0.4432456139926755,0.4278597184246599,0.01904561399267557,0.003659718424660008
0.665,0.4274500000000001,0.4469201890309566,0.4312720849143815,0.019470189030956486,0.0038220849143814073
0.67,0.43083,0.4501354421894525,0.4346908999431782,0.019305442189452515,0.003860899943178231
0.675,0.4340900000000001,0.4533506953479493,0.4380693840005579,0.01926069534794922,0.003979384000557806
0.679,0.43747,0.4565659485064453,0.4414155277148884,0.01909594850644525,0.003945527714888375
0.684,0.4407000000000001,0.4588625579053706,0.4446447347905655,0.018162557905370524,0.003944734790565396
0.689,0.44462,0.4639150985830076,0.4479621809973889,0.019295098583007597,0.003342180997388866
0.694,0.4478500000000001,0.4666710298617182,0.4513958857228691,0.01882102986171813,0.0035458857228690133
0.7,0.4520299999999999,0.4712642486595699,0.4548773132054966,0.01923424865957002,0.0028473132054967487
0.705,0.4552,0.4726422142989257,0.4582605026544915,0.01744221429892573,0.0030605026544914815
0.709,0.4583600000000001,0.4753981455776364,0.4613829100736017,0.017038145577636277,0.0030229100736016146
0.714,0.4617899999999999,0.4790727206159175,0.4645237126806507,0.01728272061591757,0.0027337126806507572
0.72,0.4656,0.4827472956541987,0.4677702696739974,0.017147295654198702,0.0021702696739973604
0.725,0.4689399999999999,0.4859625488126946,0.4710561264375907,0.01702254881269466,0.002116126437590793
0.73,0.47258,0.4896371238509767,0.4743734966511925,0.017057123850976685,0.0017934966511924944
0.735,0.47581,0.4937710207690431,0.4778071404397112,0.0179610207690431,0.0019971404397111647
0.74,0.47926,0.4960676301679685,0.4811975152886971,0.01680763016796849,0.001937515288697067
0.745,0.4824299999999999,0.4992828833264644,0.4844621901455346,0.016852883326464507,0.0020321901455346847
0.75,0.48614,0.5038761021243161,0.4878535789162598,0.01773610212431609,0.0017135789162597836
0.755,0.48946,0.5075506771625973,0.4913920781199119,0.01809067716259727,0.0019320781199119175
0.76,0.49261,0.5093879646817383,0.4947755299929117,0.01677796468173831,0.0021655299929116967
0.764,0.49549,0.5130625397200195,0.4980346534977623,0.017572539720019487,0.002544653497762339
0.769,0.4983999999999999,0.5148998272391596,0.5011940813608909,0.016499827239159714,0.002794081360891043
0.774,0.5015799999999999,0.5181150803976564,0.5042280640314708,0.0165350803976565,0.002648064031470887
0.778,0.5044900000000001,0.5217896554359376,0.507343463048073,0.017299655435937478,0.0028534630480728795
0.783,0.50763,0.5245455867146482,0.5104786458018585,0.016915586714648212,0.002848645801858507
0.788,0.5112000000000001,0.5286794836327147,0.5136751944980366,0.017479483632714565,0.0024751944980364593
0.793,0.51451,0.5318947367912106,0.5169664528110572,0.017384736791210553,0.0024564528110572192
0.798,0.5179199999999999,0.5346506680699212,0.5201971506148877,0.016730668069921295,0.0022771506148877574
0.804,0.52146,0.5387845649879877,0.52347029031238,0.017324564987987623,0.002010290312379981
0.809,0.5247999999999999,0.5419998181464845,0.5268229649307848,0.017199818146484525,0.0020229649307849096
0.814,0.5282800000000001,0.5456743931847656,0.5301939146211629,0.017394393184765544,0.00191391462116286
0.82,0.5321100000000001,0.549808290102832,0.5336705223800116,0.01769829010283197,0.0015605223800114754
0.824,0.53529,0.5525642213815427,0.5371408507894307,0.017274221381542665,0.0018508507894307025
0.829,0.5384800000000001,0.5557794745400386,0.5405151401841379,0.01729947454003855,0.0020351401841378625
0.834,0.54139,0.5580760839389649,0.5437669165391245,0.01668608393896487,0.0023769165391244185
0.839,0.54468,0.5617506589772461,0.5469659548013617,0.017070658977246023,0.0022859548013616227
0.843,0.54773,0.5640472683761715,0.5501227037769454,0.016317268376171423,0.0023927037769453374
0.848,0.55107,0.5681811652942379,0.5532910439730525,0.01711116529423795,0.002221043973052561
0.854,0.55467,0.5718557403325191,0.5566051845182557,0.017185740332519073,0.0019351845182556948
0.858,0.5577099999999999,0.5746116716112306,0.5598997328659568,0.016901671611230684,0.002189732865956917
0.863,0.5610200000000001,0.5778269247697265,0.5631330688618883,0.01680692476972645,0.002113068861888223
0.869,0.5647500000000001,0.581960821687793,0.5664538259410452,0.017210821687792865,0.0017038259410451229
0.873,0.5676699999999999,0.5856353967260741,0.569890185567791,0.017965396726074223,0.002220185567791133
0.878,0.5707,0.58885064988457,0.5733282400608241,0.018150649884570047,0.002628240060824072
0.882,0.57375,0.5920659030430659,0.5767221517375152,0.018315903043065962,0.002972151737515194
0.887,0.57683,0.5952811562015619,0.5800806664531737,0.018451156201561902,0.003250666453173734
0.891,0.57976,0.5984964093600587,0.5834107972786737,0.018736409360058603,0.0036507972786736786
0.897,0.58321,0.6012523406387693,0.5866726659257693,0.018042340638769305,0.0034626659257692705
0.902,0.5866500000000001,0.6049269156770505,0.5899252988160134,0.018276915677050365,0.0032752988160132945
0.906,0.58972,0.6076828469557611,0.5931705257962485,0.017962846955761114,0.0034505257962484936
0.912,0.59317,0.6113574219940423,0.5964098141724314,0.01818742199404233,0.0032398141724314655
0.916,0.5962000000000001,0.6131947095131833,0.5995533367686402,0.01699470951318327,0.003353336768640136
0.922,0.59992,0.617787928311035,0.6027110710797101,0.01786792831103501,0.0027910710797101057
0.926,0.60286,0.6205438595897457,0.605971205160273,0.01768385958974572,0.0031112051602730784
0.932,0.6068800000000001,0.6255964002673826,0.6093589528021766,0.018716400267382527,0.0024789528021764706
0.938,0.6104700000000001,0.6283523315460933,0.6128490303956403,0.0178823315460932,0.002379030395640247
0.942,0.6137900000000001,0.6311082628248048,0.6161936542555905,0.017318262824804753,0.002403654255590415
0.948,0.61728,0.6352421597428712,0.619558148254943,0.017962159742871187,0.002278148254942991
0.953,0.62073,0.6379980910215819,0.6229385755954011,0.01726809102158189,0.0022085755954011077
0.958,0.6240399999999999,0.6407540223002925,0.6261952738073184,0.01671402230029262,0.002155273807318503
0.963,0.6273900000000001,0.644887919218359,0.6294892625468101,0.01749791921835886,0.0020992625468100323
0.968,0.63063,0.6481031723768549,0.632858655462514,0.017473172376854862,0.00222865546251394
0.973,0.6341000000000001,0.6508591036555664,0.6361520073449842,0.01675910365556632,0.002052007344984119
0.978,0.63754,0.6549930005736329,0.6394753876968781,0.01745300057363286,0.0019353876968780659
0.983,0.6407400000000001,0.6572896099725583,0.6427773452020477,0.016549609972558166,0.002037345202047569
0.988,0.6440600000000001,0.6614235068906247,0.6460621242910322,0.017363506890624603,0.0020021242910320813
0.993,0.6473500000000001,0.6641794381693353,0.6493786303457674,0.016829438169335242,0.0020286303457672794
0.997,0.6503700000000001,0.6678540132076165,0.6526750755332188,0.01748401320761639,0.002305075533218681
1.002,0.65371,0.670609944486328,0.6559554344399035,0.016899944486328033,0.0022454344399034376
1.007,0.65717,0.6742845195246092,0.6592228941819981,0.017114519524609184,0.002052894181998055
1.013,0.6608499999999999,0.6765811289235346,0.6624345085390186,0.015731128923534676,0.001584508539018703
1.019,0.6647799999999999,0.680715025841601,0.6656468438385127,0.015935025841601114,0.0008668438385127653
1.024,0.66808,0.683930279000097,0.6689507610126738,0.015850279000096945,0.0008707610126738041
1.029,0.6714899999999999,0.6866862102788085,0.6721916096236262,0.015196210278808575,0.0007016096236263092
1.034,0.6748700000000001,0.6912794290766602,0.6755183908707723,0.016409429076660098,0.0006483908707721753
1.04,0.6782999999999999,0.6940353603553708,0.6789140792341115,0.01573536035537093,0.0006140792341116086
1.044,0.6812199999999999,0.6967912916340815,0.6821830148580703,0.015571291634081552,0.0009630148580703768
1.049,0.68425,0.7000065447925783,0.6853958126858607,0.015756544792578264,0.0011458126858606699
1.054,0.6875100000000001,0.7023031541915037,0.6885180932094767,0.014793154191503621,0.0010080932094765904
1.058,0.69038,0.7073556948691406,0.6917497978322711,0.016975694869140634,0.0013697978322710913
1.063,0.69339,0.7091929823882808,0.6950237448713558,0.015802982388280817,0.0016337448713558134
1.068,0.6970400000000001,0.7128675574265619,0.6981950593359098,0.015827557426561834,0.0011550593359096473
1.073,0.70001,0.7160828105850587,0.701420581098695,0.016072810585058717,0.001410581098694963
1.078,0.7031400000000001,0.7188387418637694,0.7045985664953907,0.015698741863769294,0.0014585664953905564
1.082,0.7061599999999999,0.7220539950222653,0.7077384337329486,0.015893995022265406,0.0015784337329487474
1.087,0.7090400000000001,0.7243506044211907,0.7108022331383563,0.015310604421190588,0.0017622331383562173
1.091,0.71187,0.7261878919403317,0.7136685300990973,0.014317891940331728,0.0017985300990972508
1.095,0.71485,0.7289438232190424,0.7164219569396222,0.0140938232190424,0.0015719569396221988
1.1,0.7177,0.7326183982573236,0.7192668837452547,0.01491839825732355,0.0015668837452547102
1.104,0.72055,0.7353743295360351,0.7221851819614086,0.014824329536035075,0.0016351819614085494
1.109,0.7233799999999999,0.738589582694531,0.7251168128929936,0.015209582694531099,0.0017368128929936555
1.113,0.7263200000000001,0.7413455139732417,0.7280591349776965,0.015025513973241589,0.0017391349776963994
1.118,0.7294400000000001,0.7445607671317376,0.7310100300163175,0.01512076713173749,0.001570030016317392
1.123,0.7324200000000001,0.7473166984104491,0.7339677994807436,0.01489669841044905,0.0015477994807435724
1.127,0.7352400000000001,0.7500726296891598,0.7368855794810971,0.01483262968915966,0.0016455794810970037
1.132,0.73817,0.7532878828476557,0.7398167948690894,0.015117882847655695,0.001646794869089363
1.136,0.7411300000000001,0.7551251703667967,0.7426677799704391,0.01399517036679665,0.0015377799704390238
1.141,0.7441,0.7578811016455074,0.7454089286344651,0.013781101645507388,0.0013089286344650786
1.146,0.74718,0.7606370329242189,0.7481530061240588,0.013457032924218959,0.0009730061240588173
1.151,0.75047,0.7638522860827148,0.7509449340466344,0.013382286082714856,0.0004749340466344565
1.156,0.75356,0.767526861120996,0.7538662357402092,0.013966861120995988,0.0003062357402091598
1.161,0.7573300000000001,0.7716607580390624,0.7569822826209768,0.014330758039062363,-0.00034771737902328237
