keyence_time_s,keyence_displacement_mm,time_ms,arduino_displacement_mm_raw,arduino_displacement_mm_filtered,arduino_time_s
0.0,0.0,16769.0,0.0,0.0,0.0
0.004999999999999005,-0.00024999999999986144,16774.0,-0.0036464857093756464,-0.0002096729282889953,0.005000000000000782
0.008999999999998565,-0.0012300000000000644,16779.0,-0.00683716070507856,-0.0005834377135007784,0.009999999999999787
0.013999999999999346,-0.002969999999999917,16784.0,-0.010027835700781473,-0.0011486429984532975,0.015000000000000568
0.01899999999999835,-0.004890000000000061,16790.0,-0.015041753551172654,-0.0020557063186599223,0.021000000000000796
0.022999999999999687,-0.007299999999999862,16794.0,-0.016864996405860033,-0.0028716074961323557,0.025000000000000355
0.027999999999998693,-0.010790000000000077,16799.0,-0.02051148211523479,-0.0038743910662111247,0.030000000000001137
0.032999999999999474,-0.01454999999999984,16804.0,-0.02415796782460955,-0.005086847564578001,0.03500000000000014
0.03799999999999848,-0.017900000000000027,16808.0,-0.02689283210664062,-0.0062765135272622175,0.0389999999999997
0.04299999999999926,-0.021459999999999813,16813.0,-0.03008350710234442,-0.007625713239730381,0.04400000000000048
0.04899999999999949,-0.025479999999999947,16819.0,-0.03418580352539102,-0.00945807230869189,0.05000000000000071
0.05299999999999905,-0.028659999999999908,16823.0,-0.03692066780742209,-0.010989596306629323,0.05400000000000027
0.05799999999999983,-0.032010000000000094,16829.0,-0.04193458565781327,-0.013054418839562487,0.0600000000000005
0.06299999999999883,-0.03544999999999998,16835.0,-0.045125260653516186,-0.015415518336382661,0.06600000000000072
0.0669999999999984,-0.038590000000000124,16841.0,-0.04922755707656279,-0.017726478654698674,0.07200000000000095
0.07199999999999918,-0.04179999999999984,16846.0,-0.05332985349960939,-0.020151391651433315,0.07699999999999996
0.0779999999999994,-0.04573999999999989,16852.0,-0.056520528495313194,-0.02248970061257083,0.08300000000000018
0.08199999999999896,-0.04899999999999993,16857.0,-0.0606228249183598,-0.024768754180930053,0.08800000000000097
0.08799999999999919,-0.05292999999999992,16862.0,-0.06335768920039087,-0.027138969892023468,0.09299999999999997
0.09399999999999942,-0.05711999999999984,16867.0,-0.06654836419609378,-0.029468162638886852,0.09800000000000075
0.09999999999999964,-0.06117000000000017,16872.0,-0.07019484990546943,-0.03186572699280088,0.10299999999999976
0.10499999999999865,-0.0649099999999998,16876.0,-0.07338552490117234,-0.034080967061246525,0.1070000000000011
0.11099999999999888,-0.06876000000000015,16882.0,-0.0770320106105471,-0.037102992092890474,0.11300000000000132
0.11599999999999966,-0.07215000000000016,16886.0,-0.07976687489257817,-0.039395719982660005,0.11700000000000088
0.12099999999999866,-0.0755300000000001,16891.0,-0.08341336060195381,-0.04207132887191367,0.12199999999999989
0.12599999999999945,-0.07905000000000006,16896.0,-0.08614822488398488,-0.04446433511869152,0.12700000000000067
0.13099999999999845,-0.0822099999999999,16901.0,-0.09025052130703148,-0.0472128737221329,0.13199999999999967
0.1349999999999998,-0.08516000000000012,16906.0,-0.09207376416171886,-0.050011551504077545,0.13700000000000045
0.14100000000000001,-0.0891700000000002,16911.0,-0.0966318712984382,-0.05276009010751981,0.14200000000000124
0.14499999999999957,-0.09201000000000015,16915.0,-0.09982254629414111,-0.05551318681809825,0.1460000000000008
0.14999999999999858,-0.09533000000000014,16920.0,-0.10301322128984403,-0.05842125917132446,0.1509999999999998
0.15499999999999936,-0.09832000000000019,16925.0,-0.10665970699921878,-0.060982915382160385,0.15600000000000058
0.15999999999999837,-0.10149000000000008,16931.0,-0.10985038199492259,-0.06439237952042642,0.1620000000000008
0.16499999999999915,-0.10490999999999984,16936.0,-0.11349686770429734,-0.06775626258732448,0.16699999999999982
0.16999999999999993,-0.10809999999999986,16941.0,-0.11623173198632841,-0.07062787008345772,0.1720000000000006
0.1739999999999995,-0.11113000000000017,16947.0,-0.12033402840937502,-0.07400086936462902,0.17800000000000082
0.1789999999999985,-0.11456,16952.0,-0.12306889269140697,-0.0772553578602464,0.18299999999999983
0.18399999999999928,-0.11744000000000021,16957.0,-0.12625956768710989,-0.07996287349945685,0.1880000000000006
0.1899999999999995,-0.1209699999999998,16961.0,-0.12990605339648464,-0.08258834321020725,0.19200000000000017
0.1949999999999985,-0.12481000000000009,16966.0,-0.1326409176785157,-0.08562860067039857,0.19700000000000095
0.1999999999999993,-0.1278999999999999,16971.0,-0.13537578196054767,-0.08870988109482081,0.20199999999999996
0.20599999999999952,-0.1315599999999999,16975.0,-0.13856645695625058,-0.09133990891270649,0.2060000000000013
0.21099999999999852,-0.13513999999999982,16980.0,-0.1417571319519535,-0.09397905294486719,0.2110000000000003
0.2159999999999993,-0.1380300000000001,16984.0,-0.14403618552031272,-0.09668201047694147,0.21499999999999986
0.21999999999999886,-0.1406900000000002,16990.0,-0.1490501033707039,-0.10041965832905042,0.22100000000000009
0.22499999999999964,-0.1440100000000002,16995.0,-0.15178496765273497,-0.10352828739629238,0.22600000000000087
0.22999999999999865,-0.14728999999999992,17000.0,-0.1540640212210942,-0.10665514889208172,0.23099999999999987
0.23399999999999999,-0.14997000000000016,17005.0,-0.1581663176441408,-0.10955866313817264,0.23600000000000065
0.238999999999999,-0.1528900000000002,17009.0,-0.15998956049882818,-0.11228441120592958,0.2400000000000002
0.24299999999999855,-0.15568999999999988,17015.0,-0.1645476676355475,-0.11578503748692981,0.24600000000000044
0.24899999999999878,-0.15947999999999984,17021.0,-0.16864996405859412,-0.11968221908882448,0.25200000000000067
0.25399999999999956,-0.16264000000000012,17025.0,-0.17138482834062518,-0.1224398739065391,0.2560000000000002
