time_s,magnetic_raw_mm,magnetic_filtered_mm,posic_encoder_mm,keyence_mm
0.126,-0.0009186437595705144,-0.2605277296134343,-5.8593750000000486e-05,-2.9999999999752447e-05
0.131,0.0,-0.2646026773936594,-5.8593750000000486e-05,-2.9999999999752447e-05
0.137,-0.0009186437595705144,-0.2688553913522185,-5.8593750000000486e-05,-3.999999999981796e-05
0.142,-0.00045932187978614536,-0.27249731895445706,-5.8593750000000486e-05,-3.999999999981796e-05
0.147,-0.00045932187978614536,-0.2759660384854996,-5.8593750000000486e-05,-4.999999999988347e-05
0.152,-0.0009186437595705144,-0.2790564351241951,-5.8593750000000486e-05,-4.999999999988347e-05
0.157,-0.0009186437595705144,-0.28175939265626937,-5.8593750000000486e-05,-3.999999999981796e-05
0.161,-0.0009186437595705144,-0.28422077051009786,-5.8593750000000486e-05,-3.999999999981796e-05
0.166,0.0,-0.28649526597132,-5.8593750000000486e-05,-4.999999999988347e-05
0.17,0.0,-0.28872873846831126,-7.812500000000007e-05,-4.999999999988347e-05
0.175,0.0,-0.2908117934297927,-7.812500000000007e-05,-3.999999999981796e-05
0.179,-0.00045932187978614536,-0.29275354707003487,-7.812500000000007e-05,-4.999999999988347e-05
0.184,-0.00045932187978614536,-0.29475455610305445,-7.812500000000007e-05,-4.999999999988347e-05
0.189,-0.00045932187978614536,-0.2967737975646205,-7.812500000000007e-05,-3.999999999981796e-05
0.194,-0.00045932187978614536,-0.2985970404193079,-7.812500000000007e-05,-3.999999999981796e-05
0.199,-0.0009186437595705144,-0.3004886548810468,-7.812500000000007e-05,-3.999999999981796e-05
0.204,-0.00045932187978614536,-0.3022025031644535,-7.812500000000007e-05,-3.999999999981796e-05
0.21,-0.0009186437595705144,-0.3038160730908519,-7.812500000000007e-05,-4.999999999988347e-05
0.215,-0.00045932187978614536,-0.3053111322316955,-7.812500000000007e-05,-4.999999999988347e-05
0.22,-0.00045932187978614536,-0.30676516840830814,-0.00039062500000000035,-4.999999999988347e-05
0.226,-0.0068898281967779695,-0.3083058086205188,-0.0024609375000000005,-0.00017999999999984695
0.231,-0.011483046994628765,-0.31001509879678935,-0.0060546875,-0.0009699999999996933
0.236,-0.016535587672265706,-0.31207536322258633,-0.0105078125,-0.002429999999999932
0.241,-0.021128806470118278,-0.31410372089842653,-0.0155078125,-0.004209999999999825
0.247,-0.025262703388184704,-0.31636910014537456,-0.02107421875,-0.006510000000000016
0.252,-0.030774565945606014,-0.31884415232061336,-0.026835937499999997,-0.009369999999999878
0.257,-0.033989819104101926,-0.3213146463887142,-0.0329296875,-0.012419999999999876
0.262,-0.03812371602216835,-0.32391732556378017,-0.040722656249999996,-0.016019999999999923
0.268,-0.04363557857958966,-0.3271171167737581,-0.04642578125,-0.020849999999999813
0.273,-0.04731015361787172,-0.3295055649133971,-0.0523828125,-0.02462999999999993
0.277,-0.05098472865615378,-0.3319806170886359,-0.05833984375,-0.028529999999999944
0.281,-0.05419998181464969,-0.33446022737101266,-0.06441406250000001,-0.03216999999999981
0.286,-0.05787455685292997,-0.33704467411753036,-0.07041015625000001,-0.03572999999999982
0.29,-0.0620084537709964,-0.33965646950687045,-0.07646484375000001,-0.0391999999999999
0.295,-0.06522370692949231,-0.3423639851460827,-0.08228515625,-0.04261999999999988
0.299,-0.06935760384755874,-0.34513987239234467,-0.0888671875,-0.045989999999999975
0.304,-0.07303217888584079,-0.3483168730666364,-0.09507812500000001,-0.04976999999999987
0.309,-0.07716607580390722,-0.3514346183481525,-0.10150390625000001,-0.05335000000000001
0.314,-0.08129997272197365,-0.35484408248641763,-0.10736328125,-0.05718999999999985
0.319,-0.08589319151982444,-0.3580666642320782,-0.11353515625,-0.06068999999999991
0.324,-0.09048641031767701,-0.36167212697722384,-0.11921875000000001,-0.06459999999999999
0.329,-0.0941609853559573,-0.36517731136535936,-0.12496093750000001,-0.06821999999999995
0.334,-0.09921352603359423,-0.36881923896759616,-0.130546875,-0.0719599999999998
0.34,-0.1038067448314468,-0.3725249800697501,-0.13603515625,-0.07567999999999997
0.345,-0.10885928550908197,-0.3764358359930551,-0.14099609375000002,-0.07953999999999994
0.35,-0.11207453866757966,-0.38003218252392656,-0.1458984375,-0.08308999999999989
0.355,-0.11666775746543045,-0.3837470398403511,-0.1508984375,-0.0866499999999999
0.36,-0.12126097626328125,-0.38772170926356964,-0.15609375,-0.0904799999999999
0.366,-0.12585419506113382,-0.3919288421507616,-0.16062500000000002,-0.09441999999999995
0.371,-0.13090673573877076,-0.39573030350278415,-0.16554687499999998,-0.09794999999999998
0.377,-0.13458131077705104,-0.40003771474698446,-0.1698828125,-0.10200999999999993
0.382,-0.13917452957490362,-0.40389843149178617,-0.17431640625000003,-0.10550999999999999
0.387,-0.14330842649297004,-0.4078639847007306,-0.17783203125000002,-0.10914000000000001
0.391,-0.14744232341103647,-0.41124154208903896,-0.18134765625000002,-0.11217999999999995
0.396,-0.15203554220888726,-0.41467379676298854,-0.184765625,-0.11524000000000001
0.4,-0.15525079536738318,-0.4180832609012537,-0.188203125,-0.11829999999999985
0.404,-0.15892537040566523,-0.4215565385394324,-0.19152343749999998,-0.12134
0.409,-0.161681301684375,-0.4249614445705632,-0.1952734375,-0.12424999999999997
0.414,-0.16581519860244143,-0.4289589045294644,-0.1994140625,-0.12785000000000002
0.42,-0.17224570491943503,-0.4334486400591331,-0.20294921875000002,-0.13168999999999986
0.424,-0.1750016361981448,-0.4373230311253433,-0.20662109375,-0.135
0.43,-0.17959485499599737,-0.4414162113341167,-0.2101953125,-0.13857999999999993
0.435,-0.1837287519140638,-0.4454136712930197,-0.21375,-0.14198999999999984
0.44,-0.18786264883213022,-0.44946127043042594,-0.21763671875,-0.14568999999999988
0.445,-0.19337451138955153,-0.4541242140312889,-0.22101562500000002,-0.14952999999999994
0.45,-0.19658976454804744,-0.45806697670455065,-0.22439453125000003,-0.15279999999999982
0.455,-0.20164230522568438,-0.462160156913324,-0.22771484375000003,-0.15637999999999996
0.46,-0.2057762021437508,-0.46621687226500264,-0.2310546875,-0.15994999999999981
0.465,-0.2094507771820311,-0.47028726193809334,-0.23443359375,-0.16337000000000002
0.47,-0.21358467410009752,-0.47437132593259435,-0.23765624999999999,-0.1668299999999998
0.475,-0.2167999272585952,-0.4783004142844458,-0.24095703125,-0.17026999999999992
0.48,-0.221393146056446,-0.48227508370766436,-0.24421875,-0.1737099999999998
0.485,-0.22552704297451243,-0.48635003148789124,-0.24759765625,-0.17718999999999996
0.491,-0.23012026177236322,-0.4905480481608091,-0.251015625,-0.18077999999999994
0.496,-0.23379483681064528,-0.4948144364407767,-0.254453125,-0.18436999999999992
0.501,-0.2379287337287117,-0.49907626661360815,-0.25755859374999995,-0.18813999999999997
0.506,-0.24114398688720762,-0.502854937429948,-0.26041015624999997,-0.19143999999999983
0.51,-0.24435924004570353,-0.5063008664253097,-0.26322265624999996,-0.19448
0.515,-0.2480338150839856,-0.509801492706309,-0.26607421875,-0.19741999999999993
0.519,-0.2512490682424815,-0.5133157933087187,-0.26890625,-0.20058999999999982
0.524,-0.25400499952119127,-0.516734373661258,-0.27169921874999997,-0.20362999999999998
0.528,-0.25722025267968895,-0.5201164891567025,-0.27505859374999997,-0.20655999999999985
0.533,-0.26089482771796924,-0.5242825990796653,-0.27841796875,-0.21026999999999996
0.538,-0.26502872463603566,-0.5281661063601479,-0.28191406249999995,-0.21384999999999987
0.544,-0.2682439777945316,-0.5323732392473399,-0.28515625,-0.21760000000000002
0.549,-0.272377874712598,-0.5360880965637644,-0.28886718749999996,-0.22087999999999997
0.554,-0.2765117716306644,-0.5405185767006557,-0.29242187499999994,-0.2248699999999999
0.56,-0.28064566854873085,-0.5446664541950703,-0.29605468749999997,-0.22872999999999988
0.565,-0.2847795654667973,-0.5488735870822605,-0.29955078124999995,-0.23255999999999988
0.571,-0.2879948186252932,-0.5527343038270622,-0.30246093749999997,-0.2360199999999999
0.575,-0.29075074990400473,-0.5559796761084055,-0.30539062499999997,-0.23903999999999992
0.579,-0.29304735930293013,-0.5592159321754764,-0.30837890625,-0.24205999999999994
0.584,-0.2958032905816417,-0.5624476301354111,-0.31140624999999994,-0.24509999999999987
0.588,-0.29855922186035144,-0.5656747699882061,-0.3147265625,-0.2481399999999998
0.593,-0.30177447501884913,-0.569207303019164,-0.31826171875,-0.2515399999999999
0.598,-0.3054490500571294,-0.5728765792642214,-0.32193359374999997,-0.25512
0.603,-0.30820498133584096,-0.5765732041521012,-0.3255859375,-0.25868
0.609,-0.31187955637412124,-0.5802105736472019,-0.32875,-0.26220999999999983
0.613,-0.3146354876528328,-0.5832325986788476,-0.33181640625,-0.2650899999999998
0.617,-0.3164727751719738,-0.5862090426391244,-0.33501953125,-0.26808999999999994
0.622,-0.3196880283304697,-0.5892493000993166,-0.33830078124999996,-0.27105
0.626,-0.32290328148896563,-0.5922895575595071,-0.34162109375,-0.27403
0.63,-0.32519989088789103,-0.5953252569125613,-0.34562499999999996,-0.27703999999999995
0.636,-0.32841514404638694,-0.599017323693305,-0.3498828125,-0.28079999999999994
0.641,-0.3311710753250985,-0.6026638094026797,-0.35392578124999996,-0.28447999999999984
0.647,-0.33392700660381003,-0.6060595992195363,-0.35814453125,-0.28801999999999994
0.652,-0.3366829378825198,-0.6095283187505771,-0.36248046874999995,-0.2916599999999998
0.657,-0.33943886916123134,-0.6129013180317493,-0.36646484375,-0.29521
0.662,-0.34173547856015674,-0.6159187849562571,-0.37078124999999995,-0.29845999999999995
0.667,-0.3454100535984388,-0.619241645058926,-0.37531249999999994,-0.3019799999999999
0.672,-0.3477066629973642,-0.6225006916616795,-0.37998046874999997,-0.3056699999999999
0.678,-0.3509219161558601,-0.6257415058358866,-0.38431640625,-0.3091999999999999
0.683,-0.3532185255547855,-0.6287817632960788,-0.3883984375,-0.3125899999999999
0.687,-0.3545964911941404,-0.6314710465067428,-0.39248046875,-0.3155999999999999
0.692,-0.3573524224728519,-0.6342651661815495,-0.39683593749999996,-0.3188599999999999
0.697,-0.3596490318717773,-0.6371914709633248,-0.40160156249999995,-0.3222799999999999
0.702,-0.36240496315048887,-0.6404641918874887,-0.40607421874999994,-0.3261299999999998
0.708,-0.3651608944292004,-0.6435272398833618,-0.41044921874999996,-0.32982999999999985
0.713,-0.3674575038281258,-0.6465264743793249,-0.4148046875,-0.3334299999999999
0.719,-0.3706727569866217,-0.64960319669661,-0.41837890625,-0.33729999999999993
0.723,-0.37251004450576275,-0.6520964813003953,-0.421875,-0.34033999999999986
0.728,-0.3752659757844725,-0.6546626956183665,-0.42601562499999995,-0.34353999999999996
0.733,-0.3766439414238292,-0.6577394179356517,-0.4293359375,-0.34743999999999997
0.738,-0.3789405508227546,-0.6601005174324719,-0.4330859375,-0.35048999999999997
0.743,-0.3816964821014661,-0.6629812411428784,-0.436796875,-0.35426999999999986
0.748,-0.3844524133801759,-0.6658938716032416,-0.4405078125,-0.35805
0.754,-0.38583037901953254,-0.6686013872424539,-0.443984375,-0.36168999999999984
0.759,-0.3885863102982423,-0.671295228560254,-0.44757812499999994,-0.36534
0.764,-0.39042359781738334,-0.6741303711992934,-0.4516796875,-0.3692599999999999
0.771,-0.39363885097587925,-0.677389417802047,-0.45494140625,-0.37388
0.776,-0.39501681661523413,-0.6799829807628406,-0.45808593749999993,-0.37754
0.781,-0.39685410413437516,-0.6824215680809846,-0.46066406249999997,-0.3810499999999999
0.786,-0.3996100354130867,-0.6845547622209693,-0.46343749999999995,-0.38415999999999983
0.79,-0.40144732293222773,-0.6868246995750553,-0.46619140625,-0.38754
0.795,-0.40374393233115313,-0.6890991950362775,-0.46873046875,-0.39091999999999993
0.8,-0.40466257609072365,-0.6912141567477157,-0.47138671875,-0.3940199999999998
0.804,-0.4064998636098647,-0.693406606280476,-0.47398437499999996,-0.3973899999999999
0.809,-0.40833715112900393,-0.6956172882417846,-0.476796875,-0.40076999999999985
0.814,-0.41017443864814496,-0.6979692715243324,-0.47937499999999994,-0.4044399999999999
0.819,-0.41155240428749984,-0.7000523264858121,-0.4820703125,-0.40767
0.824,-0.41338969180664087,-0.702276682768531,-0.48431640624999994,-0.4113399999999998
0.828,-0.4152269793257819,-0.7041546229088596,-0.4865625,-0.41428
0.833,-0.4175235887247073,-0.7060416792634605,-0.4887890625,-0.41737
0.837,-0.41890155436406395,-0.7079378518323356,-0.49123046875,-0.42045999999999983
0.842,-0.4207388418832032,-0.710143975686508,-0.4939453125,-0.4239799999999998
0.847,-0.4216574856427737,-0.712286286040765,-0.49634765624999994,-0.42762999999999995
0.852,-0.42441341692148526,-0.7142918531809208,-0.49878906249999994,-0.4309999999999998
0.857,-0.42579138256084015,-0.7163384432853093,-0.5011718749999999,-0.4344999999999999
0.862,-0.4271693482001968,-0.7183348942111909,-0.5036132812499999,-0.43784999999999985
0.867,-0.4294659575991222,-0.7203997167441241,-0.5061523437500001,-0.4413499999999999
0.872,-0.43130324511826323,-0.7224645392770572,-0.5086328125,-0.44499
0.877,-0.4317625669980476,-0.7245248037028542,-0.5109374999999999,-0.44862
0.882,-0.434059176396973,-0.7263343722361331,-0.51318359375,-0.45182999999999995
0.887,-0.4349778201565435,-0.7281211502337257,-0.5156054687499999,-0.4551799999999999
0.892,-0.4372744295554689,-0.7300309971240129,-0.5179296875,-0.45865999999999985
0.896,-0.4386523951948256,-0.7318496818715623,-0.5200976562499999,-0.4620099999999998
0.901,-0.44003036083418046,-0.7335361815121484,-0.52259765625,-0.46509
0.906,-0.44140832647353534,-0.7354824932595267,-0.5248828125,-0.4687199999999998
0.911,-0.442786292112892,-0.7371872253286611,-0.5274609375,-0.47207999999999983
0.916,-0.44462357963203125,-0.7391517695045859,-0.52982421875,-0.4758399999999998
0.921,-0.44554222339160177,-0.7408929664308115,-0.53234375,-0.47919
0.926,-0.44783883279052716,-0.7427389998211833,-0.5345703125,-0.48282999999999987
0.931,-0.4496761203096682,-0.744366244068992,-0.5373046874999999,-0.4860399999999998
0.936,-0.4505947640692387,-0.7463809274234219,-0.53984375,-0.49007999999999985
0.942,-0.4515134078288092,-0.7481813797424266,-0.54234375,-0.49371999999999994
0.947,-0.4538100172277346,-0.7499362509900624,-0.545,-0.4973399999999999
0.952,-0.45472866098730513,-0.7517731681661601,-0.54736328125,-0.5012599999999998
0.957,-0.45656594850644616,-0.7533320408069173,-0.5496289062499999,-0.5044899999999999
0.962,-0.4584032360255872,-0.7548544485905815,-0.55220703125,-0.50772
0.967,-0.4597812016649421,-0.756600203623945,-0.554921875,-0.5113699999999999
0.972,-0.46115916730429696,-0.7583960978358117,-0.55763671875,-0.5153099999999999
0.978,-0.4616184891840831,-0.7600643650478514,-0.5602539062499999,-0.5189699999999999
0.983,-0.4639150985830085,-0.7616505863314291,-0.56291015625,-0.5225199999999999
0.988,-0.46437442046279287,-0.7632322495078707,-0.5659765625,-0.5261899999999999
0.994,-0.4671303517415044,-0.7650554923625581,-0.56861328125,-0.5303
0.999,-0.4680489955010749,-0.7666052487890429,-0.57111328125,-0.5338499999999999
1.003,-0.4694269611404298,-0.7680410525371091,-0.57384765625,-0.5370899999999998
1.008,-0.4703456049000003,-0.7695908089635921,-0.5768749999999999,-0.5407499999999998
1.014,-0.47218289241914135,-0.7711770302471717,-0.58017578125,-0.54443
1.02,-0.4740201799382824,-0.7729638082447661,-0.5834960937499999,-0.5486599999999999
1.025,-0.4749388236978529,-0.7747232375995399,-0.5866015625,-0.55274
1.031,-0.47585746745742163,-0.7762684359188867,-0.5898046874999999,-0.55653
1.036,-0.47769475497656266,-0.7778500990953283,-0.59251953125,-0.5604399999999998
1.041,-0.4786133987361332,-0.779089904236514,-0.59513671875,-0.5635399999999999
1.045,-0.47999136437548806,-0.7803205931634292,-0.59783203125,-0.5664799999999999
1.049,-0.4813693300148447,-0.781574072626027,-0.6005859374999999,-0.5695399999999999
1.054,-0.48228797377441524,-0.7828184358743506,-0.603359375,-0.5726199999999999
1.058,-0.4827472956541996,-0.784017218051309,-0.60625,-0.57572
1.062,-0.48458458317334063,-0.7852342326568138,-0.60916015625,-0.5787899999999999
1.067,-0.485043905053125,-0.7864284567266324,-0.61267578125,-0.5817399999999999
1.072,-0.48642187069248166,-0.7878323537247418,-0.6157421875,-0.5853999999999999
1.076,-0.4873405144520522,-0.7890265777945622,-0.61890625,-0.5884999999999998
1.081,-0.48917780197119143,-0.7902299180786567,-0.62220703125,-0.5915999999999999
1.085,-0.48917780197119143,-0.7914514907912977,-0.62544921875,-0.5948399999999998
1.09,-0.49101508949033246,-0.792600133789751,-0.629296875,-0.59792
1.095,-0.49239305512968734,-0.7939538916093554,-0.6332421875,-0.6015699999999999
1.1,-0.4928523770094735,-0.7952620683575944,-0.6374609375000001,-0.60497
1.105,-0.4946896645286145,-0.7966522910342935,-0.64166015625,-0.6087799999999999
1.11,-0.49560830828818503,-0.7979194448182998,-0.64623046875,-0.6121399999999999
1.115,-0.49652695204775377,-0.7992959931735903,-0.65041015625,-0.61595
1.12,-0.4979049176871104,-0.8004993334576831,-0.6551953125,-0.6193099999999998
1.125,-0.49882356144668094,-0.8017847196702377,-0.6606054687499999,-0.6229699999999998
1.131,-0.5002015270860358,-0.8031977328826212,-0.66576171875,-0.6269199999999999
1.136,-0.5020388146051769,-0.8044922353094499,-0.67125,-0.6305699999999999
1.141,-0.5024981364849612,-0.8058186444862354,-0.67685546875,-0.63425
1.146,-0.5038761021243179,-0.8070903563773779,-0.6830859375,-0.63791
1.152,-0.5052540677636728,-0.808444114196984,-0.689375,-0.64171
1.157,-0.5061727115232433,-0.8097431747309489,-0.69498046875,-0.64554
1.162,-0.5070913552828138,-0.8108234461223525,-0.70076171875,-0.6486699999999999
1.166,-0.5080099990423843,-0.8119128337280266,-0.70693359375,-0.65194
1.171,-0.5080099990423843,-0.8130614767264799,-0.71376953125,-0.6555
1.177,-0.5107659303210941,-0.8143240724033518,-0.7199609375,-0.65933
1.182,-0.5116845740806646,-0.8155091802588981,-0.7259374999999999,-0.6628699999999998
1.186,-0.5121438959604507,-0.8166076840788481,-0.7320703125,-0.6661599999999999
1.191,-0.51398118347959,-0.8178064662558047,-0.7385742187500001,-0.66984
1.197,-0.515818470998731,-0.8191419916468643,-0.74474609375,-0.6738199999999999
1.202,-0.515818470998731,-0.8203909130023241,-0.7503125,-0.6775199999999999
1.207,-0.5171964366380859,-0.8215349978936413,-0.7564257812499999,-0.68106
1.213,-0.5185744022774426,-0.8228887557132456,-0.7624218749999999,-0.6851499999999999
1.219,-0.5199523679167974,-0.8241559094972537,-0.76794921875,-0.68912
1.224,-0.520871011676368,-0.8254002727455774,-0.7734765625000001,-0.6929399999999999
1.229,-0.5217896554359385,-0.8266355197796287,-0.77865234375,-0.6967699999999999
1.234,-0.5231676210752934,-0.8277932789923561,-0.78376953125,-0.7004599999999999
1.24,-0.5236269429550795,-0.829001177383585,-0.788984375,-0.7042599999999999
1.246,-0.5250049085944344,-0.830350377096055,-0.7941796874999999,-0.70865
1.251,-0.5259235523540049,-0.8314625552374135,-0.7988085937499999,-0.7123299999999999
1.256,-0.5268421961135754,-0.83257929148591,-0.8034765625000001,-0.716
1.262,-0.5291388055125008,-0.8337689574485943,-0.8073046875,-0.71983
1.266,-0.5295981273922852,-0.8347443923758515,-0.8109179687499999,-0.72309
1.271,-0.5300574492720713,-0.8356788043388779,-0.8145117187500001,-0.72607
1.275,-0.5314354149114262,-0.8366223325161801,-0.818046875,-0.7290299999999998
1.279,-0.5318947367912124,-0.8375613025863444,-0.8215234375,-0.7322799999999998
1.284,-0.5328133805507811,-0.8384865983350966,-0.825,-0.7352599999999998
1.288,-0.5341913461901378,-0.8394346846195351,-0.8284375,-0.7383899999999999
1.292,-0.5346506680699221,-0.8403827709039717,-0.832265625,-0.7415099999999999
1.297,-0.5351099899497083,-0.8414356936525547,-0.83595703125,-0.74519
1.302,-0.5364879555890631,-0.8424475934369049,-0.8401562499999999,-0.74874
1.308,-0.537865921228418,-0.8436190269710444,-0.8438476562499999,-0.7527199999999998
1.313,-0.5392438868677747,-0.8446810659338979,-0.8478906249999999,-0.75627
1.319,-0.5397032087475591,-0.8458752900037183,-0.8519921874999999,-0.76027
1.324,-0.5406218525071296,-0.8470057005736233,-0.85560546875,-0.7642599999999999
1.329,-0.5419998181464845,-0.8480540652150701,-0.8596289062500001,-0.76783
1.335,-0.542918461906055,-0.8492346149634802,-0.8634765624999999,-0.7719799999999999
1.341,-0.5442964275454116,-0.8504106066047541,-0.866875,-0.77613
1.345,-0.544755749425196,-0.8513085537106875,-0.8698632812499999,-0.77928
1.349,-0.5452150713049804,-0.8521700359595279,-0.8733203124999999,-0.7822899999999999
1.355,-0.5470523588241214,-0.8531910519581523,-0.8766796875,-0.7860099999999999
1.359,-0.5479710025836919,-0.8542029517425043,-0.8801757812500001,-0.78958
1.364,-0.5488896463432624,-0.8552239677411286,-0.8836132812499999,-0.79315
1.369,-0.5493489682230468,-0.8562221932040703,-0.8866796875,-0.7967099999999998
1.374,-0.5507269338624035,-0.8571019078814572,-0.88966796875,-0.79986
1.378,-0.5511862557421878,-0.85797250634457,-0.89259765625,-0.8030199999999998
1.383,-0.5521048995017583,-0.8588339885934104,-0.895625,-0.80616
1.387,-0.5534828651411132,-0.8597228194850697,-0.89859375,-0.80931
1.391,-0.5534828651411132,-0.8605797436267739,-0.90150390625,-0.81246
1.396,-0.5548608307804699,-0.8614321096613402,-0.9044140625,-0.81545
1.4,-0.5557794745400404,-0.8622890338030427,-0.9077539062500001,-0.81857
1.405,-0.5566981182996091,-0.8632827011588482,-0.9110742187499999,-0.8221399999999999
1.41,-0.5576167620591796,-0.8642535779789675,-0.9145117187499999,-0.8255599999999998
1.415,-0.5580760839389658,-0.8652426872276369,-0.91802734375,-0.8291199999999999
1.42,-0.5603726933378912,-0.866259145119125,-0.92150390625,-0.8328399999999998
1.425,-0.5603726933378912,-0.8672756030106132,-0.92486328125,-0.8363999999999998
1.43,-0.5608320152176756,-0.8682054568665034,-0.92837890625,-0.83982
1.435,-0.5622099808570322,-0.8691763336866263,-0.9318554687499999,-0.84354
1.44,-0.5631286246166027,-0.8701426523996094,-0.9357421875,-0.8471
1.446,-0.5640472683761732,-0.8712229237910112,-0.9390624999999999,-0.8510899999999999
1.45,-0.564965912135742,-0.8721299871112187,-0.9426953124999999,-0.8545099999999999
1.456,-0.5658845558953125,-0.8731327706812984,-0.94595703125,-0.8581999999999999
1.46,-0.5663438777750986,-0.8739577880730423,-0.9490624999999999,-0.86131
1.464,-0.5677218434144535,-0.8747782473576518,-0.95224609375,-0.8644399999999999
1.469,-0.568640487174024,-0.8756260552850819,-0.9554296874999999,-0.8675499999999998
1.473,-0.5690998090538084,-0.8764556307839637,-0.95865234375,-0.8706499999999999
1.477,-0.5700184528133789,-0.8772760900685732,-0.9619140624999999,-0.8737499999999998
1.482,-0.5713964184527356,-0.8781284561031413,-0.965234375,-0.8768499999999999
1.486,-0.5709370965729494,-0.878948915387749,-0.96861328125,-0.8799299999999999
1.491,-0.5727743840920905,-0.8797830489937688,-0.9719140624999999,-0.8830099999999999
1.495,-0.5723150622123061,-0.8805807177426939,-0.97521484375,-0.8860899999999998
1.499,-0.573693027851661,-0.8813647121702104,-0.9792578125000001,-0.88916
1.504,-0.5746116716112315,-0.8823036822403747,-0.98302734375,-0.8926399999999999
1.509,-0.575530315370802,-0.8831788388106236,-0.98697265625,-0.89598
1.514,-0.5759896372505864,-0.8840767859165588,-0.9909375,-0.8994599999999999
1.519,-0.5769082810101569,-0.8849473843796716,-0.9951757812500001,-0.9027999999999998
1.524,-0.5782862466495118,-0.8858726801284256,-0.99935546875,-0.90642
1.529,-0.5792048904090823,-0.8867751853414951,-1.00380859375,-0.9097599999999999
1.534,-0.5801235341686528,-0.8877232716259336,-1.00830078125,-0.91337
1.539,-0.580582856048439,-0.8886531254818237,-1.0129101562500002,-0.9169699999999998
1.544,-0.5819608216877938,-0.8895693050163036,-1.01751953125,-0.9204399999999999
1.549,-0.5828794654473644,-0.8904900426579214,-1.0220898437500001,-0.9238999999999999
1.554,-0.5833387873271487,-0.8913788735495825,-1.02673828125,-0.9273799999999999
1.559,-0.5837981092069349,-0.8922540301198314,-1.0316015625000001,-0.93086
1.565,-0.5851760748462898,-0.893170209654313,-1.03609375,-0.93445
1.569,-0.5860947186058603,-0.8940499243316999,-1.04056640625,-0.93777
1.574,-0.5874726842452151,-0.8949661038661798,-1.0449414062500002,-0.9412099999999999
1.58,-0.5874726842452151,-0.895891399614932,-1.0495703125,-0.9447999999999999
1.585,-0.5893099717643562,-0.8968258115779619,-1.05373046875,-0.9483999999999999
1.59,-0.5897692936441405,-0.8977055262553488,-1.05728515625,-0.9518599999999999
1.594,-0.5897692936441405,-0.898462172040043,-1.0607421875,-0.9547599999999998
1.598,-0.5911472592834972,-0.8992097016104648,-1.06419921875,-0.9578099999999998
1.603,-0.5920659030430677,-0.8999936960379795,-1.0674804687500001,-0.9608399999999999
1.607,-0.5929845468026382,-0.9007731323583599,-1.0708789062500002,-0.9637199999999999
1.612,-0.5934438686824226,-0.9015799173215591,-1.0740820312500001,-0.96688
1.616,-0.5943625124419931,-0.9023502374276635,-1.07720703125,-0.9699099999999998
1.62,-0.5948218343217775,-0.9031251156409059,-1.0803125000000002,-0.9729399999999999
1.625,-0.595740478081348,-0.9038954357470121,-1.0836132812500001,-0.97597
1.63,-0.5966591218409185,-0.9047523598887146,-1.087109375,-0.97926
